,alternateCandidates,mandates,party,presidents,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year
632,,0,P.N.R.,0,0,1,0,0.33,0,917,Lisboa,Lisboa,0,4267,1.52,,False,2885,1.03,53,280310,53.43,José de Almeida e Vasconcellos Pinto-Coelho,2009
633,,7,PPD/PSD.CDS-PP.MPT.PPM,0,0,1,7,38.69,0,108457,Lisboa,Lisboa,0,4267,1.52,,False,2885,1.03,53,280310,53.43,Pedro Miguel de Santana Lopes,2009
634,,9,PS,1,1,1,9,44.01,1,123372,Lisboa,Lisboa,0,4267,1.52,,False,2885,1.03,53,280310,53.43,António Luís Santos da Costa,2009
635,,0,PTP,0,0,1,0,0.18,0,515,Lisboa,Lisboa,0,4267,1.52,,False,2885,1.03,53,280310,53.43,Bruno Manuel Ferreira de Sousa,2009
636,,0,B.E.,0,0,1,0,4.24,0,3812,Loures,Lisboa,0,1566,1.74,,False,1214,1.35,18,89998,54.23,Vitor Manuel Carvalho Franco,2009
637,,0,CDS-PP,0,0,1,0,3.83,0,3446,Loures,Lisboa,0,1566,1.74,,False,1214,1.35,18,89998,54.23,Mário Ferreira Teixeira do Carmo,2009
638,,3,PCP-PEV,0,0,1,3,22.96,0,20667,Loures,Lisboa,0,1566,1.74,,False,1214,1.35,18,89998,54.23,Paulo Jorge Piteira Leão,2009
639,,0,PCTP/MRPP,0,0,1,0,1.66,0,1494,Loures,Lisboa,0,1566,1.74,,False,1214,1.35,18,89998,54.23,Luís Manuel da Silva Patrício,2009
640,,2,PPD/PSD,0,0,1,2,16.06,0,14456,Loures,Lisboa,0,1566,1.74,,False,1214,1.35,18,89998,54.23,Maria Geni Veloso das Neves,2009
641,,6,PS,1,1,1,6,48.16,1,43343,Loures,Lisboa,0,1566,1.74,,False,1214,1.35,18,89998,54.23,Carlos Alberto Dias Teixeira,2009
642,,0,CDS-PP,0,0,1,0,2.57,0,339,Lourinhã,Lisboa,0,266,2.01,,False,195,1.48,11,13211,59.72,José António Monteiro Bourdain,2009
643,,0,MMS,0,0,1,0,0.43,0,57,Lourinhã,Lisboa,0,266,2.01,,False,195,1.48,11,13211,59.72,João Nunes Maria Alves,2009
644,,0,PCP-PEV,0,0,1,0,3.82,0,505,Lourinhã,Lisboa,0,266,2.01,,False,195,1.48,11,13211,59.72,José Manuel Levy da Silva Soeiro,2009
645,,2,PPD/PSD,0,0,1,2,32.56,0,4302,Lourinhã,Lisboa,0,266,2.01,,False,195,1.48,11,13211,59.72,Carlos Jorge Segadães de Almeida Marques,2009
646,,5,PS,1,1,1,5,57.13,1,7547,Lourinhã,Lisboa,0,266,2.01,,False,195,1.48,11,13211,59.72,José Manuel Dias Custódio,2009
647,,0,B.E.,0,0,1,0,4.57,0,1323,Mafra,Lisboa,0,837,2.89,,False,375,1.3,17,28940,56.06,Helder Augusto Gonçalves Fortes,2009
648,,0,CDS-PP,0,0,1,0,5.74,0,1660,Mafra,Lisboa,0,837,2.89,,False,375,1.3,17,28940,56.06,Carlos Evangelista Sena Pinheiro,2009
649,,0,PCP-PEV,0,0,1,0,5.95,0,1722,Mafra,Lisboa,0,837,2.89,,False,375,1.3,17,28940,56.06,Eugénio Óscar Garcia da Rosa,2009
650,,6,PPD/PSD,1,1,1,6,52.04,1,15059,Mafra,Lisboa,0,837,2.89,,False,375,1.3,17,28940,56.06,José Maria Ministro dos Santos,2009
651,,3,PS,0,0,1,3,27.52,0,7964,Mafra,Lisboa,0,837,2.89,,False,375,1.3,17,28940,56.06,Sérgio Paulo Mendes Mota,2009
652,,0,B.E.,0,0,1,0,3.76,0,2396,Odivelas,Lisboa,0,988,1.55,,False,741,1.16,7,63647,54.37,António Miguel Rodrigues,2009
653,,2,PCP-PEV,0,0,1,2,20.17,0,12838,Odivelas,Lisboa,0,988,1.55,,False,741,1.16,7,63647,54.37,Ilídio de Magalhães Ferreira,2009
654,,4,PPD/PSD.CDS-PP.MPT.PPM,0,0,1,4,35.74,0,22747,Odivelas,Lisboa,0,988,1.55,,False,741,1.16,7,63647,54.37,Hernâni Manuel Marques de Carvalho,2009
655,,5,PS,1,0,1,5,37.61,1,23937,Odivelas,Lisboa,0,988,1.55,,False,741,1.16,7,63647,54.37,Susana de Fátima Carvalho Amador,2009
656,,0,B.E.,0,0,1,0,3.91,0,3054,Oeiras,Lisboa,0,2087,2.67,,False,1380,1.77,10,78059,54.01,Francisco Manuel Vicente Figueira Silva,2009
657,,5,I,1,0,1,5,41.52,1,32407,Oeiras,Lisboa,0,2087,2.67,,False,1380,1.77,10,78059,54.01,Isaltino Afonso Morais,2009
658,,1,PCP-PEV,0,0,1,1,7.31,0,5703,Oeiras,Lisboa,0,2087,2.67,,False,1380,1.77,10,78059,54.01,Amílcar José da Silva Campos,2009
659,,0,PCTP/MRPP,0,0,1,0,0.63,0,495,Oeiras,Lisboa,0,2087,2.67,,False,1380,1.77,10,78059,54.01,Fernando Carvalho Pereira,2009
660,,2,PPD/PSD.CDS-PP.PPM,0,0,1,2,16.42,0,12821,Oeiras,Lisboa,0,2087,2.67,,False,1380,1.77,10,78059,54.01,Isabel Maria Meireles Teixeira Vasconcelos Salgado,2009
661,,3,PS,0,0,1,3,25.77,0,20112,Oeiras,Lisboa,0,2087,2.67,,False,1380,1.77,10,78059,54.01,Marcos de Cunha e Lorena Perestrello de Vasconcellos,2009
662,,0,B.E.,0,0,1,0,5.9,0,8121,Sintra,Lisboa,0,2400,1.74,,False,1616,1.17,20,137699,47.92,André Aurélio Marona Beja,2009
663,,1,PCP-PEV,0,0,1,1,11.11,0,15293,Sintra,Lisboa,0,2400,1.74,,False,1616,1.17,20,137699,47.92,José Manuel Baptista Alves,2009
664,,0,PCTP/MRPP,0,0,1,0,1.09,0,1497,Sintra,Lisboa,0,2400,1.74,,False,1616,1.17,20,137699,47.92,José Vitorino Piteira Mestre,2009
665,,6,PPD/PSD.CDS-PP.PPM.MPT,1,1,1,6,45.25,1,62314,Sintra,Lisboa,0,2400,1.74,,False,1616,1.17,20,137699,47.92,Fernando Jorge Loureiro de Roboredo Seara,2009
666,,4,PS,0,0,1,4,33.74,0,46458,Sintra,Lisboa,0,2400,1.74,,False,1616,1.17,20,137699,47.92,Ana Maria Rosa Martins Gomes,2009
667,,3,PCP-PEV,1,1,1,3,54.33,1,2459,Sobral de Monte Agraço,Lisboa,0,99,2.19,,False,87,1.92,3,4526,58.73,António Lopes Bogalho,2009
668,,1,PPD/PSD.CDS-PP,0,0,1,1,23.95,0,1084,Sobral de Monte Agraço,Lisboa,0,99,2.19,,False,87,1.92,3,4526,58.73,António José de Carvalho Caroço,2009
669,,1,PS,0,0,1,1,17.61,0,797,Sobral de Monte Agraço,Lisboa,0,99,2.19,,False,87,1.92,3,4526,58.73,Reinaldo Manuel Soares da Costa Fragoso,2009
670,,0,PCP-PEV,0,0,1,0,7.47,0,2824,Torres Vedras,Lisboa,0,578,1.53,,False,403,1.07,20,37817,59.1,Paulo Adelino Esteves Gonçalves,2009
671,,3,PPD/PSD.CDS-PP,0,0,1,3,28.87,0,10917,Torres Vedras,Lisboa,0,578,1.53,,False,403,1.07,20,37817,59.1,António Paulo Veloso Martins Bento,2009
672,,6,PS,1,1,1,6,61.07,1,23095,Torres Vedras,Lisboa,0,578,1.53,,False,403,1.07,20,37817,59.1,Carlos Manuel Soares Miguel,2009
673,,0,B.E.,0,0,1,0,5.83,0,3199,Vila Franca de Xira,Lisboa,0,1022,1.86,,False,600,1.09,11,54893,52.19,Carlos Miguel Vilar Patrão,2009
674,,3,PCP-PEV,0,0,1,3,23.88,0,13111,Vila Franca de Xira,Lisboa,0,1022,1.86,,False,600,1.09,11,54893,52.19,Nuno Miguel Marques Libório,2009
675,,3,PPD/PSD.CDS-PP.MPT.PPM,0,0,1,3,23.35,0,12820,Vila Franca de Xira,Lisboa,0,1022,1.86,,False,600,1.09,11,54893,52.19,João Manuel Correia Pires de Carvalho,2009
676,,5,PS,1,0,1,5,43.98,1,24141,Vila Franca de Xira,Lisboa,0,1022,1.86,,False,600,1.09,11,54893,52.19,Maria da Luz Gameiro Beja Ferreira Rosinha,2009
677,,0,B.E.,0,0,1,0,0.93,0,67,Calheta (R.A.M.),Madeira,0,62,0.86,,False,122,1.69,8,7209,57.31,Manuel Damião Ferreira dos Santos,2009
678,,1,CDS-PP,0,0,1,1,20.0,0,1442,Calheta (R.A.M.),Madeira,0,62,0.86,,False,122,1.69,8,7209,57.31,Antero Vasconcelos e Sousa,2009
679,,0,MPT,0,0,1,0,0.78,0,56,Calheta (R.A.M.),Madeira,0,62,0.86,,False,122,1.69,8,7209,57.31,Aurélio Pinto Gomes Serrão,2009
680,,0,PCP-PEV,0,0,1,0,1.03,0,74,Calheta (R.A.M.),Madeira,0,62,0.86,,False,122,1.69,8,7209,57.31,José Luís de Ornelas Murzelo,2009
681,,6,PPD/PSD,1,1,1,6,64.13,1,4623,Calheta (R.A.M.),Madeira,0,62,0.86,,False,122,1.69,8,7209,57.31,Manuel Baeta de Castro,2009
682,,0,PS,0,0,1,0,10.58,0,763,Calheta (R.A.M.),Madeira,0,62,0.86,,False,122,1.69,8,7209,57.31,Sofia Maria Araújo Canha Sousa,2009
683,,0,B.E.,0,0,1,0,2.92,0,471,Câmara de Lobos,Madeira,0,189,1.17,,False,331,2.05,5,16129,51.66,José Ernesto Figueira Ferraz,2009
684,,1,CDS-PP,0,0,1,1,10.03,0,1618,Câmara de Lobos,Madeira,0,189,1.17,,False,331,2.05,5,16129,51.66,José Roberto Ribeiro Rodrigues,2009
685,,1,MPT,0,0,1,1,13.2,0,2129,Câmara de Lobos,Madeira,0,189,1.17,,False,331,2.05,5,16129,51.66,João Izidoro Gonçalves,2009
686,,0,PCP-PEV,0,0,1,0,5.27,0,850,Câmara de Lobos,Madeira,0,189,1.17,,False,331,2.05,5,16129,51.66,José Quintino Mendes Costa,2009
687,,0,PND,0,0,1,0,5.59,0,901,Câmara de Lobos,Madeira,0,189,1.17,,False,331,2.05,5,16129,51.66,José Manuel da Mata Vieira Coelho,2009
688,,4,PPD/PSD,1,1,1,4,45.82,1,7391,Câmara de Lobos,Madeira,0,189,1.17,,False,331,2.05,5,16129,51.66,Arlindo Pinto Gomes,2009
689,,1,PS,0,0,1,1,13.94,0,2249,Câmara de Lobos,Madeira,0,189,1.17,,False,331,2.05,5,16129,51.66,Carlos Alberto Pestana Gonçalves,2009
690,,0,B.E.,0,0,1,0,4.35,0,2433,Funchal,Madeira,0,595,1.06,,False,787,1.41,10,55992,52.75,Rodrigo Nuno Pontes de Gouveia Trancoso,2009
691,,1,CDS-PP,0,0,1,1,10.03,0,5617,Funchal,Madeira,0,595,1.06,,False,787,1.41,10,55992,52.75,Lino Ricardo Silva Abreu,2009
692,,0,MPT,0,0,1,0,2.08,0,1166,Funchal,Madeira,0,595,1.06,,False,787,1.41,10,55992,52.75,Roberto Paulo Ferreira Vieira,2009
693,,1,PCP-PEV,0,0,1,1,6.87,0,3846,Funchal,Madeira,0,595,1.06,,False,787,1.41,10,55992,52.75,Artur Alberto Fernandes de Andrade,2009
694,,1,PND,0,0,1,1,8.46,0,4737,Funchal,Madeira,0,595,1.06,,False,787,1.41,10,55992,52.75,Gil da Silva Canha,2009
695,,7,PPD/PSD,1,1,1,7,52.2,1,29227,Funchal,Madeira,0,595,1.06,,False,787,1.41,10,55992,52.75,Miguel Filipe Machado de Albuquerque,2009
696,,1,PS,0,0,1,1,13.54,0,7584,Funchal,Madeira,0,595,1.06,,False,787,1.41,10,55992,52.75,Rui Alberto Pereira Caetano,2009
697,,0,B.E.,0,0,1,0,1.78,0,220,Machico,Madeira,0,137,1.11,,False,136,1.1,5,12338,58.9,Tânia Gisela Melim de Freitas,2009
698,,0,CDS-PP,0,0,1,0,3.06,0,377,Machico,Madeira,0,137,1.11,,False,136,1.1,5,12338,58.9,Paulo Jorge Tomás do Couto,2009
699,,0,MPT,0,0,1,0,1.82,0,224,Machico,Madeira,0,137,1.11,,False,136,1.1,5,12338,58.9,António Álvaro Aguiar Araújo,2009
700,,0,PCP-PEV,0,0,1,0,1.46,0,180,Machico,Madeira,0,137,1.11,,False,136,1.1,5,12338,58.9,Rui Firmino Faria Nepomuceno,2009
701,,4,PPD/PSD,1,1,1,4,50.13,1,6185,Machico,Madeira,0,137,1.11,,False,136,1.1,5,12338,58.9,Emanuel Sabino Vieira Gomes,2009
702,,3,PS,0,0,1,3,39.54,0,4879,Machico,Madeira,0,137,1.11,,False,136,1.1,5,12338,58.9,Ricardo Miguel Nunes Franco,2009
703,,0,B.E.,0,0,1,0,1.87,0,98,Ponta do Sol,Madeira,0,34,0.65,,False,72,1.38,3,5231,55.81,Maria Ganança Gomes Garanito,2009
704,,0,CDS-PP,0,0,1,0,6.44,0,337,Ponta do Sol,Madeira,0,34,0.65,,False,72,1.38,3,5231,55.81,Manuel Miguel Rodrigues de Freitas,2009
705,,0,MPT,0,0,1,0,1.15,0,60,Ponta do Sol,Madeira,0,34,0.65,,False,72,1.38,3,5231,55.81,Marla Patrícia Rodrigues Fernandes,2009
706,,0,PCP-PEV,0,0,1,0,1.74,0,91,Ponta do Sol,Madeira,0,34,0.65,,False,72,1.38,3,5231,55.81,Jacinto Luís Gouveia Vera Cruz,2009
707,,4,PPD/PSD,1,1,1,4,71.55,1,3743,Ponta do Sol,Madeira,0,34,0.65,,False,72,1.38,3,5231,55.81,Rui David Pita Marques Luís,2009
708,,1,PS,0,0,1,1,15.22,0,796,Ponta do Sol,Madeira,0,34,0.65,,False,72,1.38,3,5231,55.81,João Francisco Sousa Dias,2009
709,,3,PPD/PSD,1,1,1,3,50.95,1,1149,Porto Moniz,Madeira,0,18,0.8,,False,24,1.06,4,2255,65.5,Edgar Valter Castro Correia,2009
710,,2,PS,0,0,1,2,45.41,0,1024,Porto Moniz,Madeira,0,18,0.8,,False,24,1.06,4,2255,65.5,João Emanuel Silva Câmara,2009
711,,0,B.E.,0,0,1,0,1.47,0,48,Porto Santo,Madeira,0,40,1.22,,False,40,1.22,1,3273,62.12,Dulcídio Manuel Reinolds Fernandes,2009
712,,0,CDS-PP,0,0,1,0,3.12,0,102,Porto Santo,Madeira,0,40,1.22,,False,40,1.22,1,3273,62.12,Dinarte Manuel Melim Velosa,2009
713,,0,MPT,0,0,1,0,0.92,0,30,Porto Santo,Madeira,0,40,1.22,,False,40,1.22,1,3273,62.12,Neli Franco Gonçalves Vera Cruz,2009
714,,0,PCP-PEV,0,0,1,0,0.55,0,18,Porto Santo,Madeira,0,40,1.22,,False,40,1.22,1,3273,62.12,João Roberto do Nascimento de Melim,2009
715,,4,PPD/PSD,1,1,1,4,68.59,1,2245,Porto Santo,Madeira,0,40,1.22,,False,40,1.22,1,3273,62.12,Roberto Paulo Cardoso da Silva,2009
716,,1,PS,0,0,1,1,22.91,0,750,Porto Santo,Madeira,0,40,1.22,,False,40,1.22,1,3273,62.12,Renata Marisa Correia de Sousa,2009
717,,0,B.E.,0,0,1,0,2.04,0,150,Ribeira Brava,Madeira,0,75,1.02,,False,183,2.49,4,7359,53.92,Carlos Alberto Pereira,2009
718,,1,CDS-PP,0,0,1,1,12.9,0,949,Ribeira Brava,Madeira,0,75,1.02,,False,183,2.49,4,7359,53.92,Rafael João Figueira de Sousa,2009
719,,0,MPT,0,0,1,0,2.7,0,199,Ribeira Brava,Madeira,0,75,1.02,,False,183,2.49,4,7359,53.92,Martinho Dinarte Mendes Silva,2009
720,,0,PCP-PEV,0,0,1,0,2.41,0,177,Ribeira Brava,Madeira,0,75,1.02,,False,183,2.49,4,7359,53.92,Marcelino Vitorino Santos Rodrigues,2009
721,,5,PPD/PSD,1,1,1,5,57.68,1,4245,Ribeira Brava,Madeira,0,75,1.02,,False,183,2.49,4,7359,53.92,José Ismael Fernandes,2009
722,,1,PS,0,0,1,1,18.77,0,1381,Ribeira Brava,Madeira,0,75,1.02,,False,183,2.49,4,7359,53.92,Alano Aires Santos Gonçalves,2009
723,,3,I,0,0,1,3,32.03,0,6449,Santa Cruz,Madeira,0,256,1.27,,False,409,2.03,5,20137,58.94,Filipe Martiniano Martins de Sousa,2009
724,,0,MPT,0,0,1,0,4.72,0,950,Santa Cruz,Madeira,0,256,1.27,,False,409,2.03,5,20137,58.94,Jaime Casimiro Nunes da Silva,2009
725,,0,PCP-PEV,0,0,1,0,5.04,0,1014,Santa Cruz,Madeira,0,256,1.27,,False,409,2.03,5,20137,58.94,Luís Alberto de Vasconcelos,2009
726,,3,PPD/PSD,1,0,1,3,41.88,1,8434,Santa Cruz,Madeira,0,256,1.27,,False,409,2.03,5,20137,58.94,José Alberto de Freitas Gonçalves,2009
727,,1,PS,0,0,1,1,13.04,0,2625,Santa Cruz,Madeira,0,256,1.27,,False,409,2.03,5,20137,58.94,Óscar Ciríaco Teixeira,2009
728,,0,B.E.,0,0,1,0,1.6,0,85,Santana,Madeira,0,55,1.04,,False,113,2.13,6,5305,58.43,Carlos Alberto de Faria,2009
729,,0,CDS-PP,0,0,1,0,12.03,0,638,Santana,Madeira,0,55,1.04,,False,113,2.13,6,5305,58.43,Teófilo Alírio Reis Cunha,2009
730,,0,MPT,0,0,1,0,0.79,0,42,Santana,Madeira,0,55,1.04,,False,113,2.13,6,5305,58.43,José Samuel Vieira Caboz,2009
731,,0,PCP-PEV,0,0,1,0,1.56,0,83,Santana,Madeira,0,55,1.04,,False,113,2.13,6,5305,58.43,Elisa Margarita dos Santos Mendonça,2009
732,,4,PPD/PSD,1,1,1,4,58.45,1,3101,Santana,Madeira,0,55,1.04,,False,113,2.13,6,5305,58.43,Rui Moisés Fernandes de Ascensão,2009
733,,1,PS,0,0,1,1,22.39,0,1188,Santana,Madeira,0,55,1.04,,False,113,2.13,6,5305,58.43,Adelino Marques Teixeira da Silva,2009
734,,0,B.E.,0,0,1,0,0.63,0,24,São Vicente,Madeira,0,60,1.59,,False,76,2.01,3,3782,56.02,Sónia de Castro Gomes e Silva,2009
735,,0,CDS-PP,0,0,1,0,12.59,0,476,São Vicente,Madeira,0,60,1.59,,False,76,2.01,3,3782,56.02,Margarida Maria Silva Fernandes,2009
736,,0,PCP-PEV,0,0,1,0,0.74,0,28,São Vicente,Madeira,0,60,1.59,,False,76,2.01,3,3782,56.02,António Carlos Baptista Monteiro,2009
737,,3,PPD/PSD,1,1,1,3,48.78,1,1845,São Vicente,Madeira,0,60,1.59,,False,76,2.01,3,3782,56.02,Jorge Orlando César de Jesus Romeira,2009
738,,2,PS,0,0,1,2,33.66,0,1273,São Vicente,Madeira,0,60,1.59,,False,76,2.01,3,3782,56.02,João Carlos Justino Mendes Gouveia,2009
739,,0,CDS-PP,0,0,1,0,3.02,0,73,Alter do Chão,Portalegre,0,32,1.32,,False,35,1.45,4,2420,72.33,Ana Maria Gagliardini Graça Torres Miguéns Cardoso,2009
740,,0,PCP-PEV,0,0,1,0,12.89,0,312,Alter do Chão,Portalegre,0,32,1.32,,False,35,1.45,4,2420,72.33,João Manuel Laureano Martins,2009
741,,3,PPD/PSD,1,1,1,3,43.43,1,1051,Alter do Chão,Portalegre,0,32,1.32,,False,35,1.45,4,2420,72.33,Joviano Martins Vitorino,2009
742,,1,PS,0,0,1,1,17.98,0,435,Alter do Chão,Portalegre,0,32,1.32,,False,35,1.45,4,2420,72.33,Maria Leal Monteiro,2009
743,,1,XVIII,0,0,1,1,19.92,0,482,Alter do Chão,Portalegre,0,32,1.32,,False,35,1.45,4,2420,72.33,Francisco António Martins dos Reis,2009
744,,0,CDS-PP.PPM,0,0,1,0,1.11,0,26,Arronches,Portalegre,0,20,0.86,,False,22,0.94,3,2339,80.49,António José Raimundo Baptista,2009
745,,0,PCP-PEV,0,0,1,0,3.89,0,91,Arronches,Portalegre,0,20,0.86,,False,22,0.94,3,2339,80.49,Jorge Manuel Pereira Ventura,2009
746,,3,PPD/PSD,1,1,1,3,54.25,1,1269,Arronches,Portalegre,0,20,0.86,,False,22,0.94,3,2339,80.49,Fermelinda de Jesus Pombo Carvalho,2009
747,,2,PS,0,0,1,2,38.95,0,911,Arronches,Portalegre,0,20,0.86,,False,22,0.94,3,2339,80.49,Gil da Conceição Palmeiro Romão,2009
748,,3,PCP-PEV,1,1,1,3,53.93,1,1647,Avis,Portalegre,0,82,2.69,,False,39,1.28,8,3054,74.69,Manuel Maria Libério Coelho,2009
749,,0,PPD/PSD,0,0,1,0,8.61,0,263,Avis,Portalegre,0,82,2.69,,False,39,1.28,8,3054,74.69,António Sebastião Navalhas Sombreireiro,2009
750,,2,PS,0,0,1,2,33.5,0,1023,Avis,Portalegre,0,82,2.69,,False,39,1.28,8,3054,74.69,Rui Manuel Varela Barrento Henriques,2009
751,,0,PCP-PEV,0,0,1,0,6.23,0,362,Campo Maior,Portalegre,0,63,1.08,,False,43,0.74,3,5814,76.05,António José Faria de Paula Campos,2009
752,,0,PPD/PSD,0,0,1,0,1.6,0,93,Campo Maior,Portalegre,0,63,1.08,,False,43,0.74,3,5814,76.05,Pedro Luís Bento Nabeiro,2009
753,,3,PS,1,1,1,3,46.84,1,2723,Campo Maior,Portalegre,0,63,1.08,,False,43,0.74,3,5814,76.05,Ricardo Miguel Furtado Pinheiro,2009
754,,2,XIX,0,0,1,2,43.52,0,2530,Campo Maior,Portalegre,0,63,1.08,,False,43,0.74,3,5814,76.05,João Manuel Borrega Burrica,2009
755,,0,CDS-PP,0,0,1,0,1.45,0,35,Castelo de Vide,Portalegre,0,41,1.7,,False,40,1.66,4,2412,76.21,Lucina Aurora Alexandre de Morais Baptista,2009
756,,0,PCP-PEV,0,0,1,0,4.1,0,99,Castelo de Vide,Portalegre,0,41,1.7,,False,40,1.66,4,2412,76.21,Manuel Fernando Synarle de Serpa Soares,2009
757,,3,PPD/PSD,1,1,1,3,53.23,1,1284,Castelo de Vide,Portalegre,0,41,1.7,,False,40,1.66,4,2412,76.21,António Manuel Grincho Ribeiro,2009
758,,2,PS,0,0,1,2,28.19,0,680,Castelo de Vide,Portalegre,0,41,1.7,,False,40,1.66,4,2412,76.21,Rui Manuel Mourato Miranda,2009
759,,0,VI,0,0,1,0,9.66,0,233,Castelo de Vide,Portalegre,0,41,1.7,,False,40,1.66,4,2412,76.21,Tiago Fragoso Malato,2009
760,,3,PCP-PEV,1,1,1,3,46.37,1,1297,Crato,Portalegre,0,27,0.97,,False,29,1.04,6,2797,77.14,João Teresa Ribeiro,2009
761,,0,PPD/PSD,0,0,1,0,10.58,0,296,Crato,Portalegre,0,27,0.97,,False,29,1.04,6,2797,77.14,João António da Cruz Martins de Matos,2009
762,,2,PS,0,0,1,2,41.04,0,1148,Crato,Portalegre,0,27,0.97,,False,29,1.04,6,2797,77.14,José Correia da Luz,2009
763,,0,B.E.,0,0,1,0,3.54,0,381,Elvas,Portalegre,0,244,2.27,,False,99,0.92,11,10752,52.8,Luís Manuel Domingos Pedras,2009
764,,0,MPT,0,0,1,0,1.95,0,210,Elvas,Portalegre,0,244,2.27,,False,99,0.92,11,10752,52.8,Manuel António Martins Torneiro,2009
765,,0,PCP-PEV,0,0,1,0,3.07,0,330,Elvas,Portalegre,0,244,2.27,,False,99,0.92,11,10752,52.8,João José Alfacinha Pinheiro,2009
766,,1,PPD/PSD.CDS-PP,0,0,1,1,19.86,0,2135,Elvas,Portalegre,0,244,2.27,,False,99,0.92,11,10752,52.8,António José Simão das Dores,2009
767,,6,PS,1,1,1,6,68.39,1,7353,Elvas,Portalegre,0,244,2.27,,False,99,0.92,11,10752,52.8,José António Rondão Almeida,2009
768,,0,PCP-PEV,0,0,1,0,7.3,0,175,Fronteira,Portalegre,0,32,1.34,,False,32,1.34,3,2396,74.06,Rosa Maria Pedroso Forças Peças,2009
769,,3,PPD/PSD,1,1,1,3,53.42,1,1280,Fronteira,Portalegre,0,32,1.34,,False,32,1.34,3,2396,74.06,Pedro Namorado Lancha,2009
770,,2,PS,0,0,1,2,35.68,0,855,Fronteira,Portalegre,0,32,1.34,,False,32,1.34,3,2396,74.06,Fernando Alves Marques Mano,2009
771,,0,XVI,0,0,1,0,0.92,0,22,Fronteira,Portalegre,0,32,1.34,,False,32,1.34,3,2396,74.06,João Cabaço Mendeiros,2009
772,,0,PCP-PEV,0,0,1,0,12.22,0,349,Gavião,Portalegre,0,53,1.86,,False,49,1.72,5,2857,69.03,José Luís Areias Morais,2009
773,,1,PPD/PSD,0,0,1,1,24.29,0,694,Gavião,Portalegre,0,53,1.86,,False,49,1.72,5,2857,69.03,Paulo José Estrela Vitoriano de Matos,2009
774,,4,PS,1,1,1,4,59.92,1,1712,Gavião,Portalegre,0,53,1.86,,False,49,1.72,5,2857,69.03,Jorge Manuel Martins de Jesus,2009
775,,0,CDS-PP,0,0,1,0,1.14,0,29,Marvão,Portalegre,0,34,1.34,,False,46,1.81,4,2541,75.33,João de Brito Mena Antunes,2009
776,,0,PCP-PEV,0,0,1,0,1.14,0,29,Marvão,Portalegre,0,34,1.34,,False,46,1.81,4,2541,75.33,Paulo Joaquim Anacleto Costa,2009
777,,3,PPD/PSD,1,1,1,3,48.45,1,1231,Marvão,Portalegre,0,34,1.34,,False,46,1.81,4,2541,75.33,Victor Manuel Martins Frutuoso,2009
778,,1,PS,0,0,1,1,24.83,0,631,Marvão,Portalegre,0,34,1.34,,False,46,1.81,4,2541,75.33,Nuno Filipe Sernache Gonçalves Lopes,2009
779,,1,VIII,0,0,1,1,17.95,0,456,Marvão,Portalegre,0,34,1.34,,False,46,1.81,4,2541,75.33,Maria Madalena Delicado Curião Tavares,2009
780,,0,XV,0,0,1,0,3.35,0,85,Marvão,Portalegre,0,34,1.34,,False,46,1.81,4,2541,75.33,Fernando José Machado Gomes,2009
781,,0,PPD/PSD,0,0,1,0,14.77,0,336,Monforte,Portalegre,0,28,1.23,,False,31,1.36,4,2275,75.93,Jorge Alexandre Fernandes Capitão,2009
782,,3,PS,1,1,1,3,47.03,1,1070,Monforte,Portalegre,0,28,1.23,,False,31,1.36,4,2275,75.93,Miguel Alexandre Ferreira Rasquinho,2009
783,,0,B.E.,0,0,1,0,2.1,0,111,Nisa,Portalegre,0,81,1.53,,False,101,1.91,10,5288,71.18,Maria Madalena Duarte Morais,2009
784,,0,CDS-PP,0,0,1,0,2.19,0,116,Nisa,Portalegre,0,81,1.53,,False,101,1.91,10,5288,71.18,Manuel Joaquim da Silva Baptista,2009
785,,2,PCP-PEV,1,0,1,2,35.84,1,1895,Nisa,Portalegre,0,81,1.53,,False,101,1.91,10,5288,71.18,Maria Gabriela Pereira Menino Tsukamoto,2009
786,,1,PPD/PSD,0,0,1,1,23.17,0,1225,Nisa,Portalegre,0,81,1.53,,False,101,1.91,10,5288,71.18,Fernanda Maria Bizarro Policarpo,2009
787,,2,PS,0,0,1,2,33.26,0,1759,Nisa,Portalegre,0,81,1.53,,False,101,1.91,10,5288,71.18,Maria Idalina Alves Trindade,2009
788,,2,PCP-PEV,0,0,1,2,24.13,0,2367,Ponte de Sor,Portalegre,0,145,1.48,,False,105,1.07,7,9810,63.48,João Pedro Xavier Abelho Amante,2009
789,,1,PPD/PSD.CDS-PP,0,0,1,1,15.01,0,1472,Ponte de Sor,Portalegre,0,145,1.48,,False,105,1.07,7,9810,63.48,Joaquim Augusto Guiomar Lizardo,2009
790,,4,PS,1,1,1,4,58.32,1,5721,Ponte de Sor,Portalegre,0,145,1.48,,False,105,1.07,7,9810,63.48,João José de Carvalho Taveira Pinto,2009
791,,0,B.E.,0,0,1,0,1.97,0,283,Portalegre,Portalegre,0,227,1.58,,False,124,0.87,10,14332,64.15,Marco Jorge de Freitas Matos Ferreira,2009
