,alternateCandidates,mandates,party,presidents,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year
313,,0,B.E.,0,0,1,0,2.78,0,796,Castelo Branco,Castelo Branco,0,544,1.9,,False,320,1.12,25,28647,55.91,Gonçalo Nunes Simões da Silva Fabrício,2009
314,,0,CDS-PP,0,0,1,0,3.91,0,1121,Castelo Branco,Castelo Branco,0,544,1.9,,False,320,1.12,25,28647,55.91,Luís Manuel Rodrigues Simões da Paixão,2009
315,,0,PCP-PEV,0,0,1,0,3.4,0,975,Castelo Branco,Castelo Branco,0,544,1.9,,False,320,1.12,25,28647,55.91,Francisco José Antunes da Costa,2009
316,,1,PPD/PSD,0,0,1,1,16.99,0,4866,Castelo Branco,Castelo Branco,0,544,1.9,,False,320,1.12,25,28647,55.91,Manuel de Sousa Eusébio,2009
317,,8,PS,1,1,1,8,69.9,1,20025,Castelo Branco,Castelo Branco,0,544,1.9,,False,320,1.12,25,28647,55.91,Joaquim Morão Lopes Dias,2009
318,,0,B.E.,0,0,1,0,2.53,0,799,Covilhã,Castelo Branco,0,699,2.21,,False,472,1.49,31,31629,61.68,José Serra dos Reis,2009
319,,0,CDS-PP,0,0,1,0,2.78,0,880,Covilhã,Castelo Branco,0,699,2.21,,False,472,1.49,31,31629,61.68,Nuno Flávio da Costa Reis,2009
320,,0,PCP-PEV,0,0,1,0,7.47,0,2362,Covilhã,Castelo Branco,0,699,2.21,,False,472,1.49,31,31629,61.68,Jorge Manuel Roque Batista Fael,2009
321,,6,PPD/PSD,1,1,1,6,56.69,1,17931,Covilhã,Castelo Branco,0,699,2.21,,False,472,1.49,31,31629,61.68,Carlos Alberto Pinto,2009
322,,3,PS,0,0,1,3,26.83,0,8486,Covilhã,Castelo Branco,0,699,2.21,,False,472,1.49,31,31629,61.68,Vitor Manuel Pinheiro Pereira,2009
323,,0,CDS-PP,0,0,1,0,2.78,0,535,Fundão,Castelo Branco,0,412,2.14,,False,275,1.43,31,19256,63.52,Aires Lino de Almeida Patrício,2009
324,,0,PCP-PEV,0,0,1,0,3.65,0,703,Fundão,Castelo Branco,0,412,2.14,,False,275,1.43,31,19256,63.52,José Luís Cabaço Reis Oliveira,2009
325,,5,PPD/PSD,1,1,1,5,61.17,1,11778,Fundão,Castelo Branco,0,412,2.14,,False,275,1.43,31,19256,63.52,Manuel Joaquim Barata Frexes,2009
326,,2,PS,0,0,1,2,28.84,0,5553,Fundão,Castelo Branco,0,412,2.14,,False,275,1.43,31,19256,63.52,António Augusto Leal Salvado,2009
327,,0,CDS-PP,0,0,1,0,5.18,0,376,Idanha-a-Nova,Castelo Branco,0,190,2.62,,False,203,2.8,17,7258,67.38,José Pedro Rebola Ferreira de Sousa,2009
328,,0,PCP-PEV,0,0,1,0,2.87,0,208,Idanha-a-Nova,Castelo Branco,0,190,2.62,,False,203,2.8,17,7258,67.38,José Moreira Bargão,2009
329,,2,PPD/PSD,0,0,1,2,28.04,0,2035,Idanha-a-Nova,Castelo Branco,0,190,2.62,,False,203,2.8,17,7258,67.38,Luís Filipe de Sousa Silveira Rodrigues,2009
330,,5,PS,1,1,1,5,58.5,1,4246,Idanha-a-Nova,Castelo Branco,0,190,2.62,,False,203,2.8,17,7258,67.38,Álvaro José Cachucho Rocha,2009
331,,0,PCP-PEV,0,0,1,0,1.8,0,72,Oleiros,Castelo Branco,0,102,2.55,,False,98,2.45,12,4002,62.15,António da Trindade dos Santos,2009
332,,4,PPD/PSD,1,1,1,4,75.16,1,3008,Oleiros,Castelo Branco,0,102,2.55,,False,98,2.45,12,4002,62.15,José dos Santos Marques,2009
333,,1,PS,0,0,1,1,18.04,0,722,Oleiros,Castelo Branco,0,102,2.55,,False,98,2.45,12,4002,62.15,Aniceto Caldeira Rijo,2009
334,,0,PCP-PEV,0,0,1,0,2.83,0,124,Penamacor,Castelo Branco,0,90,2.06,,False,105,2.4,12,4374,68.52,Ana Paula Cunha Martins Pinto Pires,2009
335,,2,PPD/PSD.CDS-PP.MPT,0,0,1,2,39.07,0,1709,Penamacor,Castelo Branco,0,90,2.06,,False,105,2.4,12,4374,68.52,Vitor Manuel de Sousa Gabriel,2009
336,,3,PS,1,1,1,3,53.64,1,2346,Penamacor,Castelo Branco,0,90,2.06,,False,105,2.4,12,4374,68.52,Domingos Manuel Bicho Torrão,2009
337,,0,CDS-PP,0,0,1,0,1.57,0,95,Proença-a-Nova,Castelo Branco,0,103,1.7,,False,83,1.37,6,6050,69.54,Rui Manuel Delgado Brejo,2009
338,,0,PCP-PEV,0,0,1,0,0.64,0,39,Proença-a-Nova,Castelo Branco,0,103,1.7,,False,83,1.37,6,6050,69.54,Francisco Ribeiro Delgado,2009
339,,1,PPD/PSD,0,0,1,1,18.15,0,1098,Proença-a-Nova,Castelo Branco,0,103,1.7,,False,83,1.37,6,6050,69.54,Ricardo Jorge da Silva Esteves Ribeiro Nunes,2009
340,,4,PS,1,1,1,4,76.56,1,4632,Proença-a-Nova,Castelo Branco,0,103,1.7,,False,83,1.37,6,6050,69.54,João Paulo Marçal Lopes Catarino,2009
341,,0,B.E.,0,0,1,0,1.62,0,171,Sertã,Castelo Branco,0,147,1.39,,False,162,1.53,14,10573,68.5,Fernando Farinha Ferreira,2009
342,,0,CDS-PP,0,0,1,0,7.67,0,811,Sertã,Castelo Branco,0,147,1.39,,False,162,1.53,14,10573,68.5,Pedro Martins de Jesus,2009
343,,0,PCP-PEV,0,0,1,0,0.62,0,66,Sertã,Castelo Branco,0,147,1.39,,False,162,1.53,14,10573,68.5,Benvinda Ferreira dos Santos Duarte,2009
344,,4,PPD/PSD,1,1,1,4,50.91,1,5383,Sertã,Castelo Branco,0,147,1.39,,False,162,1.53,14,10573,68.5,José Farinha Nunes,2009
345,,3,PS,0,0,1,3,36.25,0,3833,Sertã,Castelo Branco,0,147,1.39,,False,162,1.53,14,10573,68.5,José Paulo Barata Farinha,2009
346,,0,CDS-PP,0,0,1,0,1.44,0,40,Vila Velha de Ródão,Castelo Branco,0,30,1.08,,False,37,1.33,4,2776,77.0,Gonçalo António Moura Fernandes,2009
347,,0,PCP-PEV,0,0,1,0,3.13,0,87,Vila Velha de Ródão,Castelo Branco,0,30,1.08,,False,37,1.33,4,2776,77.0,António José Ferro Inácio,2009
348,,2,PPD/PSD,0,0,1,2,31.99,0,888,Vila Velha de Ródão,Castelo Branco,0,30,1.08,,False,37,1.33,4,2776,77.0,Natália Lopes Ramos,2009
349,,3,PS,1,1,1,3,61.02,1,1694,Vila Velha de Ródão,Castelo Branco,0,30,1.08,,False,37,1.33,4,2776,77.0,Maria do Carmo de Jesus Amaro Sequeira,2009
350,,0,CDS-PP,0,0,1,0,10.13,0,233,Vila de Rei,Castelo Branco,0,52,2.26,,False,81,3.52,3,2300,72.44,Vicente José da Silva,2009
351,,0,PCP-PEV,0,0,1,0,4.3,0,99,Vila de Rei,Castelo Branco,0,52,2.26,,False,81,3.52,3,2300,72.44,Isilda Cristina Laranjeira da Silva,2009
352,,4,PPD/PSD,1,1,1,4,61.09,1,1405,Vila de Rei,Castelo Branco,0,52,2.26,,False,81,3.52,3,2300,72.44,Maria Irene da Conceição Barata Joaquim,2009
353,,1,PS,0,0,1,1,18.7,0,430,Vila de Rei,Castelo Branco,0,52,2.26,,False,81,3.52,3,2300,72.44,José Januário Jerónimo,2009
354,,1,I,0,0,1,1,17.71,0,1429,Arganil,Coimbra,0,119,1.47,,False,151,1.87,18,8068,68.03,Rui Miguel da Silva,2009
355,,0,PCP-PEV,0,0,1,0,2.52,0,203,Arganil,Coimbra,0,119,1.47,,False,151,1.87,18,8068,68.03,José Tiago Almeida,2009
356,,5,PPD/PSD,1,1,1,5,58.5,1,4720,Arganil,Coimbra,0,119,1.47,,False,151,1.87,18,8068,68.03,Ricardo João Barata Pereira Alves,2009
357,,1,PS,0,0,1,1,17.92,0,1446,Arganil,Coimbra,0,119,1.47,,False,151,1.87,18,8068,68.03,Eduardo Miguel Duarte Ventura,2009
358,,0,PCP-PEV,0,0,1,0,2.53,0,542,Cantanhede,Coimbra,0,436,2.04,,False,280,1.31,19,21385,59.18,Jorge Manuel Gonçalves Vicente,2009
359,,5,PPD/PSD,1,1,1,5,66.89,1,14304,Cantanhede,Coimbra,0,436,2.04,,False,280,1.31,19,21385,59.18,João Carlos Vidaurre Pais de Moura,2009
360,,2,PS,0,0,1,2,27.23,0,5823,Cantanhede,Coimbra,0,436,2.04,,False,280,1.31,19,21385,59.18,Manuel Augusto Simões Ruivo,2009
361,,0,B.E.,0,0,1,0,5.86,0,4134,Coimbra,Coimbra,0,1665,2.36,,False,835,1.18,31,70563,55.28,Catarina Isabel Caldeira Martins,2009
362,,1,PCP-PEV,0,0,1,1,9.8,0,6913,Coimbra,Coimbra,0,1665,2.36,,False,835,1.18,31,70563,55.28,Francisco José Pina Queirós,2009
363,,6,PPD/PSD.CDS-PP.PPM,1,1,1,6,41.6,1,29357,Coimbra,Coimbra,0,1665,2.36,,False,835,1.18,31,70563,55.28,Carlos Manuel de Sousa Encarnação,2009
364,,4,PS,0,0,1,4,34.55,0,24377,Coimbra,Coimbra,0,1665,2.36,,False,835,1.18,31,70563,55.28,Alvaro Jorge de Maia Seco,2009
365,,0,XVII,0,0,1,0,4.65,0,3282,Coimbra,Coimbra,0,1665,2.36,,False,835,1.18,31,70563,55.28,Horácio Augusto de Pina Prata,2009
366,,0,B.E.,0,0,1,0,6.36,0,481,Condeixa-a-Nova,Coimbra,0,158,2.09,,False,91,1.2,10,7562,59.34,José Correia Soares Gil,2009
367,,0,PCP-PEV,0,0,1,0,6.33,0,479,Condeixa-a-Nova,Coimbra,0,158,2.09,,False,91,1.2,10,7562,59.34,Antonio Moreira da Costa Albuquerque,2009
368,,2,PPD/PSD,0,0,1,2,26.9,0,2034,Condeixa-a-Nova,Coimbra,0,158,2.09,,False,91,1.2,10,7562,59.34,Vasco José Veríssimo Loureiro Figueira,2009
369,,5,PS,1,1,1,5,57.11,1,4319,Condeixa-a-Nova,Coimbra,0,158,2.09,,False,91,1.2,10,7562,59.34,Jorge Manuel da Conceição Teixeira Bento,2009
370,,0,B.E.,0,0,1,0,2.68,0,900,Figueira da Foz,Coimbra,0,932,2.78,,False,476,1.42,18,33538,57.22,Rui Miguel Curado da Silva,2009
371,,0,CDS-PP,0,0,1,0,1.83,0,614,Figueira da Foz,Coimbra,0,932,2.78,,False,476,1.42,18,33538,57.22,Francisca da Ressurreição Geraldes,2009
372,,0,MMS,0,0,1,0,0.61,0,203,Figueira da Foz,Coimbra,0,932,2.78,,False,476,1.42,18,33538,57.22,Francisco Javier Orestes Mariano Mendez de Vigo Perez Seoane,2009
373,,0,PCP-PEV,0,0,1,0,5.09,0,1707,Figueira da Foz,Coimbra,0,932,2.78,,False,476,1.42,18,33538,57.22,Silvina da Silva Fonseca Anadio de Queiróz,2009
374,,3,PPD/PSD,0,0,1,3,29.42,0,9867,Figueira da Foz,Coimbra,0,932,2.78,,False,476,1.42,18,33538,57.22,Antonio Batista Duarte Silva,2009
375,,4,PS,1,0,1,4,37.78,1,12671,Figueira da Foz,Coimbra,0,932,2.78,,False,476,1.42,18,33538,57.22,João Albino Rainho Ataide das Neves,2009
376,,2,VI,0,0,1,2,18.39,0,6168,Figueira da Foz,Coimbra,0,932,2.78,,False,476,1.42,18,33538,57.22,Daniel Martins dos Santos,2009
377,,0,PCP-PEV,0,0,1,0,1.1,0,34,Góis,Coimbra,0,72,2.34,,False,48,1.56,5,3077,73.02,Antonio Flores Tavares,2009
378,,2,PPD/PSD,0,0,1,2,43.55,0,1340,Góis,Coimbra,0,72,2.34,,False,48,1.56,5,3077,73.02,Diamantino Jorge Simões Garcia,2009
379,,3,PS,1,1,1,3,51.45,1,1583,Góis,Coimbra,0,72,2.34,,False,48,1.56,5,3077,73.02,Maria de Lurdes de Oliveira Castanheira,2009
380,,0,B.E.,0,0,1,0,5.04,0,449,Lousã,Coimbra,0,198,2.22,,False,71,0.8,6,8900,60.76,Ana Filomena Leite Amaral,2009
381,,0,PCP-PEV,0,0,1,0,2.65,0,236,Lousã,Coimbra,0,198,2.22,,False,71,0.8,6,8900,60.76,Maria da Conceição Loureiro,2009
382,,2,PPD/PSD,0,0,1,2,32.07,0,2854,Lousã,Coimbra,0,198,2.22,,False,71,0.8,6,8900,60.76,Filipe José Soares,2009
383,,5,PS,1,1,1,5,57.21,1,5092,Lousã,Coimbra,0,198,2.22,,False,71,0.8,6,8900,60.76,Fernando dos Santos Carvalho,2009
384,,0,II,0,0,1,0,10.86,0,890,Mira,Coimbra,0,181,2.21,,False,137,1.67,4,8192,62.88,Agostinho Neves da Silva,2009
385,,0,PCP-PEV,0,0,1,0,0.78,0,64,Mira,Coimbra,0,181,2.21,,False,137,1.67,4,8192,62.88,João Evangelista Gentil,2009
386,,2,PPD/PSD,0,0,1,2,28.48,0,2333,Mira,Coimbra,0,181,2.21,,False,137,1.67,4,8192,62.88,João Evangelista Rocha de Almeida,2009
387,,5,PS,1,1,1,5,55.99,1,4587,Mira,Coimbra,0,181,2.21,,False,137,1.67,4,8192,62.88,João Maria Ribeiro Reigota,2009
388,,0,B.E.,0,0,1,0,2.26,0,165,Miranda do Corvo,Coimbra,0,105,1.44,,False,95,1.3,5,7305,65.14,João Miguel dos Reis Simões Santos,2009
389,,0,PCP-PEV,0,0,1,0,2.59,0,189,Miranda do Corvo,Coimbra,0,105,1.44,,False,95,1.3,5,7305,65.14,Henriqueta Maria Val-do-Rio Ruas Costa,2009
390,,4,PPD/PSD.CDS-PP,1,1,1,4,48.53,1,3545,Miranda do Corvo,Coimbra,0,105,1.44,,False,95,1.3,5,7305,65.14,Maria de Fatima Simões Ramos do Vale Ferreira,2009
391,,3,PS,0,0,1,3,43.89,0,3206,Miranda do Corvo,Coimbra,0,105,1.44,,False,95,1.3,5,7305,65.14,Antonio Miguel Costa Baptista,2009
392,,0,B.E.,0,0,1,0,1.88,0,278,Montemor-o-Velho,Coimbra,0,261,1.76,,False,180,1.21,14,14821,65.12,Antonio Rodrigues Melanda,2009
393,,0,PCP-PEV,0,0,1,0,5.18,0,768,Montemor-o-Velho,Coimbra,0,261,1.76,,False,180,1.21,14,14821,65.12,Jorge Luis Forte Camarneiro,2009
394,,5,PPD/PSD.CDS-PP,1,1,1,5,56.7,1,8404,Montemor-o-Velho,Coimbra,0,261,1.76,,False,180,1.21,14,14821,65.12,Luis Manuel Barbosa Marques Leal,2009
395,,2,PS,0,0,1,2,33.26,0,4930,Montemor-o-Velho,Coimbra,0,261,1.76,,False,180,1.21,14,14821,65.12,Emilio Augusto Ferreira Torrão,2009
396,,3,PS,1,0,1,3,36.11,1,5278,Oliveira do Hospital,Coimbra,0,149,1.02,,False,249,1.7,21,14617,74.95,José Carlos Alexandrino Mendes,2009
397,,0,PCP-PEV,0,0,1,0,0.35,0,12,Pampilhosa da Serra,Coimbra,0,36,1.05,,False,42,1.22,10,3436,72.26,Alfredo João Ventura de Paula Campos,2009
398,,3,PPD/PSD,1,1,1,3,55.88,1,1920,Pampilhosa da Serra,Coimbra,0,36,1.05,,False,42,1.22,10,3436,72.26,José Alberto Pacheco Brito Dias,2009
399,,2,PS,0,0,1,2,41.5,0,1426,Pampilhosa da Serra,Coimbra,0,36,1.05,,False,42,1.22,10,3436,72.26,Antonio Sergio Brito Martins,2009
400,,0,CDS-PP,0,0,1,0,1.83,0,177,Penacova,Coimbra,0,103,1.07,,False,114,1.18,11,9667,63.0,Arsenio José Carvalho dos Santos Abreu,2009
401,,0,PCP-PEV,0,0,1,0,5.5,0,532,Penacova,Coimbra,0,103,1.07,,False,114,1.18,11,9667,63.0,Eduardo da Fonte Ferreira,2009
402,,3,PPD/PSD,0,0,1,3,39.45,0,3814,Penacova,Coimbra,0,103,1.07,,False,114,1.18,11,9667,63.0,Luis Jorge Frias Morgado,2009
403,,4,PS,1,1,1,4,50.97,1,4927,Penacova,Coimbra,0,103,1.07,,False,114,1.18,11,9667,63.0,Humberto José Batista Oliveira,2009
404,,0,PCP-PEV,0,0,1,0,1.47,0,56,Penela,Coimbra,0,85,2.23,,False,56,1.47,6,3807,67.89,Rui Daniel Gonçalves Lopes,2009
405,,3,PPD/PSD,1,1,1,3,62.49,1,2379,Penela,Coimbra,0,85,2.23,,False,56,1.47,6,3807,67.89,Paulo Jorge Simões Julio,2009
406,,2,PS,0,0,1,2,32.34,0,1231,Penela,Coimbra,0,85,2.23,,False,56,1.47,6,3807,67.89,Renato Filipe Nunes França,2009
407,,0,B.E.,0,0,1,0,4.03,0,463,Soure,Coimbra,0,327,2.84,,False,202,1.76,12,11494,60.45,Manuel Augusto Jordão Simões da Silva,2009
408,,0,CDS-PP,0,0,1,0,1.98,0,228,Soure,Coimbra,0,327,2.84,,False,202,1.76,12,11494,60.45,José da Costa Cordeiro Pato,2009
409,,0,PCP-PEV,0,0,1,0,10.27,0,1180,Soure,Coimbra,0,327,2.84,,False,202,1.76,12,11494,60.45,Maria Manuela Lucas Oliveira Santos,2009
410,,2,PPD/PSD,0,0,1,2,25.67,0,2950,Soure,Coimbra,0,327,2.84,,False,202,1.76,12,11494,60.45,Sonia Cristina da Silva Vidal Pires,2009
411,,5,PS,1,1,1,5,53.45,1,6144,Soure,Coimbra,0,327,2.84,,False,202,1.76,12,11494,60.45,João Eduardo Dias Madeira Gouveia,2009
412,,0,PCP-PEV,0,0,1,0,3.53,0,269,Tábua,Coimbra,0,127,1.66,,False,129,1.69,15,7629,70.22,José Antonio Rodrigues Alexandre,2009
413,,3,PPD/PSD.CDS-PP,0,0,1,3,36.75,0,2804,Tábua,Coimbra,0,127,1.66,,False,129,1.69,15,7629,70.22,Jorge Manuel Cova Veigas,2009
414,,4,PS,1,1,1,4,56.36,1,4300,Tábua,Coimbra,0,127,1.66,,False,129,1.69,15,7629,70.22,Francisco Ivo de Lima Portela,2009
415,,0,PCP-PEV,0,0,1,0,3.13,0,119,Vila Nova de Poiares,Coimbra,0,98,2.58,,False,64,1.68,4,3802,60.62,Artur Coimbra dos Reis,2009
416,,3,PPD/PSD,1,1,1,3,56.5,1,2148,Vila Nova de Poiares,Coimbra,0,98,2.58,,False,64,1.68,4,3802,60.62,Jaime Carlos Marta Soares,2009
417,,2,PS,0,0,1,2,36.11,0,1373,Vila Nova de Poiares,Coimbra,0,98,2.58,,False,64,1.68,4,3802,60.62,Joaquim Pires Monteiro,2009
418,,0,B.E.,0,0,1,0,2.98,0,443,Albufeira,Faro,0,239,1.61,,False,145,0.97,5,14886,51.29,Manuel José da Conceição Aires,2009
419,,0,CDS-PP,0,0,1,0,3.06,0,456,Albufeira,Faro,0,239,1.61,,False,145,0.97,5,14886,51.29,Alexandre Manuel Azevedo de Freitas,2009
420,,0,PCP-PEV,0,0,1,0,3.16,0,471,Albufeira,Faro,0,239,1.61,,False,145,0.97,5,14886,51.29,Fernando José Pontes,2009
421,,6,PPD/PSD,1,1,1,6,67.02,1,9977,Albufeira,Faro,0,239,1.61,,False,145,0.97,5,14886,51.29,Desidério Jorge da Silva,2009
422,,1,PS,0,0,1,1,21.19,0,3155,Albufeira,Faro,0,239,1.61,,False,145,0.97,5,14886,51.29,David Martins,2009
423,,0,PCP-PEV,0,0,1,0,2.09,0,51,Alcoutim,Faro,0,24,0.98,,False,45,1.84,5,2442,77.5,Maria Luísa Fernandes,2009
424,,3,PPD/PSD,1,1,1,3,51.56,1,1259,Alcoutim,Faro,0,24,0.98,,False,45,1.84,5,2442,77.5,Francisco Augusto Caimoto Amaral,2009
425,,2,PS,0,0,1,2,43.53,0,1063,Alcoutim,Faro,0,24,0.98,,False,45,1.84,5,2442,77.5,José D'Assunção Pereira Galrito,2009
426,,0,PCP-PEV,0,0,1,0,13.2,0,391,Aljezur,Faro,0,79,2.67,,False,53,1.79,4,2961,66.45,Francisco dos Santos Sérgio,2009
427,,1,PPD/PSD,0,0,1,1,16.31,0,483,Aljezur,Faro,0,79,2.67,,False,53,1.79,4,2961,66.45,Rosa Maria dos Santos Cigarra Rocha,2009
428,,4,PS,1,1,1,4,66.02,1,1955,Aljezur,Faro,0,79,2.67,,False,53,1.79,4,2961,66.45,José Manuel Velhinho Amarelinho,2009
429,,0,CDS-PP,0,0,1,0,1.01,0,43,Castro Marim,Faro,0,49,1.16,,False,51,1.2,4,4241,70.74,Ezequiel do Monte Correia Barragão,2009
430,,0,PCP-PEV,0,0,1,0,2.07,0,88,Castro Marim,Faro,0,49,1.16,,False,51,1.2,4,4241,70.74,Margarida Maria Henriques Martins Mendes,2009
431,,3,PPD/PSD,1,1,1,3,54.37,1,2306,Castro Marim,Faro,0,49,1.16,,False,51,1.2,4,4241,70.74,José Fernandes Estevens,2009
432,,2,PS,0,0,1,2,40.18,0,1704,Castro Marim,Faro,0,49,1.16,,False,51,1.2,4,4241,70.74,Manuel de Almeida Martins,2009
433,,0,B.E.,0,0,1,0,3.04,0,950,Faro,Faro,0,499,1.6,,False,336,1.07,6,31264,57.42,João Carlos Pereira Peres Brandão,2009
434,,0,I,0,0,1,0,4.12,0,1287,Faro,Faro,0,499,1.6,,False,336,1.07,6,31264,57.42,José Adriano Gago Vitorino,2009
435,,0,PCP-PEV,0,0,1,0,5.25,0,1642,Faro,Faro,0,499,1.6,,False,336,1.07,6,31264,57.42,António Manuel Dias Mendonça,2009
436,,5,PPD/PSD.CDS-PP.MPT.PPM,1,1,1,5,42.67,1,13340,Faro,Faro,0,499,1.6,,False,336,1.07,6,31264,57.42,José Macário Custódio Correia,2009
437,,4,PS,0,0,1,4,42.25,0,13210,Faro,Faro,0,499,1.6,,False,336,1.07,6,31264,57.42,José Apolinário Nunes Portada,2009
438,,4,PPD/PSD,1,1,1,4,44.91,1,4603,Lagoa,Faro,0,126,1.23,,False,107,1.04,6,10250,58.39,José Inácio Marques Eduardo,2009
439,,3,PS,0,0,1,3,41.96,0,4301,Lagoa,Faro,0,126,1.23,,False,107,1.04,6,10250,58.39,João Nuno Aurélio Marcos,2009
440,,0,B.E.,0,0,1,0,4.62,0,595,Lagos,Faro,0,269,2.09,,False,121,0.94,6,12891,57.35,Vera Maria de Freitas Faria Gonçalves,2009
441,,0,MPT,0,0,1,0,0.73,0,94,Lagos,Faro,0,269,2.09,,False,121,0.94,6,12891,57.35,João Manuel Martins Evangelista,2009
442,,0,PCP-PEV,0,0,1,0,5.77,0,744,Lagos,Faro,0,269,2.09,,False,121,0.94,6,12891,57.35,Maria Brites Quintino da Silva Nunes Dias Alcobia,2009
443,,2,PPD/PSD.CDS-PP,0,0,1,2,24.92,0,3213,Lagos,Faro,0,269,2.09,,False,121,0.94,6,12891,57.35,Nuno Pedro dos Santos Borges Marques,2009
444,,5,PS,1,1,1,5,60.93,1,7855,Lagos,Faro,0,269,2.09,,False,121,0.94,6,12891,57.35,Júlio José Monteiro Barroso,2009
445,,0,B.E.,0,0,1,0,2.9,0,858,Loulé,Faro,0,505,1.71,,False,360,1.22,11,29588,54.48,Joaquim Manuel Mealha Costa,2009
446,,0,CDS-PP,0,0,1,0,2.64,0,780,Loulé,Faro,0,505,1.71,,False,360,1.22,11,29588,54.48,Francisco José Contreiras Guerreiro,2009
447,,0,PCP-PEV,0,0,1,0,1.92,0,569,Loulé,Faro,0,505,1.71,,False,360,1.22,11,29588,54.48,José Joaquim Dias Coelho,2009
448,,6,PPD/PSD,1,1,1,6,57.0,1,16865,Loulé,Faro,0,505,1.71,,False,360,1.22,11,29588,54.48,Sebastião Francisco Seruca Emídio,2009
449,,3,PS,0,0,1,3,32.62,0,9651,Loulé,Faro,0,505,1.71,,False,360,1.22,11,29588,54.48,Joaquim Manuel dos Santos Vairinhos,2009
450,,0,CDS-PP,0,0,1,0,1.42,0,60,Monchique,Faro,0,75,1.77,,False,53,1.25,3,4239,74.37,Ana Paula Conceição Santos,2009
451,,0,PCP-PEV,0,0,1,0,3.68,0,156,Monchique,Faro,0,75,1.77,,False,53,1.25,3,4239,74.37,José Matias da Conceição Francisco,2009
452,,3,PPD/PSD,1,1,1,3,46.73,1,1981,Monchique,Faro,0,75,1.77,,False,53,1.25,3,4239,74.37,Rui Miguel da Silva André,2009
453,,2,PS,0,0,1,2,45.15,0,1914,Monchique,Faro,0,75,1.77,,False,53,1.25,3,4239,74.37,Carlos Alberto dos Santos Tuta,2009
454,,1,B.E.,0,0,1,1,9.86,0,1666,Olhão,Faro,0,476,2.82,,False,206,1.22,5,16890,47.42,João Manuel Dias Pereira,2009
455,,0,PCP-PEV,0,0,1,0,9.31,0,1572,Olhão,Faro,0,476,2.82,,False,206,1.22,5,16890,47.42,José Marcelino Correia Castanheira,2009
456,,0,PCTP/MRPP,0,0,1,0,1.82,0,308,Olhão,Faro,0,476,2.82,,False,206,1.22,5,16890,47.42,António João Costa Gamboa,2009
457,,2,PPD/PSD.CDS-PP.MPT.PPM,0,0,1,2,29.12,0,4918,Olhão,Faro,0,476,2.82,,False,206,1.22,5,16890,47.42,Eduardo Abundio Martins de Sousa,2009
458,,4,PS,1,1,1,4,45.85,1,7744,Olhão,Faro,0,476,2.82,,False,206,1.22,5,16890,47.42,Francisco José Fernandes Leal,2009
459,,0,B.E.,0,0,1,0,6.31,0,1460,Portimão,Faro,0,447,1.93,,False,210,0.91,3,23155,54.16,João Manuel Duarte Vasconcelos,2009
460,,0,CDS-PP,0,0,1,0,4.31,0,999,Portimão,Faro,0,447,1.93,,False,210,0.91,3,23155,54.16,João Pedro Gonçalves Marques Caetano,2009
461,,0,PCP-PEV,0,0,1,0,5.93,0,1372,Portimão,Faro,0,447,1.93,,False,210,0.91,3,23155,54.16,Rui de Jesus Sacramento,2009
462,,2,PPD/PSD,0,0,1,2,25.13,0,5818,Portimão,Faro,0,447,1.93,,False,210,0.91,3,23155,54.16,José da Conceição Dias dos Santos,2009
463,,5,PS,1,1,1,5,55.49,1,12849,Portimão,Faro,0,447,1.93,,False,210,0.91,3,23155,54.16,Manuel António da Luz,2009
464,,0,B.E.,0,0,1,0,5.88,0,1006,Silves,Faro,0,381,2.23,,False,306,1.79,8,17100,57.22,Carlos Alberto Alexandre Cabrita,2009
465,,1,PCP-PEV,0,0,1,1,18.67,0,3193,Silves,Faro,0,381,2.23,,False,306,1.79,8,17100,57.22,Rosa Cristina Gonçalves da Palma,2009
466,,3,PPD/PSD,1,0,1,3,39.54,1,6761,Silves,Faro,0,381,2.23,,False,306,1.79,8,17100,57.22,Maria Isabel Fernandes da Silva Soares,2009
467,,3,PS,0,0,1,3,31.89,0,5453,Silves,Faro,0,381,2.23,,False,306,1.79,8,17100,57.22,Lisete de Jesus Neves Romão,2009
468,,0,CDS-PP,0,0,1,0,2.03,0,99,São Brás de Alportel,Faro,0,102,2.09,,False,63,1.29,1,4873,55.51,Cláudia Sofia Valente Brália Cavaco,2009
469,,0,PCP-PEV,0,0,1,0,6.16,0,300,São Brás de Alportel,Faro,0,102,2.09,,False,63,1.29,1,4873,55.51,Alberto Francisco do Espírito Santo Fernandes,2009
470,,1,PPD/PSD,0,0,1,1,15.43,0,752,São Brás de Alportel,Faro,0,102,2.09,,False,63,1.29,1,4873,55.51,João Carlos de Mendonça D'Aragão e Moura,2009
471,,4,PS,1,1,1,4,72.99,1,3557,São Brás de Alportel,Faro,0,102,2.09,,False,63,1.29,1,4873,55.51,António Paulo Jacinto Eusébio,2009
472,,0,B.E.,0,0,1,0,2.88,0,415,Tavira,Faro,0,292,2.03,,False,197,1.37,9,14408,63.1,Daniel Florêncio Viegas da Graça,2009
