,alternateCandidates,effectiveCandidates,mandates,party,presidents,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
553,,['Horácio Moita Francisco'],1,CDS-PP,0,0,CDS-PP,1,1,11.97,0,1001,"{'availableMandates': 0, 'blankVotes': 192, 'blankVotesPercentage': 2.3, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 139, 'nullVotesPercentage': 1.66, 'numberParishes': 4, 'numberVoters': 8365, 'percentageVoters': 61.53}",Batalha,Leiria,0,192,2.3,,False,139,1.66,4,8365,61.53
554,,['José Joaquim Filipe Valentim'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.69,0,141,"{'availableMandates': 0, 'blankVotes': 192, 'blankVotesPercentage': 2.3, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 139, 'nullVotesPercentage': 1.66, 'numberParishes': 4, 'numberVoters': 8365, 'percentageVoters': 61.53}",Batalha,Leiria,0,192,2.3,,False,139,1.66,4,8365,61.53
555,,['António José Martins de Sousa Lucas'],5,PPD/PSD,1,1,PPD/PSD,1,5,68.26,1,5710,"{'availableMandates': 0, 'blankVotes': 192, 'blankVotesPercentage': 2.3, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 139, 'nullVotesPercentage': 1.66, 'numberParishes': 4, 'numberVoters': 8365, 'percentageVoters': 61.53}",Batalha,Leiria,0,192,2.3,,False,139,1.66,4,8365,61.53
556,,['Francisco José Meireles Cardoso'],1,PS,0,0,PS,1,1,14.13,0,1182,"{'availableMandates': 0, 'blankVotes': 192, 'blankVotesPercentage': 2.3, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 139, 'nullVotesPercentage': 1.66, 'numberParishes': 4, 'numberVoters': 8365, 'percentageVoters': 61.53}",Batalha,Leiria,0,192,2.3,,False,139,1.66,4,8365,61.53
557,,['João Carlos Vieira Comparada'],0,CDS-PP,0,0,CDS-PP,1,0,6.26,0,444,"{'availableMandates': 0, 'blankVotes': 118, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 89, 'nullVotesPercentage': 1.26, 'numberParishes': 5, 'numberVoters': 7090, 'percentageVoters': 57.39}",Bombarral,Leiria,0,118,1.66,,False,89,1.26,5,7090,57.39
558,,['José Agostinho Faria'],0,PCP-PEV,0,0,PCP-PEV,1,0,6.39,0,453,"{'availableMandates': 0, 'blankVotes': 118, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 89, 'nullVotesPercentage': 1.26, 'numberParishes': 5, 'numberVoters': 7090, 'percentageVoters': 57.39}",Bombarral,Leiria,0,118,1.66,,False,89,1.26,5,7090,57.39
559,,['José Manuel Gonçalves Vieira'],4,PPD/PSD,1,1,PPD/PSD,1,4,49.89,1,3537,"{'availableMandates': 0, 'blankVotes': 118, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 89, 'nullVotesPercentage': 1.26, 'numberParishes': 5, 'numberVoters': 7090, 'percentageVoters': 57.39}",Bombarral,Leiria,0,118,1.66,,False,89,1.26,5,7090,57.39
560,,['Jorge Gabriel Duarte Catana Martins'],3,PS,0,0,PS,1,3,34.54,0,2449,"{'availableMandates': 0, 'blankVotes': 118, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 89, 'nullVotesPercentage': 1.26, 'numberParishes': 5, 'numberVoters': 7090, 'percentageVoters': 57.39}",Bombarral,Leiria,0,118,1.66,,False,89,1.26,5,7090,57.39
561,,['Rui Manuel dos Santos Calisto'],0,B.E.,0,0,B.E.,1,0,4.87,0,1075,"{'availableMandates': 0, 'blankVotes': 601, 'blankVotesPercentage': 2.73, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 264, 'nullVotesPercentage': 1.2, 'numberParishes': 16, 'numberVoters': 22052, 'percentageVoters': 50.75}",Caldas da Rainha,Leiria,0,601,2.73,,False,264,1.2,16,22052,50.75
562,,['Manuel Fialho Isaque'],1,CDS-PP,0,0,CDS-PP,1,1,11.11,0,2449,"{'availableMandates': 0, 'blankVotes': 601, 'blankVotesPercentage': 2.73, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 264, 'nullVotesPercentage': 1.2, 'numberParishes': 16, 'numberVoters': 22052, 'percentageVoters': 50.75}",Caldas da Rainha,Leiria,0,601,2.73,,False,264,1.2,16,22052,50.75
563,,['António Henriques Barros'],0,PCP-PEV,0,0,PCP-PEV,1,0,4.15,0,915,"{'availableMandates': 0, 'blankVotes': 601, 'blankVotesPercentage': 2.73, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 264, 'nullVotesPercentage': 1.2, 'numberParishes': 16, 'numberVoters': 22052, 'percentageVoters': 50.75}",Caldas da Rainha,Leiria,0,601,2.73,,False,264,1.2,16,22052,50.75
564,,['Fernando José da Costa'],4,PPD/PSD,1,1,PPD/PSD,1,4,50.47,1,11130,"{'availableMandates': 0, 'blankVotes': 601, 'blankVotesPercentage': 2.73, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 264, 'nullVotesPercentage': 1.2, 'numberParishes': 16, 'numberVoters': 22052, 'percentageVoters': 50.75}",Caldas da Rainha,Leiria,0,601,2.73,,False,264,1.2,16,22052,50.75
565,,['Delfim Marques de Azevedo'],2,PS,0,0,PS,1,2,25.48,0,5618,"{'availableMandates': 0, 'blankVotes': 601, 'blankVotesPercentage': 2.73, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 264, 'nullVotesPercentage': 1.2, 'numberParishes': 16, 'numberVoters': 22052, 'percentageVoters': 50.75}",Caldas da Rainha,Leiria,0,601,2.73,,False,264,1.2,16,22052,50.75
566,,['Manuel Lopes da Costa'],0,PCP-PEV,0,0,PCP-PEV,1,0,2.36,0,51,"{'availableMandates': 0, 'blankVotes': 69, 'blankVotesPercentage': 3.19, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 33, 'nullVotesPercentage': 1.52, 'numberParishes': 2, 'numberVoters': 2164, 'percentageVoters': 66.44}",Castanheira de Pêra,Leiria,0,69,3.19,,False,33,1.52,2,2164,66.44
567,,['Pedro Manuel Alves da Graça'],2,PPD/PSD,0,0,PPD/PSD,1,2,43.81,0,948,"{'availableMandates': 0, 'blankVotes': 69, 'blankVotesPercentage': 3.19, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 33, 'nullVotesPercentage': 1.52, 'numberParishes': 2, 'numberVoters': 2164, 'percentageVoters': 66.44}",Castanheira de Pêra,Leiria,0,69,3.19,,False,33,1.52,2,2164,66.44
568,,['Fernando José Pires Lopes'],3,PS,1,1,PS,1,3,49.12,1,1063,"{'availableMandates': 0, 'blankVotes': 69, 'blankVotesPercentage': 3.19, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 33, 'nullVotesPercentage': 1.52, 'numberParishes': 2, 'numberVoters': 2164, 'percentageVoters': 66.44}",Castanheira de Pêra,Leiria,0,69,3.19,,False,33,1.52,2,2164,66.44
569,,['Maria Celeste Miranda Ferreira Morgado'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.11,0,53,"{'availableMandates': 0, 'blankVotes': 77, 'blankVotesPercentage': 1.61, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 58, 'nullVotesPercentage': 1.21, 'numberParishes': 5, 'numberVoters': 4792, 'percentageVoters': 73.37}",Figueiró dos Vinhos,Leiria,0,77,1.61,,False,58,1.21,5,4792,73.37
570,,['Rui Manuel de Almeida e Silva'],3,PPD/PSD,1,1,PPD/PSD,1,3,55.38,1,2654,"{'availableMandates': 0, 'blankVotes': 77, 'blankVotesPercentage': 1.61, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 58, 'nullVotesPercentage': 1.21, 'numberParishes': 5, 'numberVoters': 4792, 'percentageVoters': 73.37}",Figueiró dos Vinhos,Leiria,0,77,1.61,,False,58,1.21,5,4792,73.37
571,,['Carlos Alberto David dos Santos Lopes'],2,PS,0,0,PS,1,2,40.69,0,1950,"{'availableMandates': 0, 'blankVotes': 77, 'blankVotesPercentage': 1.61, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 58, 'nullVotesPercentage': 1.21, 'numberParishes': 5, 'numberVoters': 4792, 'percentageVoters': 73.37}",Figueiró dos Vinhos,Leiria,0,77,1.61,,False,58,1.21,5,4792,73.37
572,,['José Manuel Peixoto Figueira Henriques'],0,B.E.,0,0,B.E.,1,0,3.35,0,2199,"{'availableMandates': 0, 'blankVotes': 1804, 'blankVotesPercentage': 2.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 860, 'nullVotesPercentage': 1.31, 'numberParishes': 29, 'numberVoters': 65648, 'percentageVoters': 59.44}",Leiria,Leiria,0,1804,2.75,,False,860,1.31,29,65648,59.44
573,,['António Carlos Batista Martinho Gomes'],1,CDS-PP,0,0,CDS-PP,1,1,7.68,0,5043,"{'availableMandates': 0, 'blankVotes': 1804, 'blankVotesPercentage': 2.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 860, 'nullVotesPercentage': 1.31, 'numberParishes': 29, 'numberVoters': 65648, 'percentageVoters': 59.44}",Leiria,Leiria,0,1804,2.75,,False,860,1.31,29,65648,59.44
574,,['Mário Fernando Brites Lopes'],0,PCP-PEV,0,0,PCP-PEV,1,0,2.44,0,1600,"{'availableMandates': 0, 'blankVotes': 1804, 'blankVotesPercentage': 2.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 860, 'nullVotesPercentage': 1.31, 'numberParishes': 29, 'numberVoters': 65648, 'percentageVoters': 59.44}",Leiria,Leiria,0,1804,2.75,,False,860,1.31,29,65648,59.44
575,,['Isabel Damasceno Vieira de Campos Costa'],5,PPD/PSD,0,0,PPD/PSD,1,5,37.61,0,24693,"{'availableMandates': 0, 'blankVotes': 1804, 'blankVotesPercentage': 2.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 860, 'nullVotesPercentage': 1.31, 'numberParishes': 29, 'numberVoters': 65648, 'percentageVoters': 59.44}",Leiria,Leiria,0,1804,2.75,,False,860,1.31,29,65648,59.44
576,,['Raúl Miguel de Castro'],5,PS,1,0,PS,1,5,44.86,1,29449,"{'availableMandates': 0, 'blankVotes': 1804, 'blankVotesPercentage': 2.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 860, 'nullVotesPercentage': 1.31, 'numberParishes': 29, 'numberVoters': 65648, 'percentageVoters': 59.44}",Leiria,Leiria,0,1804,2.75,,False,860,1.31,29,65648,59.44
577,,['Amândio João Paula Fernandes'],0,B.E.,0,0,B.E.,1,0,5.67,0,1017,"{'availableMandates': 0, 'blankVotes': 378, 'blankVotesPercentage': 2.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 216, 'nullVotesPercentage': 1.21, 'numberParishes': 3, 'numberVoters': 17921, 'percentageVoters': 55.21}",Marinha Grande,Leiria,0,378,2.11,,False,216,1.21,3,17921,55.21
578,,['Artur Pereira de Oliveira'],0,I,0,0,I,1,0,5.8,0,1039,"{'availableMandates': 0, 'blankVotes': 378, 'blankVotesPercentage': 2.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 216, 'nullVotesPercentage': 1.21, 'numberParishes': 3, 'numberVoters': 17921, 'percentageVoters': 55.21}",Marinha Grande,Leiria,0,378,2.11,,False,216,1.21,3,17921,55.21
579,,['Alberto Filomeno Esteves Cascalho'],3,PCP-PEV,0,0,PCP-PEV,1,3,31.43,0,5632,"{'availableMandates': 0, 'blankVotes': 378, 'blankVotesPercentage': 2.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 216, 'nullVotesPercentage': 1.21, 'numberParishes': 3, 'numberVoters': 17921, 'percentageVoters': 55.21}",Marinha Grande,Leiria,0,378,2.11,,False,216,1.21,3,17921,55.21
580,,['António Manuel Jesus Ferreira Santos'],1,PPD/PSD,0,0,PPD/PSD,1,1,17.7,0,3172,"{'availableMandates': 0, 'blankVotes': 378, 'blankVotesPercentage': 2.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 216, 'nullVotesPercentage': 1.21, 'numberParishes': 3, 'numberVoters': 17921, 'percentageVoters': 55.21}",Marinha Grande,Leiria,0,378,2.11,,False,216,1.21,3,17921,55.21
581,,['Álvaro Manuel Marques Pereira'],3,PS,1,0,PS,1,3,36.09,1,6467,"{'availableMandates': 0, 'blankVotes': 378, 'blankVotesPercentage': 2.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 216, 'nullVotesPercentage': 1.21, 'numberParishes': 3, 'numberVoters': 17921, 'percentageVoters': 55.21}",Marinha Grande,Leiria,0,378,2.11,,False,216,1.21,3,17921,55.21
582,,['João Paulo Quinzico Delgado'],0,PCP-PEV,0,0,PCP-PEV,1,0,5.36,0,428,"{'availableMandates': 0, 'blankVotes': 173, 'blankVotesPercentage': 2.17, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 100, 'nullVotesPercentage': 1.25, 'numberParishes': 3, 'numberVoters': 7988, 'percentageVoters': 56.03}",Nazaré,Leiria,0,173,2.17,,False,100,1.25,3,7988,56.03
583,,['Jorge Codinha Antunes Barroso'],4,PPD/PSD,1,1,PPD/PSD,1,4,48.03,1,3837,"{'availableMandates': 0, 'blankVotes': 173, 'blankVotesPercentage': 2.17, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 100, 'nullVotesPercentage': 1.25, 'numberParishes': 3, 'numberVoters': 7988, 'percentageVoters': 56.03}",Nazaré,Leiria,0,173,2.17,,False,100,1.25,3,7988,56.03
584,,['Vitor Manuel Estrelinha Esgaio'],3,PS,0,0,PS,1,3,35.77,0,2857,"{'availableMandates': 0, 'blankVotes': 173, 'blankVotesPercentage': 2.17, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 100, 'nullVotesPercentage': 1.25, 'numberParishes': 3, 'numberVoters': 7988, 'percentageVoters': 56.03}",Nazaré,Leiria,0,173,2.17,,False,100,1.25,3,7988,56.03
585,,['Rui Baltazar Coelho da Silva Matias'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.84,0,46,"{'availableMandates': 0, 'blankVotes': 98, 'blankVotesPercentage': 3.91, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 52, 'nullVotesPercentage': 2.08, 'numberParishes': 3, 'numberVoters': 2506, 'percentageVoters': 63.64}",Pedrógão Grande,Leiria,0,98,3.91,,False,52,2.08,3,2506,63.64
586,,['João Manuel Gomes Marques'],4,PPD/PSD,1,1,PPD/PSD,1,4,68.44,1,1715,"{'availableMandates': 0, 'blankVotes': 98, 'blankVotesPercentage': 3.91, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 52, 'nullVotesPercentage': 2.08, 'numberParishes': 3, 'numberVoters': 2506, 'percentageVoters': 63.64}",Pedrógão Grande,Leiria,0,98,3.91,,False,52,2.08,3,2506,63.64
587,,['Paulo Alexandre de Carvalho e Silva'],1,PS,0,0,PS,1,1,23.74,0,595,"{'availableMandates': 0, 'blankVotes': 98, 'blankVotesPercentage': 3.91, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 52, 'nullVotesPercentage': 2.08, 'numberParishes': 3, 'numberVoters': 2506, 'percentageVoters': 63.64}",Pedrógão Grande,Leiria,0,98,3.91,,False,52,2.08,3,2506,63.64
588,,['Fernando Lino Barradas Franco'],0,B.E.,0,0,B.E.,1,0,1.88,0,251,"{'availableMandates': 0, 'blankVotes': 266, 'blankVotesPercentage': 1.99, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 189, 'nullVotesPercentage': 1.42, 'numberParishes': 6, 'numberVoters': 13355, 'percentageVoters': 53.47}",Peniche,Leiria,0,266,1.99,,False,189,1.42,6,13355,53.47
589,,['Pedro Silva Formozinho Sanchez'],0,CDS-PP,0,0,CDS-PP,1,0,2.44,0,326,"{'availableMandates': 0, 'blankVotes': 266, 'blankVotesPercentage': 1.99, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 189, 'nullVotesPercentage': 1.42, 'numberParishes': 6, 'numberVoters': 13355, 'percentageVoters': 53.47}",Peniche,Leiria,0,266,1.99,,False,189,1.42,6,13355,53.47
590,,['António José Ferreira Sousa Carreira Santos'],4,PCP-PEV,1,1,PCP-PEV,1,4,44.08,1,5887,"{'availableMandates': 0, 'blankVotes': 266, 'blankVotesPercentage': 1.99, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 189, 'nullVotesPercentage': 1.42, 'numberParishes': 6, 'numberVoters': 13355, 'percentageVoters': 53.47}",Peniche,Leiria,0,266,1.99,,False,189,1.42,6,13355,53.47
591,,['Luís Lourenço Jorge Ganhão'],2,PPD/PSD,0,0,PPD/PSD,1,2,29.03,0,3877,"{'availableMandates': 0, 'blankVotes': 266, 'blankVotesPercentage': 1.99, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 189, 'nullVotesPercentage': 1.42, 'numberParishes': 6, 'numberVoters': 13355, 'percentageVoters': 53.47}",Peniche,Leiria,0,266,1.99,,False,189,1.42,6,13355,53.47
592,,['Carlos Jorge Gonçalves do Amaral Domingos'],1,PS,0,0,PS,1,1,19.16,0,2559,"{'availableMandates': 0, 'blankVotes': 266, 'blankVotesPercentage': 1.99, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 189, 'nullVotesPercentage': 1.42, 'numberParishes': 6, 'numberVoters': 13355, 'percentageVoters': 53.47}",Peniche,Leiria,0,266,1.99,,False,189,1.42,6,13355,53.47
593,,['Agostinho de Barros da Silva'],0,B.E.,0,0,B.E.,1,0,1.85,0,504,"{'availableMandates': 0, 'blankVotes': 741, 'blankVotesPercentage': 2.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 356, 'nullVotesPercentage': 1.3, 'numberParishes': 17, 'numberVoters': 27316, 'percentageVoters': 49.81}",Pombal,Leiria,0,741,2.71,,False,356,1.3,17,27316,49.81
594,,['Alcides da Silva Simões'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.74,0,474,"{'availableMandates': 0, 'blankVotes': 741, 'blankVotesPercentage': 2.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 356, 'nullVotesPercentage': 1.3, 'numberParishes': 17, 'numberVoters': 27316, 'percentageVoters': 49.81}",Pombal,Leiria,0,741,2.71,,False,356,1.3,17,27316,49.81
595,,['Narciso Ferreira Mota'],7,PPD/PSD,1,1,PPD/PSD,1,7,65.79,1,17970,"{'availableMandates': 0, 'blankVotes': 741, 'blankVotesPercentage': 2.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 356, 'nullVotesPercentage': 1.3, 'numberParishes': 17, 'numberVoters': 27316, 'percentageVoters': 49.81}",Pombal,Leiria,0,741,2.71,,False,356,1.3,17,27316,49.81
596,,['Adelino Gonçalves Mendes'],2,PS,0,0,PS,1,2,26.62,0,7271,"{'availableMandates': 0, 'blankVotes': 741, 'blankVotesPercentage': 2.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 356, 'nullVotesPercentage': 1.3, 'numberParishes': 17, 'numberVoters': 27316, 'percentageVoters': 49.81}",Pombal,Leiria,0,741,2.71,,False,356,1.3,17,27316,49.81
597,,['Carlos Emanuel Fernandes Pereira da Silva'],0,CDS-PP,0,0,CDS-PP,1,0,2.54,0,349,"{'availableMandates': 0, 'blankVotes': 290, 'blankVotesPercentage': 2.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 200, 'nullVotesPercentage': 1.45, 'numberParishes': 13, 'numberVoters': 13757, 'percentageVoters': 64.04}",Porto de Mós,Leiria,0,290,2.11,,False,200,1.45,13,13757,64.04
598,,['Luís António Amado Carreira'],0,PCP-PEV,0,0,PCP-PEV,1,0,2.38,0,328,"{'availableMandates': 0, 'blankVotes': 290, 'blankVotesPercentage': 2.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 200, 'nullVotesPercentage': 1.45, 'numberParishes': 13, 'numberVoters': 13757, 'percentageVoters': 64.04}",Porto de Mós,Leiria,0,290,2.11,,False,200,1.45,13,13757,64.04
599,,['Júlio João Carreira Vieira'],2,PPD/PSD,0,0,PPD/PSD,1,2,32.64,0,4490,"{'availableMandates': 0, 'blankVotes': 290, 'blankVotesPercentage': 2.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 200, 'nullVotesPercentage': 1.45, 'numberParishes': 13, 'numberVoters': 13757, 'percentageVoters': 64.04}",Porto de Mós,Leiria,0,290,2.11,,False,200,1.45,13,13757,64.04
600,,['João Salgueiro'],5,PS,1,1,PS,1,5,58.88,1,8100,"{'availableMandates': 0, 'blankVotes': 290, 'blankVotesPercentage': 2.11, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 200, 'nullVotesPercentage': 1.45, 'numberParishes': 13, 'numberVoters': 13757, 'percentageVoters': 64.04}",Porto de Mós,Leiria,0,290,2.11,,False,200,1.45,13,13757,64.04
601,,['Francisco Lage Raposo Braz Teixeira'],0,CDS-PP,0,0,CDS-PP,1,0,1.76,0,109,"{'availableMandates': 0, 'blankVotes': 119, 'blankVotesPercentage': 1.92, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 75, 'nullVotesPercentage': 1.21, 'numberParishes': 9, 'numberVoters': 6197, 'percentageVoters': 59.09}",Óbidos,Leiria,0,119,1.92,,False,75,1.21,9,6197,59.09
602,,['José Rui Pereira da Silva Raposo'],0,PCP-PEV,0,0,PCP-PEV,1,0,3.81,0,236,"{'availableMandates': 0, 'blankVotes': 119, 'blankVotesPercentage': 1.92, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 75, 'nullVotesPercentage': 1.21, 'numberParishes': 9, 'numberVoters': 6197, 'percentageVoters': 59.09}",Óbidos,Leiria,0,119,1.92,,False,75,1.21,9,6197,59.09
603,,['Telmo Henrique Correia Daniel Faria'],5,PPD/PSD,1,1,PPD/PSD,1,5,68.47,1,4243,"{'availableMandates': 0, 'blankVotes': 119, 'blankVotesPercentage': 1.92, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 75, 'nullVotesPercentage': 1.21, 'numberParishes': 9, 'numberVoters': 6197, 'percentageVoters': 59.09}",Óbidos,Leiria,0,119,1.92,,False,75,1.21,9,6197,59.09
604,,['José Rodrigues Machado'],2,PS,0,0,PS,1,2,22.83,0,1415,"{'availableMandates': 0, 'blankVotes': 119, 'blankVotesPercentage': 1.92, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 75, 'nullVotesPercentage': 1.21, 'numberParishes': 9, 'numberVoters': 6197, 'percentageVoters': 59.09}",Óbidos,Leiria,0,119,1.92,,False,75,1.21,9,6197,59.09
605,,['José António Pereira Porém'],0,B.E.,0,0,B.E.,1,0,4.98,0,1004,"{'availableMandates': 0, 'blankVotes': 339, 'blankVotesPercentage': 1.68, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 207, 'nullVotesPercentage': 1.03, 'numberParishes': 16, 'numberVoters': 20157, 'percentageVoters': 60.44}",Alenquer,Lisboa,0,339,1.68,,False,207,1.03,16,20157,60.44
606,,['José Manuel Fazendeiro Catarino'],1,PCP-PEV,0,0,PCP-PEV,1,1,16.25,0,3276,"{'availableMandates': 0, 'blankVotes': 339, 'blankVotesPercentage': 1.68, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 207, 'nullVotesPercentage': 1.03, 'numberParishes': 16, 'numberVoters': 20157, 'percentageVoters': 60.44}",Alenquer,Lisboa,0,339,1.68,,False,207,1.03,16,20157,60.44
607,,['Nuno Miguel Domingos Coelho'],3,PPD/PSD.CDS-PP.PPM.MPT,0,0,PPD/PSD.CDS-PP.PPM.MPT,1,3,36.07,0,7270,"{'availableMandates': 0, 'blankVotes': 339, 'blankVotesPercentage': 1.68, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 207, 'nullVotesPercentage': 1.03, 'numberParishes': 16, 'numberVoters': 20157, 'percentageVoters': 60.44}",Alenquer,Lisboa,0,339,1.68,,False,207,1.03,16,20157,60.44
608,,['Jorge Manuel Cunha Mendes Riso'],3,PS,1,0,PS,1,3,39.99,1,8061,"{'availableMandates': 0, 'blankVotes': 339, 'blankVotesPercentage': 1.68, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 207, 'nullVotesPercentage': 1.03, 'numberParishes': 16, 'numberVoters': 20157, 'percentageVoters': 60.44}",Alenquer,Lisboa,0,339,1.68,,False,207,1.03,16,20157,60.44
609,,['Francisco Correia Pereira'],0,VI,0,0,VI,1,0,2.44,0,1709,"{'availableMandates': 0, 'blankVotes': 1316, 'blankVotesPercentage': 1.88, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 924, 'nullVotesPercentage': 1.32, 'numberParishes': 11, 'numberVoters': 70143, 'percentageVoters': 47.73}",Amadora,Lisboa,0,1316,1.88,,False,924,1.32,11,70143,47.73
610,,['Vítor José Alves dos Santos'],0,XIV,0,0,XIV,1,0,2.34,0,1643,"{'availableMandates': 0, 'blankVotes': 1316, 'blankVotesPercentage': 1.88, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 924, 'nullVotesPercentage': 1.32, 'numberParishes': 11, 'numberVoters': 70143, 'percentageVoters': 47.73}",Amadora,Lisboa,0,1316,1.88,,False,924,1.32,11,70143,47.73
611,,['Francisco Xavier Paes de Sande e Castro'],0,CDS-PP,0,0,CDS-PP,1,0,2.6,0,158,"{'availableMandates': 0, 'blankVotes': 91, 'blankVotesPercentage': 1.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 94, 'nullVotesPercentage': 1.55, 'numberParishes': 4, 'numberVoters': 6069, 'percentageVoters': 64.24}",Arruda dos Vinhos,Lisboa,0,91,1.5,,False,94,1.55,4,6069,64.24
612,,['Adelaide Maria Santos Ferreira Henriques'],0,PCP-PEV,0,0,PCP-PEV,1,0,8.04,0,488,"{'availableMandates': 0, 'blankVotes': 91, 'blankVotesPercentage': 1.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 94, 'nullVotesPercentage': 1.55, 'numberParishes': 4, 'numberVoters': 6069, 'percentageVoters': 64.24}",Arruda dos Vinhos,Lisboa,0,91,1.5,,False,94,1.55,4,6069,64.24
613,,['Carlos Manuel Cruz Lourenço'],3,PPD/PSD,1,1,PPD/PSD,1,3,50.52,1,3066,"{'availableMandates': 0, 'blankVotes': 91, 'blankVotesPercentage': 1.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 94, 'nullVotesPercentage': 1.55, 'numberParishes': 4, 'numberVoters': 6069, 'percentageVoters': 64.24}",Arruda dos Vinhos,Lisboa,0,91,1.5,,False,94,1.55,4,6069,64.24
614,,['André Filipe dos Santos Rijo'],2,PS,0,0,PS,1,2,35.79,0,2172,"{'availableMandates': 0, 'blankVotes': 91, 'blankVotesPercentage': 1.5, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 94, 'nullVotesPercentage': 1.55, 'numberParishes': 4, 'numberVoters': 6069, 'percentageVoters': 64.24}",Arruda dos Vinhos,Lisboa,0,91,1.5,,False,94,1.55,4,6069,64.24
615,,['João Paulo Mendes Marques'],0,B.E.,0,0,B.E.,1,0,5.57,0,573,"{'availableMandates': 0, 'blankVotes': 231, 'blankVotesPercentage': 2.24, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 153, 'nullVotesPercentage': 1.49, 'numberParishes': 9, 'numberVoters': 10295, 'percentageVoters': 59.3}",Azambuja,Lisboa,0,231,2.24,,False,153,1.49,9,10295,59.3
