,effectiveCandidates,party,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
715,['PEDRO MIGUEL BARRA FERNANDES'],CDS-PP,0,CDS-PP,1,0,11.6,0,12.09,239,"{'availableMandates': 0, 'blankVotes': 36, 'blankVotesPercentage': 1.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 47, 'nullVotesPercentage': 2.28, 'numberParishes': 3, 'numberVoters': 2060, 'percentageVoters': 66.58}",Pedrógão Grande,Leiria,0,36,1.75,,False,47,2.28,3,2060,66.58
716,['AIDA FILOMENA LEAL PIRES'],CH,0,CH,1,0,1.6,0,1.67,33,"{'availableMandates': 0, 'blankVotes': 36, 'blankVotesPercentage': 1.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 47, 'nullVotesPercentage': 2.28, 'numberParishes': 3, 'numberVoters': 2060, 'percentageVoters': 66.58}",Pedrógão Grande,Leiria,0,36,1.75,,False,47,2.28,3,2060,66.58
717,['AIRES BARATA HENRIQUES'],PCP-PEV,0,PCP-PEV,1,0,1.94,0,2.02,40,"{'availableMandates': 0, 'blankVotes': 36, 'blankVotesPercentage': 1.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 47, 'nullVotesPercentage': 2.28, 'numberParishes': 3, 'numberVoters': 2060, 'percentageVoters': 66.58}",Pedrógão Grande,Leiria,0,36,1.75,,False,47,2.28,3,2060,66.58
718,['ANTÓNIO JOSÉ FERREIRA LOPES'],PPD/PSD,1,PPD/PSD,1,3,52.62,1,54.83,1084,"{'availableMandates': 0, 'blankVotes': 36, 'blankVotesPercentage': 1.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 47, 'nullVotesPercentage': 2.28, 'numberParishes': 3, 'numberVoters': 2060, 'percentageVoters': 66.58}",Pedrógão Grande,Leiria,0,36,1.75,,False,47,2.28,3,2060,66.58
719,['NELSON DAVID FERNANDES'],PS,0,PS,1,2,28.2,0,29.39,581,"{'availableMandates': 0, 'blankVotes': 36, 'blankVotesPercentage': 1.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 47, 'nullVotesPercentage': 2.28, 'numberParishes': 3, 'numberVoters': 2060, 'percentageVoters': 66.58}",Pedrógão Grande,Leiria,0,36,1.75,,False,47,2.28,3,2060,66.58
720,['ANTÓNIO BRANDÃO MONIZ DE JESUS'],B.E.,0,B.E.,1,0,0.95,0,0.98,117,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 170, 'nullVotesPercentage': 1.38, 'numberParishes': 4, 'numberVoters': 12352, 'percentageVoters': 50.77}",Peniche,Leiria,0,262,2.12,,False,170,1.38,4,12352,50.77
721,['PEDRO JOSÉ VALINHA SAMPAIO'],CH,0,CH,1,0,3.17,0,3.28,391,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 170, 'nullVotesPercentage': 1.38, 'numberParishes': 4, 'numberVoters': 12352, 'percentageVoters': 50.77}",Peniche,Leiria,0,262,2.12,,False,170,1.38,4,12352,50.77
722,['HENRIQUE BERTINO BATISTA ANTUNES'],GCEPP,0,GCEPP,1,2,30.0,1,31.09,3706,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 170, 'nullVotesPercentage': 1.38, 'numberParishes': 4, 'numberVoters': 12352, 'percentageVoters': 50.77}",Peniche,Leiria,0,262,2.12,,False,170,1.38,4,12352,50.77
723,['FERNANDO LINO BARRADAS FRANCO'],L,0,L,1,0,1.3,0,1.35,161,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 170, 'nullVotesPercentage': 1.38, 'numberParishes': 4, 'numberVoters': 12352, 'percentageVoters': 50.77}",Peniche,Leiria,0,262,2.12,,False,170,1.38,4,12352,50.77
724,['MARIA CLARA ESCUDEIRO SANTANA ABRANTES'],PCP-PEV,0,PCP-PEV,1,1,10.31,0,10.68,1273,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 170, 'nullVotesPercentage': 1.38, 'numberParishes': 4, 'numberVoters': 12352, 'percentageVoters': 50.77}",Peniche,Leiria,0,262,2.12,,False,170,1.38,4,12352,50.77
725,['FILIPE MAIA DE MATOS FERREIRA SALES'],PPD/PSD,0,PPD/PSD,1,2,26.28,0,27.23,3246,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 170, 'nullVotesPercentage': 1.38, 'numberParishes': 4, 'numberVoters': 12352, 'percentageVoters': 50.77}",Peniche,Leiria,0,262,2.12,,False,170,1.38,4,12352,50.77
726,['ÂNGELO MIGUEL FERREIRA MARQUES'],PS,0,PS,1,2,24.5,0,25.39,3026,"{'availableMandates': 0, 'blankVotes': 262, 'blankVotesPercentage': 2.12, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 170, 'nullVotesPercentage': 1.38, 'numberParishes': 4, 'numberVoters': 12352, 'percentageVoters': 50.77}",Peniche,Leiria,0,262,2.12,,False,170,1.38,4,12352,50.77
727,['CÉLIA MARGARIDA NARCISO DA SILVA CAVALHEIRO'],B.E.,0,B.E.,1,0,2.91,0,3.11,668,"{'availableMandates': 0, 'blankVotes': 950, 'blankVotesPercentage': 4.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 511, 'nullVotesPercentage': 2.23, 'numberParishes': 13, 'numberVoters': 22935, 'percentageVoters': 46.77}",Pombal,Leiria,0,950,4.14,,False,511,2.23,13,22935,46.77
728,['ANÓNIO JOSÉ TRAVANCA PELA'],CH,0,CH,1,0,3.67,0,3.92,841,"{'availableMandates': 0, 'blankVotes': 950, 'blankVotesPercentage': 4.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 511, 'nullVotesPercentage': 2.23, 'numberParishes': 13, 'numberVoters': 22935, 'percentageVoters': 46.77}",Pombal,Leiria,0,950,4.14,,False,511,2.23,13,22935,46.77
729,['NUNO FILIPE AGOSTINHO CARRASQUEIRA'],IL,0,IL,1,0,3.23,0,3.45,741,"{'availableMandates': 0, 'blankVotes': 950, 'blankVotesPercentage': 4.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 511, 'nullVotesPercentage': 2.23, 'numberParishes': 13, 'numberVoters': 22935, 'percentageVoters': 46.77}",Pombal,Leiria,0,950,4.14,,False,511,2.23,13,22935,46.77
730,['JAIME MANUEL RAMOS PEREIRA PORTELA'],PCP-PEV,0,PCP-PEV,1,0,1.77,0,1.9,407,"{'availableMandates': 0, 'blankVotes': 950, 'blankVotesPercentage': 4.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 511, 'nullVotesPercentage': 2.23, 'numberParishes': 13, 'numberVoters': 22935, 'percentageVoters': 46.77}",Pombal,Leiria,0,950,4.14,,False,511,2.23,13,22935,46.77
731,['PEDRO ALEXANDRE ANTUNES FAUSTINO PIMPÃO DOS SANTOS'],PPD/PSD,1,PPD/PSD,1,5,61.07,1,65.22,14006,"{'availableMandates': 0, 'blankVotes': 950, 'blankVotesPercentage': 4.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 511, 'nullVotesPercentage': 2.23, 'numberParishes': 13, 'numberVoters': 22935, 'percentageVoters': 46.77}",Pombal,Leiria,0,950,4.14,,False,511,2.23,13,22935,46.77
732,['ODETE MARISE DOS SANTOS ALVES'],PS,0,PS,1,2,20.98,0,22.4,4811,"{'availableMandates': 0, 'blankVotes': 950, 'blankVotesPercentage': 4.14, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 511, 'nullVotesPercentage': 2.23, 'numberParishes': 13, 'numberVoters': 22935, 'percentageVoters': 46.77}",Pombal,Leiria,0,950,4.14,,False,511,2.23,13,22935,46.77
733,['ANTONIO JOSÉ DA SILVA ALVES'],CH,0,CH,1,0,2.96,0,3.07,389,"{'availableMandates': 0, 'blankVotes': 266, 'blankVotesPercentage': 2.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 211, 'nullVotesPercentage': 1.6, 'numberParishes': 10, 'numberVoters': 13151, 'percentageVoters': 63.38}",Porto de Mós,Leiria,0,266,2.02,,False,211,1.6,10,13151,63.38
734,['PEDRO MIGUEL GUEDES DOS SANTOS'],PCP-PEV,0,PCP-PEV,1,0,1.68,0,1.74,221,"{'availableMandates': 0, 'blankVotes': 266, 'blankVotesPercentage': 2.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 211, 'nullVotesPercentage': 1.6, 'numberParishes': 10, 'numberVoters': 13151, 'percentageVoters': 63.38}",Porto de Mós,Leiria,0,266,2.02,,False,211,1.6,10,13151,63.38
735,['JOSÉ JORGE COUTO VALA'],PPD/PSD,1,PPD/PSD,1,4,55.87,1,57.97,7347,"{'availableMandates': 0, 'blankVotes': 266, 'blankVotesPercentage': 2.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 211, 'nullVotesPercentage': 1.6, 'numberParishes': 10, 'numberVoters': 13151, 'percentageVoters': 63.38}",Porto de Mós,Leiria,0,266,2.02,,False,211,1.6,10,13151,63.38
736,['JOÃO SALGUEIRO'],PS,0,PS,1,3,35.87,0,37.22,4717,"{'availableMandates': 0, 'blankVotes': 266, 'blankVotesPercentage': 2.02, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 211, 'nullVotesPercentage': 1.6, 'numberParishes': 10, 'numberVoters': 13151, 'percentageVoters': 63.38}",Porto de Mós,Leiria,0,266,2.02,,False,211,1.6,10,13151,63.38
737,['JOÃO PAULO OLIVEIRA CARDOSO'],B.E.,0,B.E.,1,0,2.95,0,3.09,178,"{'availableMandates': 0, 'blankVotes': 176, 'blankVotesPercentage': 2.92, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 88, 'nullVotesPercentage': 1.46, 'numberParishes': 7, 'numberVoters': 6028, 'percentageVoters': 57.07}",Óbidos,Leiria,0,176,2.92,,False,88,1.46,7,6028,57.07
738,['PATRÍCIA CARLA DA SILVA'],CDS-PP,0,CDS-PP,1,0,0.8,0,0.83,48,"{'availableMandates': 0, 'blankVotes': 176, 'blankVotesPercentage': 2.92, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 88, 'nullVotesPercentage': 1.46, 'numberParishes': 7, 'numberVoters': 6028, 'percentageVoters': 57.07}",Óbidos,Leiria,0,176,2.92,,False,88,1.46,7,6028,57.07
739,['SABINO AUGUSTO CORREIA FÉLIX'],CH,0,CH,1,0,4.6,0,4.81,277,"{'availableMandates': 0, 'blankVotes': 176, 'blankVotesPercentage': 2.92, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 88, 'nullVotesPercentage': 1.46, 'numberParishes': 7, 'numberVoters': 6028, 'percentageVoters': 57.07}",Óbidos,Leiria,0,176,2.92,,False,88,1.46,7,6028,57.07
740,['CARLOS AUGUSTO COLLAÇO PINTO MACHADO'],MPT.PDR,0,MPT.PDR,1,0,1.24,0,1.3,75,"{'availableMandates': 0, 'blankVotes': 176, 'blankVotesPercentage': 2.92, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 88, 'nullVotesPercentage': 1.46, 'numberParishes': 7, 'numberVoters': 6028, 'percentageVoters': 57.07}",Óbidos,Leiria,0,176,2.92,,False,88,1.46,7,6028,57.07
741,['LUIZINHO CONCEIÇÃO LEAL'],PCP-PEV,0,PCP-PEV,1,0,4.23,0,4.42,255,"{'availableMandates': 0, 'blankVotes': 176, 'blankVotesPercentage': 2.92, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 88, 'nullVotesPercentage': 1.46, 'numberParishes': 7, 'numberVoters': 6028, 'percentageVoters': 57.07}",Óbidos,Leiria,0,176,2.92,,False,88,1.46,7,6028,57.07
742,['FILIPE MIGUEL ALVES CORREIA DANIEL'],PPD/PSD,1,PPD/PSD,1,4,45.19,1,47.26,2724,"{'availableMandates': 0, 'blankVotes': 176, 'blankVotesPercentage': 2.92, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 88, 'nullVotesPercentage': 1.46, 'numberParishes': 7, 'numberVoters': 6028, 'percentageVoters': 57.07}",Óbidos,Leiria,0,176,2.92,,False,88,1.46,7,6028,57.07
743,['PAULO MANUEL CLEMENTE GONÇALVES'],PS,0,PS,1,3,36.61,0,38.29,2207,"{'availableMandates': 0, 'blankVotes': 176, 'blankVotesPercentage': 2.92, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 88, 'nullVotesPercentage': 1.46, 'numberParishes': 7, 'numberVoters': 6028, 'percentageVoters': 57.07}",Óbidos,Leiria,0,176,2.92,,False,88,1.46,7,6028,57.07
744,['ANTÓNIO MANUEL SANTOS FRANCO'],AFE,0,AFE,1,0,6.85,0,7.22,1237,"{'availableMandates': 0, 'blankVotes': 613, 'blankVotesPercentage': 3.39, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 314, 'nullVotesPercentage': 1.74, 'numberParishes': 11, 'numberVoters': 18060, 'percentageVoters': 49.08}",Alenquer,Lisboa,0,613,3.39,,False,314,1.74,11,18060,49.08
745,['SÓNIA ISABEL VICENTE PEDRO'],B.E.,0,B.E.,1,0,5.69,0,6.0,1028,"{'availableMandates': 0, 'blankVotes': 613, 'blankVotesPercentage': 3.39, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 314, 'nullVotesPercentage': 1.74, 'numberParishes': 11, 'numberVoters': 18060, 'percentageVoters': 49.08}",Alenquer,Lisboa,0,613,3.39,,False,314,1.74,11,18060,49.08
746,['MÁRIO ABÍLIO BETTENCOURT DE CASTRO JORGE AMARO'],CDS-PP.NC.MPT.A.PPM,0,CDS-PP.NC.MPT.A.PPM,1,0,6.43,0,6.78,1162,"{'availableMandates': 0, 'blankVotes': 613, 'blankVotesPercentage': 3.39, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 314, 'nullVotesPercentage': 1.74, 'numberParishes': 11, 'numberVoters': 18060, 'percentageVoters': 49.08}",Alenquer,Lisboa,0,613,3.39,,False,314,1.74,11,18060,49.08
747,['CARLOS MIGUEL GONÇALVES SEQUEIRA'],CH,0,CH,1,0,7.44,0,7.84,1344,"{'availableMandates': 0, 'blankVotes': 613, 'blankVotesPercentage': 3.39, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 314, 'nullVotesPercentage': 1.74, 'numberParishes': 11, 'numberVoters': 18060, 'percentageVoters': 49.08}",Alenquer,Lisboa,0,613,3.39,,False,314,1.74,11,18060,49.08
748,['ERNESTO SIMÕES FERREIRA'],PCP-PEV,0,PCP-PEV,1,1,11.48,0,12.11,2074,"{'availableMandates': 0, 'blankVotes': 613, 'blankVotesPercentage': 3.39, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 314, 'nullVotesPercentage': 1.74, 'numberParishes': 11, 'numberVoters': 18060, 'percentageVoters': 49.08}",Alenquer,Lisboa,0,613,3.39,,False,314,1.74,11,18060,49.08
749,['NUNO MIGUEL ALMEIDA DOS SANTOS HENRIQUES'],PPD/PSD,0,PPD/PSD,1,1,14.56,0,15.34,2629,"{'availableMandates': 0, 'blankVotes': 613, 'blankVotesPercentage': 3.39, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 314, 'nullVotesPercentage': 1.74, 'numberParishes': 11, 'numberVoters': 18060, 'percentageVoters': 49.08}",Alenquer,Lisboa,0,613,3.39,,False,314,1.74,11,18060,49.08
750,['PEDRO MIGUEL FERREIRA FOLGADO'],PS,1,PS,1,5,42.41,1,44.7,7659,"{'availableMandates': 0, 'blankVotes': 613, 'blankVotesPercentage': 3.39, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 314, 'nullVotesPercentage': 1.74, 'numberParishes': 11, 'numberVoters': 18060, 'percentageVoters': 49.08}",Alenquer,Lisboa,0,613,3.39,,False,314,1.74,11,18060,49.08
751,['MARIA DEOLINDA MARQUES DIAS MARTIN'],B.E.,0,B.E.,1,0,5.33,0,5.55,3305,"{'availableMandates': 0, 'blankVotes': 1469, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1010, 'nullVotesPercentage': 1.63, 'numberParishes': 6, 'numberVoters': 62038, 'percentageVoters': 42.69}",Amadora,Lisboa,0,1469,2.37,,False,1010,1.63,6,62038,42.69
752,['JOSÉ AUGUSTO DOS SANTOS DIAS'],CH,0,CH,1,0,5.44,0,5.67,3375,"{'availableMandates': 0, 'blankVotes': 1469, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1010, 'nullVotesPercentage': 1.63, 'numberParishes': 6, 'numberVoters': 62038, 'percentageVoters': 42.69}",Amadora,Lisboa,0,1469,2.37,,False,1010,1.63,6,62038,42.69
753,['NUNO MIGUEL MIRANDA ATAÍDE'],IL,0,IL,1,0,2.79,0,2.9,1729,"{'availableMandates': 0, 'blankVotes': 1469, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1010, 'nullVotesPercentage': 1.63, 'numberParishes': 6, 'numberVoters': 62038, 'percentageVoters': 42.69}",Amadora,Lisboa,0,1469,2.37,,False,1010,1.63,6,62038,42.69
754,['GIL DE OLIVEIRA GARCIA'],MAS,0,MAS,1,0,0.37,0,0.38,227,"{'availableMandates': 0, 'blankVotes': 1469, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1010, 'nullVotesPercentage': 1.63, 'numberParishes': 6, 'numberVoters': 62038, 'percentageVoters': 42.69}",Amadora,Lisboa,0,1469,2.37,,False,1010,1.63,6,62038,42.69
755,['CARLOS JOSÉ MACEDO'],PAN,0,PAN,1,0,3.12,0,3.25,1933,"{'availableMandates': 0, 'blankVotes': 1469, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1010, 'nullVotesPercentage': 1.63, 'numberParishes': 6, 'numberVoters': 62038, 'percentageVoters': 42.69}",Amadora,Lisboa,0,1469,2.37,,False,1010,1.63,6,62038,42.69
756,['ANTÓNIO MANUEL BATISTA BORGES'],PCP-PEV,0,PCP-PEV,1,1,9.93,0,10.35,6162,"{'availableMandates': 0, 'blankVotes': 1469, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1010, 'nullVotesPercentage': 1.63, 'numberParishes': 6, 'numberVoters': 62038, 'percentageVoters': 42.69}",Amadora,Lisboa,0,1469,2.37,,False,1010,1.63,6,62038,42.69
757,['SUZANA MARIA DE FREITAS SANTOS GARCIA'],PPD/PSD.CDS-PP.A.MPT.PDR,0,PPD/PSD.CDS-PP.A.MPT.PDR,1,3,24.55,0,25.57,15230,"{'availableMandates': 0, 'blankVotes': 1469, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1010, 'nullVotesPercentage': 1.63, 'numberParishes': 6, 'numberVoters': 62038, 'percentageVoters': 42.69}",Amadora,Lisboa,0,1469,2.37,,False,1010,1.63,6,62038,42.69
758,['HENRIQUE TIAGO NOGUEIRA AFONSO MOURATO'],PPM/R.I.R.,0,PPM/R.I.R.,1,0,0.61,0,0.63,377,"{'availableMandates': 0, 'blankVotes': 1469, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1010, 'nullVotesPercentage': 1.63, 'numberParishes': 6, 'numberVoters': 62038, 'percentageVoters': 42.69}",Amadora,Lisboa,0,1469,2.37,,False,1010,1.63,6,62038,42.69
759,['CARLA MARIA NUNES TAVARES'],PS,1,PS,1,7,43.88,1,45.7,27221,"{'availableMandates': 0, 'blankVotes': 1469, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1010, 'nullVotesPercentage': 1.63, 'numberParishes': 6, 'numberVoters': 62038, 'percentageVoters': 42.69}",Amadora,Lisboa,0,1469,2.37,,False,1010,1.63,6,62038,42.69
760,['ARTUR JOSÉ MANSO ALVES'],CH,0,CH,1,0,4.71,0,4.87,325,"{'availableMandates': 0, 'blankVotes': 134, 'blankVotesPercentage': 1.94, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 86, 'nullVotesPercentage': 1.25, 'numberParishes': 4, 'numberVoters': 6896, 'percentageVoters': 60.31}",Arruda dos Vinhos,Lisboa,0,134,1.94,,False,86,1.25,4,6896,60.31
761,['MARIA TERESA FERNANDES CÉSAR'],PCP-PEV,0,PCP-PEV,1,0,5.32,0,5.5,367,"{'availableMandates': 0, 'blankVotes': 134, 'blankVotesPercentage': 1.94, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 86, 'nullVotesPercentage': 1.25, 'numberParishes': 4, 'numberVoters': 6896, 'percentageVoters': 60.31}",Arruda dos Vinhos,Lisboa,0,134,1.94,,False,86,1.25,4,6896,60.31
762,['HELDER CARLOS BAIXINHO DE CARVALHO'],PPD/PSD.CDS-PP,0,PPD/PSD.CDS-PP,1,2,21.78,0,22.5,1502,"{'availableMandates': 0, 'blankVotes': 134, 'blankVotesPercentage': 1.94, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 86, 'nullVotesPercentage': 1.25, 'numberParishes': 4, 'numberVoters': 6896, 'percentageVoters': 60.31}",Arruda dos Vinhos,Lisboa,0,134,1.94,,False,86,1.25,4,6896,60.31
763,['ANDRÉ FILIPE DOS SANTOS MANOS RIJO'],PS,1,PS,1,5,64.99,1,67.14,4482,"{'availableMandates': 0, 'blankVotes': 134, 'blankVotesPercentage': 1.94, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 86, 'nullVotesPercentage': 1.25, 'numberParishes': 4, 'numberVoters': 6896, 'percentageVoters': 60.31}",Arruda dos Vinhos,Lisboa,0,134,1.94,,False,86,1.25,4,6896,60.31
764,['ANTÓNIO ALMEIDA LOPES PITO'],B.E.,0,B.E.,1,0,4.63,0,4.92,428,"{'availableMandates': 0, 'blankVotes': 307, 'blankVotesPercentage': 3.32, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 224, 'nullVotesPercentage': 2.43, 'numberParishes': 7, 'numberVoters': 9236, 'percentageVoters': 52.49}",Azambuja,Lisboa,0,307,3.32,,False,224,2.43,7,9236,52.49
765,['MARIA INÊS DA GRAÇA LOURO'],CH,0,CH,1,1,9.97,0,10.58,921,"{'availableMandates': 0, 'blankVotes': 307, 'blankVotesPercentage': 3.32, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 224, 'nullVotesPercentage': 2.43, 'numberParishes': 7, 'numberVoters': 9236, 'percentageVoters': 52.49}",Azambuja,Lisboa,0,307,3.32,,False,224,2.43,7,9236,52.49
766,['MARA LÚCIA DE ALMEIDA OLIVEIRA'],PCP-PEV,0,PCP-PEV,1,1,14.15,0,15.01,1307,"{'availableMandates': 0, 'blankVotes': 307, 'blankVotesPercentage': 3.32, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 224, 'nullVotesPercentage': 2.43, 'numberParishes': 7, 'numberVoters': 9236, 'percentageVoters': 52.49}",Azambuja,Lisboa,0,307,3.32,,False,224,2.43,7,9236,52.49
767,['RUI PEDRO FIGUEIREDO CORÇA'],PPD/PSD.CDS-PP.MPT.PPM,0,PPD/PSD.CDS-PP.MPT.PPM,1,2,25.74,0,27.31,2377,"{'availableMandates': 0, 'blankVotes': 307, 'blankVotesPercentage': 3.32, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 224, 'nullVotesPercentage': 2.43, 'numberParishes': 7, 'numberVoters': 9236, 'percentageVoters': 52.49}",Azambuja,Lisboa,0,307,3.32,,False,224,2.43,7,9236,52.49
768,['SILVINO JOSÉ SILVA LÚCIO'],PS,0,PS,1,3,39.76,1,42.18,3672,"{'availableMandates': 0, 'blankVotes': 307, 'blankVotesPercentage': 3.32, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 224, 'nullVotesPercentage': 2.43, 'numberParishes': 7, 'numberVoters': 9236, 'percentageVoters': 52.49}",Azambuja,Lisboa,0,307,3.32,,False,224,2.43,7,9236,52.49
769,['HERCULANO MANUEL COSME RAPOSO'],CDS-PP,0,CDS-PP,1,0,2.42,0,2.55,163,"{'availableMandates': 0, 'blankVotes': 193, 'blankVotesPercentage': 2.87, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 150, 'nullVotesPercentage': 2.23, 'numberParishes': 7, 'numberVoters': 6734, 'percentageVoters': 56.38}",Cadaval,Lisboa,0,193,2.87,,False,150,2.23,7,6734,56.38
770,['EDUARDO MANUEL SILVA SANTOS BAPTISTA'],PCP-PEV,0,PCP-PEV,1,0,5.24,0,5.52,353,"{'availableMandates': 0, 'blankVotes': 193, 'blankVotesPercentage': 2.87, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 150, 'nullVotesPercentage': 2.23, 'numberParishes': 7, 'numberVoters': 6734, 'percentageVoters': 56.38}",Cadaval,Lisboa,0,193,2.87,,False,150,2.23,7,6734,56.38
771,['JOSÉ BERNARDO NUNES'],PPD/PSD,1,PPD/PSD,1,4,52.23,1,55.03,3517,"{'availableMandates': 0, 'blankVotes': 193, 'blankVotesPercentage': 2.87, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 150, 'nullVotesPercentage': 2.23, 'numberParishes': 7, 'numberVoters': 6734, 'percentageVoters': 56.38}",Cadaval,Lisboa,0,193,2.87,,False,150,2.23,7,6734,56.38
772,['JOÃO FILIPE RAFAEL DOS REIS'],PS,0,PS,1,3,35.02,0,36.9,2358,"{'availableMandates': 0, 'blankVotes': 193, 'blankVotesPercentage': 2.87, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 150, 'nullVotesPercentage': 2.23, 'numberParishes': 7, 'numberVoters': 6734, 'percentageVoters': 56.38}",Cadaval,Lisboa,0,193,2.87,,False,150,2.23,7,6734,56.38
773,['LUIS FILIPE GARCIA DE CASTRO E SALGADO'],B.E.,0,B.E.,1,0,3.66,0,3.78,2919,"{'availableMandates': 0, 'blankVotes': 1569, 'blankVotesPercentage': 1.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 973, 'nullVotesPercentage': 1.22, 'numberParishes': 4, 'numberVoters': 79858, 'percentageVoters': 44.55}",Cascais,Lisboa,0,1569,1.96,,False,973,1.22,4,79858,44.55
774,['JOÃO NUNO AFONSO RODRIGUES DOS SANTOS'],CH,0,CH,1,1,7.42,0,7.67,5927,"{'availableMandates': 0, 'blankVotes': 1569, 'blankVotesPercentage': 1.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 973, 'nullVotesPercentage': 1.22, 'numberParishes': 4, 'numberVoters': 79858, 'percentageVoters': 44.55}",Cascais,Lisboa,0,1569,1.96,,False,973,1.22,4,79858,44.55
