,effectiveCandidates,mandates,party,presidents,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
1097,['Maria Hermínia Bacelar Fernandes Antunes'],0,PCTP/MRPP,0,0,PCTP/MRPP,1,0,1.6,0,1.74,744,"{'availableMandates': 0, 'blankVotes': 2373, 'blankVotesPercentage': 5.1, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1318, 'nullVotesPercentage': 2.83, 'numberParishes': 27, 'numberVoters': 46539, 'percentageVoters': 53.29}",Viana do Castelo,Viana do Castelo,0,2373,5.1,,False,1318,2.83,27,46539,53.29
1098,['Eduardo Alexandre Ribeiro Gonçalves Teixeira'],3,PPD/PSD,0,0,PPD/PSD,1,3,26.56,0,28.85,12361,"{'availableMandates': 0, 'blankVotes': 2373, 'blankVotesPercentage': 5.1, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1318, 'nullVotesPercentage': 2.83, 'numberParishes': 27, 'numberVoters': 46539, 'percentageVoters': 53.29}",Viana do Castelo,Viana do Castelo,0,2373,5.1,,False,1318,2.83,27,46539,53.29
1099,['José Maria da Cunha Costa'],5,PS,1,1,PS,1,5,47.67,1,51.77,22183,"{'availableMandates': 0, 'blankVotes': 2373, 'blankVotesPercentage': 5.1, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1318, 'nullVotesPercentage': 2.83, 'numberParishes': 27, 'numberVoters': 46539, 'percentageVoters': 53.29}",Viana do Castelo,Viana do Castelo,0,2373,5.1,,False,1318,2.83,27,46539,53.29
1100,['João Fernando Brito Nogueira'],3,I,1,1,I,1,3,45.12,1,46.94,2807,"{'availableMandates': 0, 'blankVotes': 122, 'blankVotesPercentage': 1.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 119, 'nullVotesPercentage': 1.91, 'numberParishes': 11, 'numberVoters': 6221, 'percentageVoters': 68.82}",Vila Nova de Cerveira,Viana do Castelo,0,122,1.96,,False,119,1.91,11,6221,68.82
1101,['Léli Celsa Romeu Malhão Wolfango'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.25,0,1.3,78,"{'availableMandates': 0, 'blankVotes': 122, 'blankVotesPercentage': 1.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 119, 'nullVotesPercentage': 1.91, 'numberParishes': 11, 'numberVoters': 6221, 'percentageVoters': 68.82}",Vila Nova de Cerveira,Viana do Castelo,0,122,1.96,,False,119,1.91,11,6221,68.82
1102,['Manuel Esteves Marques'],0,PPD/PSD,0,0,PPD/PSD,1,0,9.16,0,9.53,570,"{'availableMandates': 0, 'blankVotes': 122, 'blankVotesPercentage': 1.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 119, 'nullVotesPercentage': 1.91, 'numberParishes': 11, 'numberVoters': 6221, 'percentageVoters': 68.82}",Vila Nova de Cerveira,Viana do Castelo,0,122,1.96,,False,119,1.91,11,6221,68.82
1103,['João Manuel de Sousa Araújo'],2,PS,0,0,PS,1,2,40.59,0,42.22,2525,"{'availableMandates': 0, 'blankVotes': 122, 'blankVotesPercentage': 1.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 119, 'nullVotesPercentage': 1.91, 'numberParishes': 11, 'numberVoters': 6221, 'percentageVoters': 68.82}",Vila Nova de Cerveira,Viana do Castelo,0,122,1.96,,False,119,1.91,11,6221,68.82
1104,['Pedro Carvalho Marques Perry da Câmara'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.91,0,2.02,158,"{'availableMandates': 0, 'blankVotes': 193, 'blankVotesPercentage': 2.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 254, 'nullVotesPercentage': 3.06, 'numberParishes': 14, 'numberVoters': 8288, 'percentageVoters': 63.07}",Alijó,Vila Real,0,193,2.33,,False,254,3.06,14,8288,63.07
1105,['Carlos Jorge Vilela da Rocha Magalhães'],3,PPD/PSD,1,0,PPD/PSD,1,3,39.79,1,42.06,3298,"{'availableMandates': 0, 'blankVotes': 193, 'blankVotesPercentage': 2.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 254, 'nullVotesPercentage': 3.06, 'numberParishes': 14, 'numberVoters': 8288, 'percentageVoters': 63.07}",Alijó,Vila Real,0,193,2.33,,False,254,3.06,14,8288,63.07
1106,['João Manuel Gouveia da Costa'],2,PS,0,0,PS,1,2,28.46,0,30.09,2359,"{'availableMandates': 0, 'blankVotes': 193, 'blankVotesPercentage': 2.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 254, 'nullVotesPercentage': 3.06, 'numberParishes': 14, 'numberVoters': 8288, 'percentageVoters': 63.07}",Alijó,Vila Real,0,193,2.33,,False,254,3.06,14,8288,63.07
1107,['Luís Miguel Gonçalves Rodrigues'],2,V,0,0,V,1,2,21.36,0,22.57,1770,"{'availableMandates': 0, 'blankVotes': 193, 'blankVotesPercentage': 2.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 254, 'nullVotesPercentage': 3.06, 'numberParishes': 14, 'numberVoters': 8288, 'percentageVoters': 63.07}",Alijó,Vila Real,0,193,2.33,,False,254,3.06,14,8288,63.07
1108,['Francisco Xavier Barreto Pires'],0,PCP - PEV,0,0,PCP - PEV,1,0,9.22,0,9.68,392,"{'availableMandates': 0, 'blankVotes': 99, 'blankVotesPercentage': 2.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 102, 'nullVotesPercentage': 2.4, 'numberParishes': 10, 'numberVoters': 4252, 'percentageVoters': 54.78}",Boticas,Vila Real,0,99,2.33,,False,102,2.4,10,4252,54.78
1109,['Fernando Eirão Queiroga'],4,PPD/PSD,1,1,PPD/PSD,1,4,64.63,1,67.84,2748,"{'availableMandates': 0, 'blankVotes': 99, 'blankVotesPercentage': 2.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 102, 'nullVotesPercentage': 2.4, 'numberParishes': 10, 'numberVoters': 4252, 'percentageVoters': 54.78}",Boticas,Vila Real,0,99,2.33,,False,102,2.4,10,4252,54.78
1110,['Ana Luísa Pires Monteiro'],1,PS,0,0,PS,1,1,21.43,0,22.49,911,"{'availableMandates': 0, 'blankVotes': 99, 'blankVotesPercentage': 2.33, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 102, 'nullVotesPercentage': 2.4, 'numberParishes': 10, 'numberVoters': 4252, 'percentageVoters': 54.78}",Boticas,Vila Real,0,99,2.33,,False,102,2.4,10,4252,54.78
1111,['António Manuel dos Santos Ribeiro'],0,CDS-PP,0,0,CDS-PP,1,0,3.15,0,3.37,780,"{'availableMandates': 0, 'blankVotes': 905, 'blankVotesPercentage': 3.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 717, 'nullVotesPercentage': 2.89, 'numberParishes': 39, 'numberVoters': 24785, 'percentageVoters': 53.77}",Chaves,Vila Real,0,905,3.65,,False,717,2.89,39,24785,53.77
1112,['Manuel Justino Matos Cunha'],0,PCP - PEV,0,0,PCP - PEV,1,0,6.24,0,6.68,1547,"{'availableMandates': 0, 'blankVotes': 905, 'blankVotesPercentage': 3.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 717, 'nullVotesPercentage': 2.89, 'numberParishes': 39, 'numberVoters': 24785, 'percentageVoters': 53.77}",Chaves,Vila Real,0,905,3.65,,False,717,2.89,39,24785,53.77
1113,['António Cândido Monteiro Cabeleira'],3,PPD/PSD,1,0,PPD/PSD,1,3,39.41,1,42.17,9767,"{'availableMandates': 0, 'blankVotes': 905, 'blankVotesPercentage': 3.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 717, 'nullVotesPercentage': 2.89, 'numberParishes': 39, 'numberVoters': 24785, 'percentageVoters': 53.77}",Chaves,Vila Real,0,905,3.65,,False,717,2.89,39,24785,53.77
1114,['Paula Cristina Barros Teixeira dos Santos'],3,PS,0,0,PS,1,3,29.71,0,31.79,7363,"{'availableMandates': 0, 'blankVotes': 905, 'blankVotesPercentage': 3.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 717, 'nullVotesPercentage': 2.89, 'numberParishes': 39, 'numberVoters': 24785, 'percentageVoters': 53.77}",Chaves,Vila Real,0,905,3.65,,False,717,2.89,39,24785,53.77
1115,['João Carlos Alves Neves'],1,XIII,0,0,XIII,1,1,14.95,0,16.0,3706,"{'availableMandates': 0, 'blankVotes': 905, 'blankVotesPercentage': 3.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 717, 'nullVotesPercentage': 2.89, 'numberParishes': 39, 'numberVoters': 24785, 'percentageVoters': 53.77}",Chaves,Vila Real,0,905,3.65,,False,717,2.89,39,24785,53.77
1116,['João Luís Marques Rebelo da Silva'],0,CDS-PP,0,0,CDS-PP,1,0,0.78,0,0.81,24,"{'availableMandates': 0, 'blankVotes': 47, 'blankVotesPercentage': 1.52, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 73, 'nullVotesPercentage': 2.36, 'numberParishes': 5, 'numberVoters': 3095, 'percentageVoters': 72.36}",Mesão Frio,Vila Real,0,47,1.52,,False,73,2.36,5,3095,72.36
1117,['José Carlos Borges de Sousa'],0,PCP - PEV,0,0,PCP - PEV,1,0,0.74,0,0.77,23,"{'availableMandates': 0, 'blankVotes': 47, 'blankVotesPercentage': 1.52, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 73, 'nullVotesPercentage': 2.36, 'numberParishes': 5, 'numberVoters': 3095, 'percentageVoters': 72.36}",Mesão Frio,Vila Real,0,47,1.52,,False,73,2.36,5,3095,72.36
1118,['Marco António Peres Teixeira da Silva'],2,PPD/PSD,0,0,PPD/PSD,1,2,35.22,0,36.64,1090,"{'availableMandates': 0, 'blankVotes': 47, 'blankVotesPercentage': 1.52, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 73, 'nullVotesPercentage': 2.36, 'numberParishes': 5, 'numberVoters': 3095, 'percentageVoters': 72.36}",Mesão Frio,Vila Real,0,47,1.52,,False,73,2.36,5,3095,72.36
1119,['Alberto Monteiro Pereira'],3,PS,1,1,PS,1,3,59.39,1,61.78,1838,"{'availableMandates': 0, 'blankVotes': 47, 'blankVotesPercentage': 1.52, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 73, 'nullVotesPercentage': 2.36, 'numberParishes': 5, 'numberVoters': 3095, 'percentageVoters': 72.36}",Mesão Frio,Vila Real,0,47,1.52,,False,73,2.36,5,3095,72.36
1120,['Lúcio Manuel Alves Machado'],2,CDS-PP.PPD/PSD,0,0,CDS-PP.PPD/PSD,1,2,37.2,0,38.1,1890,"{'availableMandates': 0, 'blankVotes': 44, 'blankVotesPercentage': 0.87, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 76, 'nullVotesPercentage': 1.5, 'numberParishes': 6, 'numberVoters': 5081, 'percentageVoters': 58.81}",Mondim de Basto,Vila Real,0,44,0.87,,False,76,1.5,6,5081,58.81
1121,['António Joaquim Gonçalves do Souto'],0,PCP - PEV,0,0,PCP - PEV,1,0,0.67,0,0.69,34,"{'availableMandates': 0, 'blankVotes': 44, 'blankVotesPercentage': 0.87, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 76, 'nullVotesPercentage': 1.5, 'numberParishes': 6, 'numberVoters': 5081, 'percentageVoters': 58.81}",Mondim de Basto,Vila Real,0,44,0.87,,False,76,1.5,6,5081,58.81
1122,['Alfredo Manuel Dinis da Costa Gonçalves'],0,PCTP/MRPP,0,0,PCTP/MRPP,1,0,0.57,0,0.58,29,"{'availableMandates': 0, 'blankVotes': 44, 'blankVotesPercentage': 0.87, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 76, 'nullVotesPercentage': 1.5, 'numberParishes': 6, 'numberVoters': 5081, 'percentageVoters': 58.81}",Mondim de Basto,Vila Real,0,44,0.87,,False,76,1.5,6,5081,58.81
1123,['Humberto da Costa Cerqueira'],3,PS,1,1,PS,1,3,59.2,1,60.63,3008,"{'availableMandates': 0, 'blankVotes': 44, 'blankVotesPercentage': 0.87, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 76, 'nullVotesPercentage': 1.5, 'numberParishes': 6, 'numberVoters': 5081, 'percentageVoters': 58.81}",Mondim de Basto,Vila Real,0,44,0.87,,False,76,1.5,6,5081,58.81
1124,['Hélder Manuel Barreira de Azevedo'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.58,0,1.67,132,"{'availableMandates': 0, 'blankVotes': 231, 'blankVotesPercentage': 2.77, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 196, 'nullVotesPercentage': 2.35, 'numberParishes': 25, 'numberVoters': 8345, 'percentageVoters': 54.9}",Montalegre,Vila Real,0,231,2.77,,False,196,2.35,25,8345,54.9
1125,['José Duarte Crespo Gonçalves'],2,PPD/PSD.CDS-PP,0,0,PPD/PSD.CDS-PP,1,2,34.43,0,36.28,2873,"{'availableMandates': 0, 'blankVotes': 231, 'blankVotesPercentage': 2.77, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 196, 'nullVotesPercentage': 2.35, 'numberParishes': 25, 'numberVoters': 8345, 'percentageVoters': 54.9}",Montalegre,Vila Real,0,231,2.77,,False,196,2.35,25,8345,54.9
1126,['Manuel Orlando Fernandes Alves'],5,PS,1,1,PS,1,5,58.87,1,62.05,4913,"{'availableMandates': 0, 'blankVotes': 231, 'blankVotesPercentage': 2.77, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 196, 'nullVotesPercentage': 2.35, 'numberParishes': 25, 'numberVoters': 8345, 'percentageVoters': 54.9}",Montalegre,Vila Real,0,231,2.77,,False,196,2.35,25,8345,54.9
1127,['Amadeu António Macedo Teixeira Carvalho'],0,CDS-PP,0,0,CDS-PP,1,0,6.64,0,6.92,290,"{'availableMandates': 0, 'blankVotes': 80, 'blankVotesPercentage': 1.83, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 101, 'nullVotesPercentage': 2.31, 'numberParishes': 7, 'numberVoters': 4370, 'percentageVoters': 61.18}",Murça,Vila Real,0,80,1.83,,False,101,2.31,7,4370,61.18
1128,['Carlos Manuel de Sousa Araújo'],0,PCP - PEV,0,0,PCP - PEV,1,0,0.96,0,1.0,42,"{'availableMandates': 0, 'blankVotes': 80, 'blankVotesPercentage': 1.83, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 101, 'nullVotesPercentage': 2.31, 'numberParishes': 7, 'numberVoters': 4370, 'percentageVoters': 61.18}",Murça,Vila Real,0,80,1.83,,False,101,2.31,7,4370,61.18
1129,['Pedro Manuel Alves Barroso Magalhães'],2,PPD/PSD,0,0,PPD/PSD,1,2,42.95,0,44.81,1877,"{'availableMandates': 0, 'blankVotes': 80, 'blankVotesPercentage': 1.83, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 101, 'nullVotesPercentage': 2.31, 'numberParishes': 7, 'numberVoters': 4370, 'percentageVoters': 61.18}",Murça,Vila Real,0,80,1.83,,False,101,2.31,7,4370,61.18
1130,['José Maria Garcia Costa'],3,PS,1,1,PS,1,3,45.31,1,47.27,1980,"{'availableMandates': 0, 'blankVotes': 80, 'blankVotesPercentage': 1.83, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 101, 'nullVotesPercentage': 2.31, 'numberParishes': 7, 'numberVoters': 4370, 'percentageVoters': 61.18}",Murça,Vila Real,0,80,1.83,,False,101,2.31,7,4370,61.18
1131,['António Manuel Alves Serafim'],0,PCP - PEV,0,0,PCP - PEV,1,0,4.16,0,4.4,412,"{'availableMandates': 0, 'blankVotes': 272, 'blankVotesPercentage': 2.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 268, 'nullVotesPercentage': 2.71, 'numberParishes': 8, 'numberVoters': 9903, 'percentageVoters': 58.73}",Peso da Régua,Vila Real,0,272,2.75,,False,268,2.71,8,9903,58.73
1132,['Nuno Manuel Sousa Pinto de Carvalho Gonçalves'],4,PPD/PSD,1,1,PPD/PSD,1,4,56.42,1,59.67,5587,"{'availableMandates': 0, 'blankVotes': 272, 'blankVotesPercentage': 2.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 268, 'nullVotesPercentage': 2.71, 'numberParishes': 8, 'numberVoters': 9903, 'percentageVoters': 58.73}",Peso da Régua,Vila Real,0,272,2.75,,False,268,2.71,8,9903,58.73
1133,['Manuel José Ramalho Ramos Paiva'],3,PS,0,0,PS,1,3,33.97,0,35.93,3364,"{'availableMandates': 0, 'blankVotes': 272, 'blankVotesPercentage': 2.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 268, 'nullVotesPercentage': 2.71, 'numberParishes': 8, 'numberVoters': 9903, 'percentageVoters': 58.73}",Peso da Régua,Vila Real,0,272,2.75,,False,268,2.71,8,9903,58.73
1134,['Bráulio Manuel Fernandes Ferreira'],0,CDS-PP,0,0,CDS-PP,1,0,1.9,0,1.96,99,"{'availableMandates': 0, 'blankVotes': 68, 'blankVotesPercentage': 1.31, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 81, 'nullVotesPercentage': 1.56, 'numberParishes': 5, 'numberVoters': 5199, 'percentageVoters': 59.03}",Ribeira de Pena,Vila Real,0,68,1.31,,False,81,1.56,5,5199,59.03
1135,['Domingos Lourenço Machado'],0,MPT,0,0,MPT,1,0,2.79,0,2.87,145,"{'availableMandates': 0, 'blankVotes': 68, 'blankVotesPercentage': 1.31, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 81, 'nullVotesPercentage': 1.56, 'numberParishes': 5, 'numberVoters': 5199, 'percentageVoters': 59.03}",Ribeira de Pena,Vila Real,0,68,1.31,,False,81,1.56,5,5199,59.03
1136,['Mário Fernando Gomes'],0,PCP - PEV,0,0,PCP - PEV,1,0,0.87,0,0.89,45,"{'availableMandates': 0, 'blankVotes': 68, 'blankVotesPercentage': 1.31, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 81, 'nullVotesPercentage': 1.56, 'numberParishes': 5, 'numberVoters': 5199, 'percentageVoters': 59.03}",Ribeira de Pena,Vila Real,0,68,1.31,,False,81,1.56,5,5199,59.03
1137,['Amadeu dos Santos Borges'],2,PPD/PSD,0,0,PPD/PSD,1,2,35.89,0,36.95,1866,"{'availableMandates': 0, 'blankVotes': 68, 'blankVotesPercentage': 1.31, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 81, 'nullVotesPercentage': 1.56, 'numberParishes': 5, 'numberVoters': 5199, 'percentageVoters': 59.03}",Ribeira de Pena,Vila Real,0,68,1.31,,False,81,1.56,5,5199,59.03
1138,['Rui Manuel Vaz Alves'],3,PS,1,1,PS,1,3,50.43,1,51.92,2622,"{'availableMandates': 0, 'blankVotes': 68, 'blankVotesPercentage': 1.31, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 81, 'nullVotesPercentage': 1.56, 'numberParishes': 5, 'numberVoters': 5199, 'percentageVoters': 59.03}",Ribeira de Pena,Vila Real,0,68,1.31,,False,81,1.56,5,5199,59.03
1139,['José Manuel da Silva Carreira'],0,XVII,0,0,XVII,1,0,5.25,0,5.41,273,"{'availableMandates': 0, 'blankVotes': 68, 'blankVotesPercentage': 1.31, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 81, 'nullVotesPercentage': 1.56, 'numberParishes': 5, 'numberVoters': 5199, 'percentageVoters': 59.03}",Ribeira de Pena,Vila Real,0,68,1.31,,False,81,1.56,5,5199,59.03
1140,['Fernando António Ferreira Amaral'],0,PCP - PEV,0,0,PCP - PEV,1,0,2.86,0,3.01,128,"{'availableMandates': 0, 'blankVotes': 100, 'blankVotesPercentage': 2.23, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 121, 'nullVotesPercentage': 2.7, 'numberParishes': 12, 'numberVoters': 4476, 'percentageVoters': 64.73}",Sabrosa,Vila Real,0,100,2.23,,False,121,2.7,12,4476,64.73
1141,['António Augusto Marques Ferreira de Araújo'],2,PPD/PSD,0,0,PPD/PSD,1,2,36.46,0,38.35,1632,"{'availableMandates': 0, 'blankVotes': 100, 'blankVotesPercentage': 2.23, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 121, 'nullVotesPercentage': 2.7, 'numberParishes': 12, 'numberVoters': 4476, 'percentageVoters': 64.73}",Sabrosa,Vila Real,0,100,2.23,,False,121,2.7,12,4476,64.73
1142,['José Manuel de Carvalho Marques'],3,PS,1,1,PS,1,3,55.74,1,58.64,2495,"{'availableMandates': 0, 'blankVotes': 100, 'blankVotesPercentage': 2.23, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 121, 'nullVotesPercentage': 2.7, 'numberParishes': 12, 'numberVoters': 4476, 'percentageVoters': 64.73}",Sabrosa,Vila Real,0,100,2.23,,False,121,2.7,12,4476,64.73
1143,['Roque Filipe Mesquita Brandão'],0,CDS-PP,0,0,CDS-PP,1,0,3.42,0,3.59,176,"{'availableMandates': 0, 'blankVotes': 122, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 115, 'nullVotesPercentage': 2.24, 'numberParishes': 7, 'numberVoters': 5140, 'percentageVoters': 62.55}",Santa Marta de Penaguião,Vila Real,0,122,2.37,,False,115,2.24,7,5140,62.55
1144,['José Rodrigues Simão'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.6,0,1.67,82,"{'availableMandates': 0, 'blankVotes': 122, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 115, 'nullVotesPercentage': 2.24, 'numberParishes': 7, 'numberVoters': 5140, 'percentageVoters': 62.55}",Santa Marta de Penaguião,Vila Real,0,122,2.37,,False,115,2.24,7,5140,62.55
1145,['Luís Manuel Mota Bastos'],2,PPD/PSD,0,0,PPD/PSD,1,2,32.74,0,34.33,1683,"{'availableMandates': 0, 'blankVotes': 122, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 115, 'nullVotesPercentage': 2.24, 'numberParishes': 7, 'numberVoters': 5140, 'percentageVoters': 62.55}",Santa Marta de Penaguião,Vila Real,0,122,2.37,,False,115,2.24,7,5140,62.55
1146,['Luís Reguengo Machado'],3,PS,1,1,PS,1,3,57.63,1,60.41,2962,"{'availableMandates': 0, 'blankVotes': 122, 'blankVotesPercentage': 2.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 115, 'nullVotesPercentage': 2.24, 'numberParishes': 7, 'numberVoters': 5140, 'percentageVoters': 62.55}",Santa Marta de Penaguião,Vila Real,0,122,2.37,,False,115,2.24,7,5140,62.55
1147,['Manuel Jorge Pinto dos Santos Carvalho'],0,CDS-PP,0,0,CDS-PP,1,0,2.24,0,2.36,262,"{'availableMandates': 0, 'blankVotes': 317, 'blankVotesPercentage': 2.72, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 278, 'nullVotesPercentage': 2.38, 'numberParishes': 25, 'numberVoters': 11674, 'percentageVoters': 55.19}",Valpaços,Vila Real,0,317,2.72,,False,278,2.38,25,11674,55.19
1148,['António Fernando do Nascimento Teixeira'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.7,0,1.79,198,"{'availableMandates': 0, 'blankVotes': 317, 'blankVotesPercentage': 2.72, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 278, 'nullVotesPercentage': 2.38, 'numberParishes': 25, 'numberVoters': 11674, 'percentageVoters': 55.19}",Valpaços,Vila Real,0,317,2.72,,False,278,2.38,25,11674,55.19
1149,['Amílcar Rodrigues Alves Castro de Almeida'],5,PPD/PSD,1,1,PPD/PSD,1,5,62.49,1,65.85,7295,"{'availableMandates': 0, 'blankVotes': 317, 'blankVotesPercentage': 2.72, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 278, 'nullVotesPercentage': 2.38, 'numberParishes': 25, 'numberVoters': 11674, 'percentageVoters': 55.19}",Valpaços,Vila Real,0,317,2.72,,False,278,2.38,25,11674,55.19
1150,['Afonso José de Castro Videira'],2,PS,0,0,PS,1,2,28.47,0,30.0,3324,"{'availableMandates': 0, 'blankVotes': 317, 'blankVotesPercentage': 2.72, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 278, 'nullVotesPercentage': 2.38, 'numberParishes': 25, 'numberVoters': 11674, 'percentageVoters': 55.19}",Valpaços,Vila Real,0,317,2.72,,False,278,2.38,25,11674,55.19
1151,['António Alberto Pires Aguiar Machado'],4,PPD/PSD,1,1,PPD/PSD,1,4,46.38,1,48.24,4449,"{'availableMandates': 0, 'blankVotes': 220, 'blankVotesPercentage': 2.29, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 150, 'nullVotesPercentage': 1.56, 'numberParishes': 14, 'numberVoters': 9592, 'percentageVoters': 55.46}",Vila Pouca de Aguiar,Vila Real,0,220,2.29,,False,150,1.56,14,9592,55.46
1152,['José Carlos Saraiva Rendeiro'],3,PS,0,0,PS,1,3,45.26,0,47.07,4341,"{'availableMandates': 0, 'blankVotes': 220, 'blankVotesPercentage': 2.29, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 150, 'nullVotesPercentage': 1.56, 'numberParishes': 14, 'numberVoters': 9592, 'percentageVoters': 55.46}",Vila Pouca de Aguiar,Vila Real,0,220,2.29,,False,150,1.56,14,9592,55.46
1153,['Rui Manuel Vítor Cortes'],0,B.E.,0,0,B.E.,1,0,2.0,0,2.09,612,"{'availableMandates': 0, 'blankVotes': 755, 'blankVotesPercentage': 2.47, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 633, 'nullVotesPercentage': 2.07, 'numberParishes': 20, 'numberVoters': 30605, 'percentageVoters': 60.12}",Vila Real,Vila Real,0,755,2.47,,False,633,2.07,20,30605,60.12
1154,['Fernando Jorge Rodrigues Pinho'],0,CDS-PP,0,0,CDS-PP,1,0,4.84,0,5.07,1482,"{'availableMandates': 0, 'blankVotes': 755, 'blankVotesPercentage': 2.47, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 633, 'nullVotesPercentage': 2.07, 'numberParishes': 20, 'numberVoters': 30605, 'percentageVoters': 60.12}",Vila Real,Vila Real,0,755,2.47,,False,633,2.07,20,30605,60.12
1155,['Júlia Violante de Carvalho Ribeiro Correia'],0,PCP - PEV,0,0,PCP - PEV,1,0,2.39,0,2.5,730,"{'availableMandates': 0, 'blankVotes': 755, 'blankVotesPercentage': 2.47, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 633, 'nullVotesPercentage': 2.07, 'numberParishes': 20, 'numberVoters': 30605, 'percentageVoters': 60.12}",Vila Real,Vila Real,0,755,2.47,,False,633,2.07,20,30605,60.12
1156,['António Batista de Carvalho'],4,PPD/PSD,0,0,PPD/PSD,1,4,42.23,0,44.24,12926,"{'availableMandates': 0, 'blankVotes': 755, 'blankVotesPercentage': 2.47, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 633, 'nullVotesPercentage': 2.07, 'numberParishes': 20, 'numberVoters': 30605, 'percentageVoters': 60.12}",Vila Real,Vila Real,0,755,2.47,,False,633,2.07,20,30605,60.12
1157,['Rui Jorge Cordeiro Gonçalves dos Santos'],5,PS,1,1,PS,1,5,44.0,1,46.09,13467,"{'availableMandates': 0, 'blankVotes': 755, 'blankVotesPercentage': 2.47, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 633, 'nullVotesPercentage': 2.07, 'numberParishes': 20, 'numberVoters': 30605, 'percentageVoters': 60.12}",Vila Real,Vila Real,0,755,2.47,,False,633,2.07,20,30605,60.12
