,effectiveCandidates,mandates,party,presidents,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
213,['Joaquim Monteiro da Mota e Silva'],5,PPD/PSD,1,1,PPD/PSD,1,5,64.19,1,67.12,7866,"{'availableMandates': 0, 'blankVotes': 297, 'blankVotesPercentage': 2.42, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 238, 'nullVotesPercentage': 1.94, 'numberParishes': 15, 'numberVoters': 12255, 'percentageVoters': 63.27}",Celorico de Basto,Braga,0,297,2.42,,False,238,1.94,15,12255,63.27
214,['António Joaquim Gonçalves Bastos'],2,PS,0,0,PS,1,2,21.87,0,22.87,2680,"{'availableMandates': 0, 'blankVotes': 297, 'blankVotesPercentage': 2.42, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 238, 'nullVotesPercentage': 1.94, 'numberParishes': 15, 'numberVoters': 12255, 'percentageVoters': 63.27}",Celorico de Basto,Braga,0,297,2.42,,False,238,1.94,15,12255,63.27
215,['Berta Filipa Gonçalves Viana'],1,CDS-PP,0,0,CDS-PP,1,1,10.62,0,11.4,2013,"{'availableMandates': 0, 'blankVotes': 807, 'blankVotesPercentage': 4.26, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 490, 'nullVotesPercentage': 2.58, 'numberParishes': 9, 'numberVoters': 18960, 'percentageVoters': 56.37}",Esposende,Braga,0,807,4.26,,False,490,2.58,9,18960,56.37
216,['Manuel Fernando Loureiro de Almeida'],0,PCP - PEV,0,0,PCP - PEV,1,0,5.28,0,5.67,1001,"{'availableMandates': 0, 'blankVotes': 807, 'blankVotesPercentage': 4.26, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 490, 'nullVotesPercentage': 2.58, 'numberParishes': 9, 'numberVoters': 18960, 'percentageVoters': 56.37}",Esposende,Braga,0,807,4.26,,False,490,2.58,9,18960,56.37
217,['António Benjamim da Costa Pereira'],5,PPD/PSD,1,1,PPD/PSD,1,5,56.49,1,60.64,10711,"{'availableMandates': 0, 'blankVotes': 807, 'blankVotesPercentage': 4.26, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 490, 'nullVotesPercentage': 2.58, 'numberParishes': 9, 'numberVoters': 18960, 'percentageVoters': 56.37}",Esposende,Braga,0,807,4.26,,False,490,2.58,9,18960,56.37
218,['João Maria de Sousa Nunes da Silva'],1,PS,0,0,PS,1,1,20.77,0,22.3,3938,"{'availableMandates': 0, 'blankVotes': 807, 'blankVotesPercentage': 4.26, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 490, 'nullVotesPercentage': 2.58, 'numberParishes': 9, 'numberVoters': 18960, 'percentageVoters': 56.37}",Esposende,Braga,0,807,4.26,,False,490,2.58,9,18960,56.37
219,['Deolinda Manuela de Sá Nogueira'],0,CDS-PP,0,0,CDS-PP,1,0,1.35,0,1.41,423,"{'availableMandates': 0, 'blankVotes': 813, 'blankVotesPercentage': 2.59, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 478, 'nullVotesPercentage': 1.52, 'numberParishes': 25, 'numberVoters': 31361, 'percentageVoters': 61.64}",Fafe,Braga,0,813,2.59,,False,478,1.52,25,31361,61.64
220,['Maria Leonor Pereira Oliveira Castro'],0,PCP - PEV,0,0,PCP - PEV,1,0,2.96,0,3.09,928,"{'availableMandates': 0, 'blankVotes': 813, 'blankVotesPercentage': 2.59, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 478, 'nullVotesPercentage': 1.52, 'numberParishes': 25, 'numberVoters': 31361, 'percentageVoters': 61.64}",Fafe,Braga,0,813,2.59,,False,478,1.52,25,31361,61.64
221,['Eugénio Fernando de Sá Cerqueira Marinho'],2,PPD/PSD,0,0,PPD/PSD,1,2,21.33,0,22.24,6688,"{'availableMandates': 0, 'blankVotes': 813, 'blankVotesPercentage': 2.59, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 478, 'nullVotesPercentage': 1.52, 'numberParishes': 25, 'numberVoters': 31361, 'percentageVoters': 61.64}",Fafe,Braga,0,813,2.59,,False,478,1.52,25,31361,61.64
222,['Raul Jorge Fernandes da Cunha'],4,PS,1,0,PS,1,4,35.15,1,36.66,11023,"{'availableMandates': 0, 'blankVotes': 813, 'blankVotesPercentage': 2.59, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 478, 'nullVotesPercentage': 1.52, 'numberParishes': 25, 'numberVoters': 31361, 'percentageVoters': 61.64}",Fafe,Braga,0,813,2.59,,False,478,1.52,25,31361,61.64
223,['Parcidio Cabral de Almeida Summavielle'],3,XVII,0,0,XVII,1,3,35.1,0,36.61,11008,"{'availableMandates': 0, 'blankVotes': 813, 'blankVotesPercentage': 2.59, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 478, 'nullVotesPercentage': 1.52, 'numberParishes': 25, 'numberVoters': 31361, 'percentageVoters': 61.64}",Fafe,Braga,0,813,2.59,,False,478,1.52,25,31361,61.64
224,['José Carlos Sampaio Fonseca'],0,B.E.,0,0,B.E.,1,0,2.04,0,2.15,1788,"{'availableMandates': 0, 'blankVotes': 2976, 'blankVotesPercentage': 3.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1290, 'nullVotesPercentage': 1.47, 'numberParishes': 48, 'numberVoters': 87548, 'percentageVoters': 60.53}",Guimarães,Braga,0,2976,3.4,,False,1290,1.47,48,87548,60.53
225,['José Manuel Torcato Ribeiro'],1,PCP - PEV,0,0,PCP - PEV,1,1,8.32,0,8.75,7285,"{'availableMandates': 0, 'blankVotes': 2976, 'blankVotesPercentage': 3.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1290, 'nullVotesPercentage': 1.47, 'numberParishes': 48, 'numberVoters': 87548, 'percentageVoters': 60.53}",Guimarães,Braga,0,2976,3.4,,False,1290,1.47,48,87548,60.53
226,['João Manuel Valente Pinto'],0,PCTP/MRPP,0,0,PCTP/MRPP,1,0,0.57,0,0.6,496,"{'availableMandates': 0, 'blankVotes': 2976, 'blankVotesPercentage': 3.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1290, 'nullVotesPercentage': 1.47, 'numberParishes': 48, 'numberVoters': 87548, 'percentageVoters': 60.53}",Guimarães,Braga,0,2976,3.4,,False,1290,1.47,48,87548,60.53
227,['André Guimarães Coelho Lima'],4,PPD/PSD.CDS-PP.MPT,0,0,PPD/PSD.CDS-PP.MPT,1,4,35.61,0,37.43,31174,"{'availableMandates': 0, 'blankVotes': 2976, 'blankVotesPercentage': 3.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1290, 'nullVotesPercentage': 1.47, 'numberParishes': 48, 'numberVoters': 87548, 'percentageVoters': 60.53}",Guimarães,Braga,0,2976,3.4,,False,1290,1.47,48,87548,60.53
228,['Luís Filipe Botelho Ribeiro'],0,PPM-PPV,0,0,PPM-PPV,1,0,0.98,0,1.03,856,"{'availableMandates': 0, 'blankVotes': 2976, 'blankVotesPercentage': 3.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1290, 'nullVotesPercentage': 1.47, 'numberParishes': 48, 'numberVoters': 87548, 'percentageVoters': 60.53}",Guimarães,Braga,0,2976,3.4,,False,1290,1.47,48,87548,60.53
229,['Domingos Bragança Salgado'],6,PS,1,1,PS,1,6,47.61,1,50.05,41683,"{'availableMandates': 0, 'blankVotes': 2976, 'blankVotesPercentage': 3.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1290, 'nullVotesPercentage': 1.47, 'numberParishes': 48, 'numberVoters': 87548, 'percentageVoters': 60.53}",Guimarães,Braga,0,2976,3.4,,False,1290,1.47,48,87548,60.53
230,['Deolinda Maria Marques Queirós Pereira Ferreira'],0,CDS-PP,0,0,CDS-PP,1,0,4.23,0,4.37,646,"{'availableMandates': 0, 'blankVotes': 253, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 217, 'nullVotesPercentage': 1.42, 'numberParishes': 22, 'numberVoters': 15259, 'percentageVoters': 62.9}",Póvoa de Lanhoso,Braga,0,253,1.66,,False,217,1.42,22,15259,62.9
231,['Paulo Jorge Lopes da Silva'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.37,0,1.41,209,"{'availableMandates': 0, 'blankVotes': 253, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 217, 'nullVotesPercentage': 1.42, 'numberParishes': 22, 'numberVoters': 15259, 'percentageVoters': 62.9}",Póvoa de Lanhoso,Braga,0,253,1.66,,False,217,1.42,22,15259,62.9
232,['Manuel José Torcato Soares Baptista'],4,PPD/PSD,1,1,PPD/PSD,1,4,51.05,1,52.67,7790,"{'availableMandates': 0, 'blankVotes': 253, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 217, 'nullVotesPercentage': 1.42, 'numberParishes': 22, 'numberVoters': 15259, 'percentageVoters': 62.9}",Póvoa de Lanhoso,Braga,0,253,1.66,,False,217,1.42,22,15259,62.9
233,['Frederico de Oliveira Castro'],3,PS,0,0,PS,1,3,40.26,0,41.54,6144,"{'availableMandates': 0, 'blankVotes': 253, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 217, 'nullVotesPercentage': 1.42, 'numberParishes': 22, 'numberVoters': 15259, 'percentageVoters': 62.9}",Póvoa de Lanhoso,Braga,0,253,1.66,,False,217,1.42,22,15259,62.9
234,['Paulo Alexandre Vieira e Sousa'],0,MPT,0,0,MPT,1,0,5.58,0,5.75,299,"{'availableMandates': 0, 'blankVotes': 87, 'blankVotesPercentage': 1.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 67, 'nullVotesPercentage': 1.25, 'numberParishes': 14, 'numberVoters': 5358, 'percentageVoters': 68.51}",Terras de Bouro,Braga,0,87,1.62,,False,67,1.25,14,5358,68.51
235,['António José Salgado Almeida'],0,PCP - PEV,0,0,PCP - PEV,1,0,7.82,0,8.05,419,"{'availableMandates': 0, 'blankVotes': 87, 'blankVotesPercentage': 1.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 67, 'nullVotesPercentage': 1.25, 'numberParishes': 14, 'numberVoters': 5358, 'percentageVoters': 68.51}",Terras de Bouro,Braga,0,87,1.62,,False,67,1.25,14,5358,68.51
236,['António José Ferreira Afonso'],2,PPD/PSD.CDS-PP,0,0,PPD/PSD.CDS-PP,1,2,29.02,0,29.88,1555,"{'availableMandates': 0, 'blankVotes': 87, 'blankVotesPercentage': 1.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 67, 'nullVotesPercentage': 1.25, 'numberParishes': 14, 'numberVoters': 5358, 'percentageVoters': 68.51}",Terras de Bouro,Braga,0,87,1.62,,False,67,1.25,14,5358,68.51
237,['Joaquim José Cracel Viana'],3,PS,1,1,PS,1,3,51.4,1,52.92,2754,"{'availableMandates': 0, 'blankVotes': 87, 'blankVotesPercentage': 1.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 67, 'nullVotesPercentage': 1.25, 'numberParishes': 14, 'numberVoters': 5358, 'percentageVoters': 68.51}",Terras de Bouro,Braga,0,87,1.62,,False,67,1.25,14,5358,68.51
238,['Luís Filipe Rodrigues Pires'],0,VI,0,0,VI,1,0,3.3,0,3.4,177,"{'availableMandates': 0, 'blankVotes': 87, 'blankVotesPercentage': 1.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 67, 'nullVotesPercentage': 1.25, 'numberParishes': 14, 'numberVoters': 5358, 'percentageVoters': 68.51}",Terras de Bouro,Braga,0,87,1.62,,False,67,1.25,14,5358,68.51
239,['João Manuel Machado Oliveira'],0,B.E.,0,0,B.E.,1,0,0.69,0,0.71,69,"{'availableMandates': 0, 'blankVotes': 138, 'blankVotesPercentage': 1.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 155, 'nullVotesPercentage': 1.54, 'numberParishes': 16, 'numberVoters': 10064, 'percentageVoters': 67.49}",Vieira do Minho,Braga,0,138,1.37,,False,155,1.54,16,10064,67.49
240,['José Luis Ribeiro Pereira'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.33,0,1.37,134,"{'availableMandates': 0, 'blankVotes': 138, 'blankVotesPercentage': 1.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 155, 'nullVotesPercentage': 1.54, 'numberParishes': 16, 'numberVoters': 10064, 'percentageVoters': 67.49}",Vieira do Minho,Braga,0,138,1.37,,False,155,1.54,16,10064,67.49
241,['António Cardoso Barbosa'],4,PPD/PSD.CDS-PP,1,1,PPD/PSD.CDS-PP,1,4,49.71,1,51.2,5003,"{'availableMandates': 0, 'blankVotes': 138, 'blankVotesPercentage': 1.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 155, 'nullVotesPercentage': 1.54, 'numberParishes': 16, 'numberVoters': 10064, 'percentageVoters': 67.49}",Vieira do Minho,Braga,0,138,1.37,,False,155,1.54,16,10064,67.49
242,['Jorge Augusto Mangas Abreu Dantas'],3,PS,0,0,PS,1,3,45.36,0,46.72,4565,"{'availableMandates': 0, 'blankVotes': 138, 'blankVotesPercentage': 1.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 155, 'nullVotesPercentage': 1.54, 'numberParishes': 16, 'numberVoters': 10064, 'percentageVoters': 67.49}",Vieira do Minho,Braga,0,138,1.37,,False,155,1.54,16,10064,67.49
243,['José Luís da Silva Araújo'],0,B.E.,0,0,B.E.,1,0,1.62,0,1.69,1237,"{'availableMandates': 0, 'blankVotes': 2175, 'blankVotesPercentage': 2.85, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1152, 'nullVotesPercentage': 1.51, 'numberParishes': 34, 'numberVoters': 76366, 'percentageVoters': 64.65}",Vila Nova de Famalicão,Braga,0,2175,2.85,,False,1152,1.51,34,76366,64.65
244,['José Miguel da Silva Lopes'],0,PCP - PEV,0,0,PCP - PEV,1,0,3.7,0,3.87,2823,"{'availableMandates': 0, 'blankVotes': 2175, 'blankVotesPercentage': 2.85, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1152, 'nullVotesPercentage': 1.51, 'numberParishes': 34, 'numberVoters': 76366, 'percentageVoters': 64.65}",Vila Nova de Famalicão,Braga,0,2175,2.85,,False,1152,1.51,34,76366,64.65
245,['Paulo Alexandre Matos Cunha'],7,PPD/PSD.CDS-PP,1,1,PPD/PSD.CDS-PP,1,7,58.55,1,61.22,44712,"{'availableMandates': 0, 'blankVotes': 2175, 'blankVotesPercentage': 2.85, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1152, 'nullVotesPercentage': 1.51, 'numberParishes': 34, 'numberVoters': 76366, 'percentageVoters': 64.65}",Vila Nova de Famalicão,Braga,0,2175,2.85,,False,1152,1.51,34,76366,64.65
246,['Custódio Marques de Oliveira'],4,PS,0,0,PS,1,4,31.78,0,33.22,24267,"{'availableMandates': 0, 'blankVotes': 2175, 'blankVotesPercentage': 2.85, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 1152, 'nullVotesPercentage': 1.51, 'numberParishes': 34, 'numberVoters': 76366, 'percentageVoters': 64.65}",Vila Nova de Famalicão,Braga,0,2175,2.85,,False,1152,1.51,34,76366,64.65
247,['Daniel Cerqueira Oliveira'],0,CDS-PP,0,0,CDS-PP,1,0,3.78,0,3.97,1104,"{'availableMandates': 0, 'blankVotes': 886, 'blankVotesPercentage': 3.04, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 506, 'nullVotesPercentage': 1.73, 'numberParishes': 33, 'numberVoters': 29168, 'percentageVoters': 60.87}",Vila Verde,Braga,0,886,3.04,,False,506,1.73,33,29168,60.87
248,['Manuel Ferreira Carvalho'],0,PCP - PEV,0,0,PCP - PEV,1,0,2.16,0,2.26,629,"{'availableMandates': 0, 'blankVotes': 886, 'blankVotesPercentage': 3.04, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 506, 'nullVotesPercentage': 1.73, 'numberParishes': 33, 'numberVoters': 29168, 'percentageVoters': 60.87}",Vila Verde,Braga,0,886,3.04,,False,506,1.73,33,29168,60.87
249,['António Fernando Nogueira Cerqueira Vilela'],4,PPD/PSD,1,1,PPD/PSD,1,4,46.0,1,48.31,13418,"{'availableMandates': 0, 'blankVotes': 886, 'blankVotesPercentage': 3.04, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 506, 'nullVotesPercentage': 1.73, 'numberParishes': 33, 'numberVoters': 29168, 'percentageVoters': 60.87}",Vila Verde,Braga,0,886,3.04,,False,506,1.73,33,29168,60.87
250,['Luís Filipe Oliveira da Silva'],3,PS,0,0,PS,1,3,43.28,0,45.45,12625,"{'availableMandates': 0, 'blankVotes': 886, 'blankVotesPercentage': 3.04, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 506, 'nullVotesPercentage': 1.73, 'numberParishes': 33, 'numberVoters': 29168, 'percentageVoters': 60.87}",Vila Verde,Braga,0,886,3.04,,False,506,1.73,33,29168,60.87
251,['Luis Miguel Soares Lopes Guimarães'],3,PPD/PSD.CDS-PP,0,0,PPD/PSD.CDS-PP,1,3,39.54,0,41.45,5046,"{'availableMandates': 0, 'blankVotes': 358, 'blankVotesPercentage': 2.81, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 229, 'nullVotesPercentage': 1.79, 'numberParishes': 5, 'numberVoters': 12762, 'percentageVoters': 61.6}",Vizela,Braga,0,358,2.81,,False,229,1.79,5,12762,61.6
252,['Dinis Manuel da Silva Costa'],4,PS,1,1,PS,1,4,47.85,1,50.16,6107,"{'availableMandates': 0, 'blankVotes': 358, 'blankVotesPercentage': 2.81, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 229, 'nullVotesPercentage': 1.79, 'numberParishes': 5, 'numberVoters': 12762, 'percentageVoters': 61.6}",Vizela,Braga,0,358,2.81,,False,229,1.79,5,12762,61.6
253,['Teresa do Carmo Bráz Rodrigues'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.59,0,1.68,64,"{'availableMandates': 0, 'blankVotes': 104, 'blankVotesPercentage': 2.58, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 125, 'nullVotesPercentage': 3.1, 'numberParishes': 12, 'numberVoters': 4032, 'percentageVoters': 69.03}",Alfândega da Fé,Bragança,0,104,2.58,,False,125,3.1,12,4032,69.03
254,['Artur António Rabaçal Aragão'],2,PPD/PSD.CDS-PP,0,0,PPD/PSD.CDS-PP,1,2,38.29,0,40.6,1544,"{'availableMandates': 0, 'blankVotes': 104, 'blankVotesPercentage': 2.58, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 125, 'nullVotesPercentage': 3.1, 'numberParishes': 12, 'numberVoters': 4032, 'percentageVoters': 69.03}",Alfândega da Fé,Bragança,0,104,2.58,,False,125,3.1,12,4032,69.03
255,['Berta Ferreira Milheiro Nunes'],3,PS,1,1,PS,1,3,54.44,1,57.72,2195,"{'availableMandates': 0, 'blankVotes': 104, 'blankVotesPercentage': 2.58, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 125, 'nullVotesPercentage': 3.1, 'numberParishes': 12, 'numberVoters': 4032, 'percentageVoters': 69.03}",Alfândega da Fé,Bragança,0,104,2.58,,False,125,3.1,12,4032,69.03
256,['Gil Augusto Gonçalves'],0,B.E.,0,0,B.E.,1,0,1.03,0,1.09,207,"{'availableMandates': 0, 'blankVotes': 537, 'blankVotesPercentage': 2.69, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 477, 'nullVotesPercentage': 2.38, 'numberParishes': 39, 'numberVoters': 20000, 'percentageVoters': 54.57}",Bragança,Bragança,0,537,2.69,,False,477,2.38,39,20000,54.57
257,['Telmo Alexandre de Alge Cadavez'],0,CDS-PP,0,0,CDS-PP,1,0,2.07,0,2.18,413,"{'availableMandates': 0, 'blankVotes': 537, 'blankVotesPercentage': 2.69, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 477, 'nullVotesPercentage': 2.38, 'numberParishes': 39, 'numberVoters': 20000, 'percentageVoters': 54.57}",Bragança,Bragança,0,537,2.69,,False,477,2.38,39,20000,54.57
258,['José Manuel Correia dos Santos Ferreira de Castro'],0,PCP - PEV,0,0,PCP - PEV,1,0,2.02,0,2.13,405,"{'availableMandates': 0, 'blankVotes': 537, 'blankVotesPercentage': 2.69, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 477, 'nullVotesPercentage': 2.38, 'numberParishes': 39, 'numberVoters': 20000, 'percentageVoters': 54.57}",Bragança,Bragança,0,537,2.69,,False,477,2.38,39,20000,54.57
259,['Hernâni Dinis Venâncio Dias'],4,PPD/PSD,1,1,PPD/PSD,1,4,47.24,1,49.77,9449,"{'availableMandates': 0, 'blankVotes': 537, 'blankVotesPercentage': 2.69, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 477, 'nullVotesPercentage': 2.38, 'numberParishes': 39, 'numberVoters': 20000, 'percentageVoters': 54.57}",Bragança,Bragança,0,537,2.69,,False,477,2.38,39,20000,54.57
260,['Júlio Meirinhos Santanas'],2,PS,0,0,PS,1,2,26.02,0,27.41,5204,"{'availableMandates': 0, 'blankVotes': 537, 'blankVotesPercentage': 2.69, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 477, 'nullVotesPercentage': 2.38, 'numberParishes': 39, 'numberVoters': 20000, 'percentageVoters': 54.57}",Bragança,Bragança,0,537,2.69,,False,477,2.38,39,20000,54.57
261,['Humberto Francisco da Rocha'],1,XIII,0,0,XIII,1,1,16.54,0,17.42,3308,"{'availableMandates': 0, 'blankVotes': 537, 'blankVotesPercentage': 2.69, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 477, 'nullVotesPercentage': 2.38, 'numberParishes': 39, 'numberVoters': 20000, 'percentageVoters': 54.57}",Bragança,Bragança,0,537,2.69,,False,477,2.38,39,20000,54.57
262,['Fernando António Trindade dos Reis'],1,CDS-PP,0,0,CDS-PP,1,1,18.06,0,19.31,789,"{'availableMandates': 0, 'blankVotes': 116, 'blankVotesPercentage': 2.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 167, 'nullVotesPercentage': 3.82, 'numberParishes': 14, 'numberVoters': 4368, 'percentageVoters': 61.31}",Carrazeda de Ansiães,Bragança,0,116,2.66,,False,167,3.82,14,4368,61.31
263,['José Maria de Sousa Araújo'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.37,0,1.47,60,"{'availableMandates': 0, 'blankVotes': 116, 'blankVotesPercentage': 2.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 167, 'nullVotesPercentage': 3.82, 'numberParishes': 14, 'numberVoters': 4368, 'percentageVoters': 61.31}",Carrazeda de Ansiães,Bragança,0,116,2.66,,False,167,3.82,14,4368,61.31
264,['José Luís Correia'],4,PPD/PSD,1,1,PPD/PSD,1,4,59.87,1,64.01,2615,"{'availableMandates': 0, 'blankVotes': 116, 'blankVotesPercentage': 2.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 167, 'nullVotesPercentage': 3.82, 'numberParishes': 14, 'numberVoters': 4368, 'percentageVoters': 61.31}",Carrazeda de Ansiães,Bragança,0,116,2.66,,False,167,3.82,14,4368,61.31
265,['João Manuel Sampaio'],0,PS,0,0,PS,1,0,14.22,0,15.2,621,"{'availableMandates': 0, 'blankVotes': 116, 'blankVotesPercentage': 2.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 167, 'nullVotesPercentage': 3.82, 'numberParishes': 14, 'numberVoters': 4368, 'percentageVoters': 61.31}",Carrazeda de Ansiães,Bragança,0,116,2.66,,False,167,3.82,14,4368,61.31
266,['Nicolau de Jesús Manso'],0,PCP - PEV,0,0,PCP - PEV,1,0,0.88,0,0.93,25,"{'availableMandates': 0, 'blankVotes': 81, 'blankVotesPercentage': 2.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 76, 'nullVotesPercentage': 2.68, 'numberParishes': 4, 'numberVoters': 2834, 'percentageVoters': 76.78}",Freixo de Espada à Cinta,Bragança,0,81,2.86,,False,76,2.68,4,2834,76.78
267,['Maria do Céu Quintas'],3,PPD/PSD,1,1,PPD/PSD,1,3,47.88,1,50.69,1357,"{'availableMandates': 0, 'blankVotes': 81, 'blankVotesPercentage': 2.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 76, 'nullVotesPercentage': 2.68, 'numberParishes': 4, 'numberVoters': 2834, 'percentageVoters': 76.78}",Freixo de Espada à Cinta,Bragança,0,81,2.86,,False,76,2.68,4,2834,76.78
268,['José Manuel Caldeira Santos'],2,PS,0,0,PS,1,2,45.7,0,48.38,1295,"{'availableMandates': 0, 'blankVotes': 81, 'blankVotesPercentage': 2.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 76, 'nullVotesPercentage': 2.68, 'numberParishes': 4, 'numberVoters': 2834, 'percentageVoters': 76.78}",Freixo de Espada à Cinta,Bragança,0,81,2.86,,False,76,2.68,4,2834,76.78
269,['Rui Jorge da Silva Costa'],1,CDS-PP,0,0,CDS-PP,1,1,11.59,0,12.22,1308,"{'availableMandates': 0, 'blankVotes': 322, 'blankVotesPercentage': 2.85, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 255, 'nullVotesPercentage': 2.26, 'numberParishes': 30, 'numberVoters': 11284, 'percentageVoters': 59.57}",Macedo de Cavaleiros,Bragança,0,322,2.85,,False,255,2.26,30,11284,59.57
270,['Carlos Manuel Cunha Martins'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.7,0,1.79,192,"{'availableMandates': 0, 'blankVotes': 322, 'blankVotesPercentage': 2.85, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 255, 'nullVotesPercentage': 2.26, 'numberParishes': 30, 'numberVoters': 11284, 'percentageVoters': 59.57}",Macedo de Cavaleiros,Bragança,0,322,2.85,,False,255,2.26,30,11284,59.57
271,['Manuel Duarte Fernandes Moreno'],3,PPD/PSD,1,0,PPD/PSD,1,3,41.32,1,43.55,4663,"{'availableMandates': 0, 'blankVotes': 322, 'blankVotesPercentage': 2.85, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 255, 'nullVotesPercentage': 2.26, 'numberParishes': 30, 'numberVoters': 11284, 'percentageVoters': 59.57}",Macedo de Cavaleiros,Bragança,0,322,2.85,,False,255,2.26,30,11284,59.57
272,['Rui Manuel Rodrigues Vaz'],3,PS,0,0,PS,1,3,40.27,0,42.44,4544,"{'availableMandates': 0, 'blankVotes': 322, 'blankVotesPercentage': 2.85, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 255, 'nullVotesPercentage': 2.26, 'numberParishes': 30, 'numberVoters': 11284, 'percentageVoters': 59.57}",Macedo de Cavaleiros,Bragança,0,322,2.85,,False,255,2.26,30,11284,59.57
273,['Júlio Augusto Pires Afonso'],0,B.E.,0,0,B.E.,1,0,0.61,0,0.64,34,"{'availableMandates': 0, 'blankVotes': 140, 'blankVotesPercentage': 2.53, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 108, 'nullVotesPercentage': 1.95, 'numberParishes': 13, 'numberVoters': 5542, 'percentageVoters': 69.38}",Miranda do Douro,Bragança,0,140,2.53,,False,108,1.95,13,5542,69.38
