Year,alternateCandidates,mandates,party,presidents,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year,votes.validVotesPercentage
2013,,3,PPD/PSD.CDS-PP,0,0,1,3,44.03,0,3490,Nelas,Viseu,0,334,4.21,,FALSE,256,3.23,7,7926,57.34,Isaura Leonor Marques Figueiredo da Silva Pedro,2013,47.57
2013,,4,PS,1,1,1,4,44.2,1,3503,Nelas,Viseu,0,334,4.21,,FALSE,256,3.23,7,7926,57.34,José Manuel Borges da Silva,2013,47.75
2013,,0,B.E.,0,0,1,0,3.9,0,225,Oliveira de Frades,Viseu,0,213,3.69,,FALSE,147,2.55,8,5776,61.64,Mário do Carmo Pereira,2013,4.15
2013,,0,PCP - PEV,0,0,1,0,2.74,0,158,Oliveira de Frades,Viseu,0,213,3.69,,FALSE,147,2.55,8,5776,61.64,Nuno Miguel Duarte Martins,2013,2.92
2013,,4,PPD/PSD.CDS-PP,1,1,1,4,71.42,1,4125,Oliveira de Frades,Viseu,0,213,3.69,,FALSE,147,2.55,8,5776,61.64,Luís Manuel Martins de Vasconcelos,2013,76.16
2013,,1,PS,0,0,1,1,15.72,0,908,Oliveira de Frades,Viseu,0,213,3.69,,FALSE,147,2.55,8,5776,61.64,Porfirio António de Sousa Carvalho,2013,16.77
2013,,0,PCP - PEV,0,0,1,0,3.26,0,178,Penalva do Castelo,Viseu,0,110,2.02,,FALSE,137,2.51,11,5458,62.26,António Nogueira de Matos Vilarigues,2013,3.42
2013,,2,PPD/PSD.CDS-PP,0,0,1,2,41.5,0,2265,Penalva do Castelo,Viseu,0,110,2.02,,FALSE,137,2.51,11,5458,62.26,Carlos Ferreira dos Santos,2013,43.47
2013,,3,PS,1,1,1,3,50.71,1,2768,Penalva do Castelo,Viseu,0,110,2.02,,FALSE,137,2.51,11,5458,62.26,Francisco Lopes de Carvalho,2013,53.12
2013,,2,PS,0,0,1,2,30.69,0,642,Penedono,Viseu,0,49,2.34,,FALSE,64,3.06,7,2092,58.08,Orlando Augusto Timóteo Rodrigues,2013,32.44
2013,,0,MPT,0,0,1,0,3.04,0,234,Resende,Viseu,0,120,1.56,,FALSE,170,2.21,11,7697,68.88,Casimiro Cerqueira Veloso,2013,3.16
2013,,0,PCP - PEV,0,0,1,0,1.08,0,83,Resende,Viseu,0,120,1.56,,FALSE,170,2.21,11,7697,68.88,Fernando Alberto Pinto,2013,1.12
2013,,3,PPD/PSD.CDS-PP,0,0,1,3,41.41,0,3187,Resende,Viseu,0,120,1.56,,FALSE,170,2.21,11,7697,68.88,Jaime António Bernardino Alves,2013,43.03
2013,,4,PS,1,1,1,4,50.71,1,3903,Resende,Viseu,0,120,1.56,,FALSE,170,2.21,11,7697,68.88,Manuel Joaquim Garcez Trindade,2013,52.69
2013,,0,CDS-PP,0,0,1,0,4.59,0,307,Santa Comba Dão,Viseu,0,221,3.3,,FALSE,168,2.51,6,6689,58.11,Maria Manuela Dias Alves,2013,4.87
2013,,0,PCP - PEV,0,0,1,0,1.32,0,88,Santa Comba Dão,Viseu,0,221,3.3,,FALSE,168,2.51,6,6689,58.11,Alberto Lopes de Andrade,2013,1.4
2013,,3,PPD/PSD,0,0,1,3,39.72,0,2657,Santa Comba Dão,Viseu,0,221,3.3,,FALSE,168,2.51,6,6689,58.11,João António de Sousa Pais Lourenço,2013,42.17
2013,,4,PS,1,1,1,4,48.56,1,3248,Santa Comba Dão,Viseu,0,221,3.3,,FALSE,168,2.51,6,6689,58.11,Leonel José Antunes Gouveia,2013,51.56
2013,,0,CDS-PP,0,0,1,0,3.34,0,157,Sernancelhe,Viseu,0,56,1.19,,FALSE,74,1.57,13,4700,70.07,Nuno Franclim Peixoto Quintais Silva,2013,3.44
2013,,0,PCP - PEV,0,0,1,0,0.34,0,16,Sernancelhe,Viseu,0,56,1.19,,FALSE,74,1.57,13,4700,70.07,Eduardo Paiva Boloto,2013,0.35
2013,,3,PPD/PSD,1,1,1,3,53.17,1,2499,Sernancelhe,Viseu,0,56,1.19,,FALSE,74,1.57,13,4700,70.07,Carlos Silva Santiago,2013,54.68
2013,,2,PS,0,0,1,2,40.38,0,1898,Sernancelhe,Viseu,0,56,1.19,,FALSE,74,1.57,13,4700,70.07,Vítor Manuel de Matos Figueiredo,2013,41.53
2013,,0,CDS-PP,0,0,1,0,3.76,0,281,Sátão,Viseu,0,178,2.38,,FALSE,200,2.68,9,7470,53.54,Manuel da Silva de Oliva,2013,3.96
2013,,0,PCP - PEV,0,0,1,0,2.9,0,217,Sátão,Viseu,0,178,2.38,,FALSE,200,2.68,9,7470,53.54,Ângela Maria da Silva Bártolo,2013,3.06
2013,,4,PPD/PSD,1,1,1,4,54.83,1,4096,Sátão,Viseu,0,178,2.38,,FALSE,200,2.68,9,7470,53.54,Alexandre Manuel Mendonça Vaz,2013,57.76
2013,,3,PS,0,0,1,3,33.44,0,2498,Sátão,Viseu,0,178,2.38,,FALSE,200,2.68,9,7470,53.54,Nuno Miguel Rocha Bártolo,2013,35.22
2013,,0,CDS-PP,0,0,1,0,3.8,0,179,São João da Pesqueira,Viseu,0,104,2.21,,FALSE,117,2.49,11,4705,61.73,Ana Paula Mafra de Miranda Raposo Chaves de Carvalho,2013,3.99
2013,,2,I,0,0,1,2,35.3,0,1661,São João da Pesqueira,Viseu,0,104,2.21,,FALSE,117,2.49,11,4705,61.73,Manuel António Natário Cordeiro,2013,37.04
2013,,0,PCP - PEV,0,0,1,0,1.64,0,77,São João da Pesqueira,Viseu,0,104,2.21,,FALSE,117,2.49,11,4705,61.73,António Luiz Vieira da Silva,2013,1.72
2013,,3,PPD/PSD,1,1,1,3,43.59,1,2051,São João da Pesqueira,Viseu,0,104,2.21,,FALSE,117,2.49,11,4705,61.73,José António Fontão Tulha,2013,45.74
2013,,0,PS,0,0,1,0,10.97,0,516,São João da Pesqueira,Viseu,0,104,2.21,,FALSE,117,2.49,11,4705,61.73,João Manuel Mendes de Oliveira,2013,11.51
2013,,0,B.E.,0,0,1,0,1.32,0,146,São Pedro do Sul,Viseu,0,228,2.06,,FALSE,192,1.74,14,11042,64.28,Maria do Carmo Bica,2013,1.37
2013,,0,II,0,0,1,0,6.63,0,732,São Pedro do Sul,Viseu,0,228,2.06,,FALSE,192,1.74,14,11042,64.28,José Alberto da Silva Alexandre e Sousa,2013,6.89
2013,,0,PCP - PEV,0,0,1,0,0.74,0,82,São Pedro do Sul,Viseu,0,228,2.06,,FALSE,192,1.74,14,11042,64.28,Ana Manuela Marques da Costa Gralheiro,2013,0.77
2013,,3,PPD/PSD,0,0,1,3,37.71,0,4164,São Pedro do Sul,Viseu,0,228,2.06,,FALSE,192,1.74,14,11042,64.28,Adriano de Lima Gouveia Azevedo,2013,39.2
2013,,4,PS,1,1,1,4,49.79,1,5498,São Pedro do Sul,Viseu,0,228,2.06,,FALSE,192,1.74,14,11042,64.28,Vítor Manuel de Almeida Figueiredo,2013,51.76
2013,,0,PCP - PEV,0,0,1,0,2.47,0,105,Tabuaço,Viseu,0,62,1.46,,FALSE,102,2.4,13,4246,69.73,Mário Rui de Sousa Mendes,2013,2.57
2013,,3,PPD/PSD.CDS-PP,1,1,1,3,49.2,1,2089,Tabuaço,Viseu,0,62,1.46,,FALSE,102,2.4,13,4246,69.73,Carlos André Teles Paulo de Carvalho,2013,51.18
2013,,2,PS,0,0,1,2,44.47,0,1888,Tabuaço,Viseu,0,62,1.46,,FALSE,102,2.4,13,4246,69.73,João Joaquim Saraiva Ribeiro,2013,46.25
2013,,0,B.E.,0,0,1,0,3.94,0,188,Tarouca,Viseu,0,78,1.63,,FALSE,91,1.91,7,4773,59.46,Rui Bruno Quintela Claro da Fonseca,2013,4.08
2013,,0,CDS-PP,0,0,1,0,4.32,0,206,Tarouca,Viseu,0,78,1.63,,FALSE,91,1.91,7,4773,59.46,Carlos Alberto Moura Cabral,2013,4.47
2013,,0,PCP - PEV,0,0,1,0,1.59,0,76,Tarouca,Viseu,0,78,1.63,,FALSE,91,1.91,7,4773,59.46,João Carlos Portela Cordeiro,2013,1.65
2013,,3,PPD/PSD,1,1,1,3,51.08,1,2438,Tarouca,Viseu,0,78,1.63,,FALSE,91,1.91,7,4773,59.46,Valdemar de Carvalho Pereira,2013,52.95
2013,,2,PS,0,0,1,2,35.53,0,1696,Tarouca,Viseu,0,78,1.63,,FALSE,91,1.91,7,4773,59.46,José António Amaro Nunes,2013,36.84
2013,,0,CDS-PP,0,0,1,0,9.64,0,1572,Tondela,Viseu,0,772,4.74,,FALSE,453,2.78,19,16304,56.01,Carlos Manuel Antunes Amaral,2013,10.43
2013,,0,PCP - PEV,0,0,1,0,3.67,0,598,Tondela,Viseu,0,772,4.74,,FALSE,453,2.78,19,16304,56.01,Manuel Jorge Pereira Veiga,2013,3.97
2013,,5,PPD/PSD,1,1,1,5,53.48,1,8720,Tondela,Viseu,0,772,4.74,,FALSE,453,2.78,19,16304,56.01,José António Gomes de Jesus,2013,57.83
2013,,2,PS,0,0,1,2,25.69,0,4189,Tondela,Viseu,0,772,4.74,,FALSE,453,2.78,19,16304,56.01,Cílio Pereira Correia,2013,27.78
2013,,0,CDS-PP,0,0,1,0,7.81,0,264,Vila Nova de Paiva,Viseu,0,66,1.95,,FALSE,74,2.19,5,3380,49.04,Hugo FIlipe Afonso Trindade,2013,8.15
2013,,0,PCP - PEV,0,0,1,0,1.75,0,59,Vila Nova de Paiva,Viseu,0,66,1.95,,FALSE,74,2.19,5,3380,49.04,Manuel Rodrigues,2013,1.82
2013,,2,PPD/PSD,0,0,1,2,30.36,0,1026,Vila Nova de Paiva,Viseu,0,66,1.95,,FALSE,74,2.19,5,3380,49.04,Carlos Dias Mota,2013,31.67
2013,,3,PS,1,1,1,3,55.95,1,1891,Vila Nova de Paiva,Viseu,0,66,1.95,,FALSE,74,2.19,5,3380,49.04,José Morgado Ribeiro,2013,58.36
2013,,0,B.E.,0,0,1,0,3.8,0,1752,Viseu,Viseu,0,2501,5.42,,FALSE,1839,3.98,25,46151,47.99,Manuela Maria Coelho Antunes,2013,4.19
2013,,1,CDS-PP,0,0,1,1,9.56,0,4414,Viseu,Viseu,0,2501,5.42,,FALSE,1839,3.98,25,46151,47.99,José Hélder do Amaral,2013,10.56
2013,,0,PCP - PEV,0,0,1,0,4.02,0,1857,Viseu,Viseu,0,2501,5.42,,FALSE,1839,3.98,25,46151,47.99,Francisco Manuel de Almeida,2013,4.44
2013,,5,PPD/PSD,1,1,1,5,46.37,1,21402,Viseu,Viseu,0,2501,5.42,,FALSE,1839,3.98,25,46151,47.99,António Joaquim Almeida Henriques,2013,51.19
2013,,3,PS,0,0,1,3,26.84,0,12386,Viseu,Viseu,0,2501,5.42,,FALSE,1839,3.98,25,46151,47.99,José Adelmo Gouveia Bordalo Junqueiro,2013,29.62
2013,,0,CDS-PP,0,0,1,0,2.67,0,180,Vouzela,Viseu,0,215,3.18,,FALSE,123,1.82,9,6752,66.69,Paulo Jorge Rodrigues Duarte,2013,2.81
2013,,0,PCP - PEV,0,0,1,0,1.13,0,76,Vouzela,Viseu,0,215,3.18,,FALSE,123,1.82,9,6752,66.69,José Carlos Pereirinha Rodrigues,2013,1.18
2013,,4,PPD/PSD,1,1,1,4,49.3,1,3329,Vouzela,Viseu,0,215,3.18,,FALSE,123,1.82,9,6752,66.69,Rui Miguel Ladeira Pereira,2013,51.9
2013,,3,PS,0,0,1,3,38.6,0,2606,Vouzela,Viseu,0,215,3.18,,FALSE,123,1.82,9,6752,66.69,António Menezes de Campos,2013,40.63
2013,,0,B.E.,0,0,1,0,1.43,0,57,Alandroal,Évora,0,39,0.98,,FALSE,43,1.08,4,3993,77.17,Fábio Manuel Roques Pisco,2013,1.46
2013,,1,I,0,0,1,1,20.99,0,838,Alandroal,Évora,0,39,0.98,,FALSE,43,1.08,4,3993,77.17,João José Martins Nabais,2013,21.43
2013,,3,PCP - PEV,1,1,1,3,54.4,1,2172,Alandroal,Évora,0,39,0.98,,FALSE,43,1.08,4,3993,77.17,Mariana Rosa Gomes Chilra,2013,55.54
2013,,0,PPD/PSD,0,0,1,0,3.66,0,146,Alandroal,Évora,0,39,0.98,,FALSE,43,1.08,4,3993,77.17,José Joaquim Cebola Gomes,2013,3.73
2013,,1,PS,0,0,1,1,17.48,0,698,Alandroal,Évora,0,39,0.98,,FALSE,43,1.08,4,3993,77.17,Manuel José Veladas Ramalho,2013,17.85
2013,,0,CDS-PP,0,0,1,0,1.21,0,49,Arraiolos,Évora,0,136,3.36,,FALSE,90,2.22,5,4047,64.89,Francisco Luís Monteiro Barbosa,2013,1.28
2013,,3,PCP - PEV,1,1,1,3,54.73,1,2215,Arraiolos,Évora,0,136,3.36,,FALSE,90,2.22,5,4047,64.89,Sílvia Cristina Tirapicos Pinto,2013,57.97
2013,,0,PPD/PSD,0,0,1,0,4.69,0,190,Arraiolos,Évora,0,136,3.36,,FALSE,90,2.22,5,4047,64.89,José Adriano Canoa Valente,2013,4.97
2013,,2,PS,0,0,1,2,33.78,0,1367,Arraiolos,Évora,0,136,3.36,,FALSE,90,2.22,5,4047,64.89,Maria Palmira Lourenço Chaveiro,2013,35.78
2013,,2,I,1,0,1,2,36.66,1,1642,Borba,Évora,0,101,2.25,,FALSE,71,1.59,4,4479,70.55,António José Lopes Anselmo,2013,38.12
2013,,1,PCP - PEV,0,0,1,1,17.66,0,791,Borba,Évora,0,101,2.25,,FALSE,71,1.59,4,4479,70.55,Joaquim José Serra Silva,2013,18.37
2013,,1,PPD/PSD,0,0,1,1,18.55,0,831,Borba,Évora,0,101,2.25,,FALSE,71,1.59,4,4479,70.55,Benjamim António Ferreira Espiguinha,2013,19.29
2013,,1,PS,0,0,1,1,23.29,0,1043,Borba,Évora,0,101,2.25,,FALSE,71,1.59,4,4479,70.55,Jerónimo João Pereira Cavaco,2013,24.22
2013,,0,CDS-PP,0,0,1,0,1.33,0,100,Estremoz,Évora,0,258,3.44,,FALSE,157,2.1,9,7494,60.06,Paulo Jorge Pereira da Costa,2013,1.41
2013,,5,I,1,1,1,5,51.35,1,3848,Estremoz,Évora,0,258,3.44,,FALSE,157,2.1,9,7494,60.06,Luis Filipe Pereira Mourinha,2013,54.36
2013,,0,PCP - PEV,0,0,1,0,8.46,0,634,Estremoz,Évora,0,258,3.44,,FALSE,157,2.1,9,7494,60.06,Luis Manuel Modas Condinho,2013,8.96
2013,,0,PPD/PSD,0,0,1,0,5.12,0,384,Estremoz,Évora,0,258,3.44,,FALSE,157,2.1,9,7494,60.06,Manuel José Broa,2013,5.42
2013,,2,PS,0,0,1,2,28.2,0,2113,Estremoz,Évora,0,258,3.44,,FALSE,157,2.1,9,7494,60.06,José Alberto Leal Fateixa Palmeiro,2013,29.85
2013,,0,CDS-PP,0,0,1,0,4.44,0,401,Montemor-o-Novo,Évora,0,286,3.17,,FALSE,131,1.45,7,9028,59.87,Vítor Manuel Macedo Bombico Silveira Vicente,2013,4.66
2013,,4,PCP - PEV,1,1,1,4,52.5,1,4740,Montemor-o-Novo,Évora,0,286,3.17,,FALSE,131,1.45,7,9028,59.87,Hortênsia dos Anjos Chegado Menino,2013,55.05
2013,,0,PPD/PSD,0,0,1,0,6.48,0,585,Montemor-o-Novo,Évora,0,286,3.17,,FALSE,131,1.45,7,9028,59.87,Maria de Lurdes Pascoal Reis Vacas de Carvalho,2013,6.79
2013,,3,PS,0,0,1,3,31.96,0,2885,Montemor-o-Novo,Évora,0,286,3.17,,FALSE,131,1.45,7,9028,59.87,Olimpio Manuel Vidigal Galvão,2013,33.5
2013,,4,PCP - PEV,1,1,1,4,67.67,1,1917,Mora,Évora,0,105,3.71,,FALSE,51,1.8,4,2833,60.95,Luís Simão Duarte de Matos,2013,71.61
2013,,0,PPD/PSD.CDS-PP,0,0,1,0,8.51,0,241,Mora,Évora,0,105,3.71,,FALSE,51,1.8,4,2833,60.95,Joaquim António Rodrigues de Mira,2013,9
2013,,1,PS,0,0,1,1,18.32,0,519,Mora,Évora,0,105,3.71,,FALSE,51,1.8,4,2833,60.95,João Filipe Chaveiro Libório,2013,19.39
2013,,2,PPD/PSD.CDS-PP,0,0,1,2,41.3,0,743,Mourão,Évora,0,34,1.89,,FALSE,29,1.61,3,1799,75.3,Anabela Ramalho Falcato Caixeiro,2013,42.8
2013,,3,PS,1,1,1,3,46.53,1,837,Mourão,Évora,0,34,1.89,,FALSE,29,1.61,3,1799,75.3,Maria Clara Pimenta Pinto Martins Safara,2013,48.21
2013,,0,CDS-PP.PPD/PSD,0,0,1,0,1.82,0,73,Portel,Évora,0,62,1.55,,FALSE,57,1.42,6,4008,71.27,Maria Luísa Venâncio de Sousa Andrade,2013,1.88
2013,,1,PCP - PEV,0,0,1,1,30.54,0,1224,Portel,Évora,0,62,1.55,,FALSE,57,1.42,6,4008,71.27,José Francisco Carriço Sabino,2013,31.47
2013,,4,PS,1,1,1,4,64.67,1,2592,Portel,Évora,0,62,1.55,,FALSE,57,1.42,6,4008,71.27,José Manuel Clemente Grilo,2013,66.65
2013,,0,CDS-PP.PPD/PSD,0,0,1,0,7.4,0,267,Redondo,Évora,0,89,2.47,,FALSE,49,1.36,2,3608,58.85,António Alberto da Maia Tomaz Coelho da Costa,2013,7.69
2013,,1,PCP - PEV,0,0,1,1,13.94,0,503,Redondo,Évora,0,89,2.47,,FALSE,49,1.36,2,3608,58.85,David Manuel Palma Grave,2013,14.5
2013,,1,PS,0,0,1,1,21.34,0,770,Redondo,Évora,0,89,2.47,,FALSE,49,1.36,2,3608,58.85,Luís Fernando Gomes Faleiro,2013,22.19
2013,,3,VII,1,1,1,3,53.49,1,1930,Redondo,Évora,0,89,2.47,,FALSE,49,1.36,2,3608,58.85,António José Rega Matos Recto,2013,55.62
2013,,1,PCP - PEV,0,0,1,1,16.28,0,787,Reguengos de Monsaraz,Évora,0,192,3.97,,FALSE,119,2.46,4,4835,52.48,Aníbal José Almeida Rosado,2013,17.4
2013,,0,PPD/PSD.CDS-PP,0,0,1,0,9.25,0,447,Reguengos de Monsaraz,Évora,0,192,3.97,,FALSE,119,2.46,4,4835,52.48,Francisco Filipe Sousa Zambujinho,2013,9.88
2013,,4,PS,1,1,1,4,68.05,1,3290,Reguengos de Monsaraz,Évora,0,192,3.97,,FALSE,119,2.46,4,4835,52.48,José Gabriel Paixão Calixto,2013,72.72
2013,,3,PCP - PEV,0,0,1,3,39.07,0,2151,Vendas Novas,Évora,0,196,3.56,,FALSE,135,2.45,2,5506,53.39,José Maria Rodrigues Figueira,2013,41.57
2013,,1,PPD/PSD,0,0,1,1,11.64,0,641,Vendas Novas,Évora,0,196,3.56,,FALSE,135,2.45,2,5506,53.39,Joaquim Manuel Marques Barreto Soeiro,2013,12.39
2013,,3,PS,1,0,1,3,43.28,1,2383,Vendas Novas,Évora,0,196,3.56,,FALSE,135,2.45,2,5506,53.39,Luís Carlos Piteira Dias,2013,46.05
2013,,2,PCP - PEV,0,0,1,2,30.98,0,962,Viana do Alentejo,Évora,0,65,2.09,,FALSE,57,1.84,3,3105,63.52,João Luís Batista Penetra,2013,32.25
2013,,0,PPD/PSD,0,0,1,0,4.67,0,145,Viana do Alentejo,Évora,0,65,2.09,,FALSE,57,1.84,3,3105,63.52,João de Deus Carapeto Fialho,2013,4.86
2013,,3,PS,1,1,1,3,60.42,1,1876,Viana do Alentejo,Évora,0,65,2.09,,FALSE,57,1.84,3,3105,63.52,Bernardino António Bengalinha Pinto,2013,62.89
2013,,0,I,0,0,1,0,3.7,0,181,Vila Viçosa,Évora,0,100,2.04,,FALSE,70,1.43,4,4892,67.22,Miguel António Patacão Rodrigues,2013,3.83
2013,,1,II,0,0,1,1,15.9,0,778,Vila Viçosa,Évora,0,100,2.04,,FALSE,70,1.43,4,4892,67.22,Inácio José Ludovico Esperança,2013,16.48
2013,,3,PCP - PEV,1,1,1,3,43.44,1,2125,Vila Viçosa,Évora,0,100,2.04,,FALSE,70,1.43,4,4892,67.22,Manuel João Fontainhas Condenado,2013,45
2013,,0,PPD/PSD.CDS-PP,0,0,1,0,9.06,0,443,Vila Viçosa,Évora,0,100,2.04,,FALSE,70,1.43,4,4892,67.22,Paulo José Carrasco Rondão,2013,9.38
2013,,1,PS,0,0,1,1,24.43,0,1195,Vila Viçosa,Évora,0,100,2.04,,FALSE,70,1.43,4,4892,67.22,Luís Filipe Braguez Caldeirinha Roma,2013,25.31
2013,,0,B.E.,0,0,1,0,3.91,0,934,Évora,Évora,0,910,3.81,,FALSE,556,2.33,12,23885,49.69,Maria Helena de Carvalho Governo de Figueiredo,2013,4.17
2013,,4,PCP - PEV,1,1,1,4,49.3,1,11776,Évora,Évora,0,910,3.81,,FALSE,556,2.33,12,23885,49.69,Carlos Manuel Rodrigues Pinto de Sá,2013,52.53
2013,,1,PPD/PSD.CDS-PP,0,0,1,1,14.7,0,3510,Évora,Évora,0,910,3.81,,FALSE,556,2.33,12,23885,49.69,Helder Aguiar Agostinho das Neves,2013,15.66
2013,,2,PS,0,0,1,2,25.95,0,6199,Évora,Évora,0,910,3.81,,FALSE,556,2.33,12,23885,49.69,Manuel Francisco Grilo Melgão,2013,27.65
2017,,0,B.E.,0,0,1,0,1.53,0,212,Albergaria-a-Velha,Aveiro,0,263,1.9,,FALSE,204,1.47,6,13873,61.23,Américo Bastos Rodrigues da Silva,2017,1.58
2017,,5,CDS-PP,1,1,1,5,60.61,1,8408,Albergaria-a-Velha,Aveiro,0,263,1.9,,FALSE,204,1.47,6,13873,61.23,António Augusto Amaral Loureiro e Santos ,2017,62.72
2017,,0,MPT,0,0,1,0,0.53,0,74,Albergaria-a-Velha,Aveiro,0,263,1.9,,FALSE,204,1.47,6,13873,61.23,Adérito Ferreira Pinto,2017,0.55
2017,,0,PCP-PEV,0,0,1,0,1.64,0,227,Albergaria-a-Velha,Aveiro,0,263,1.9,,FALSE,204,1.47,6,13873,61.23,Adelino Silva Nunes Pereira,2017,1.69
2017,,2,PPD/PSD,0,0,1,2,26.07,0,3617,Albergaria-a-Velha,Aveiro,0,263,1.9,,FALSE,204,1.47,6,13873,61.23,José Licínio Tavares Pimenta,2017,26.98
2017,,0,PS,0,0,1,0,6.26,0,868,Albergaria-a-Velha,Aveiro,0,263,1.9,,FALSE,204,1.47,6,13873,61.23,António Augusto Brito da Silva,2017,6.47
2017,,0,CDS-PP,0,0,1,0,4.64,0,696,Anadia,Aveiro,0,526,3.5,,FALSE,374,2.49,10,15015,55.24,Henrique Spínola Martins Semedo,2017,4.93
2017,,5,MIAP,1,1,1,5,56.36,1,8462,Anadia,Aveiro,0,526,3.5,,FALSE,374,2.49,10,15015,55.24,Maria Teresa Belém Correia Cardoso,2017,59.95
2017,,0,PCP-PEV,0,0,1,0,4.45,0,668,Anadia,Aveiro,0,526,3.5,,FALSE,374,2.49,10,15015,55.24,Maria de Fátima Gomes Martins da Costa Henriques Flores,2017,4.73
2017,,2,PPD/PSD,0,0,1,2,28.56,0,4289,Anadia,Aveiro,0,526,3.5,,FALSE,374,2.49,10,15015,55.24,Litério Augusto Marques,2017,30.39
2017,,0,NC,0,0,1,0,2.29,0,341,Arouca,Aveiro,0,220,1.48,,FALSE,200,1.34,16,14891,72.78,Vítor Fernando Gomes Brandão,2017,2.36
2017,,0,PCP-PEV,0,0,1,0,1.77,0,263,Arouca,Aveiro,0,220,1.48,,FALSE,200,1.34,16,14891,72.78,Francisco Manuel da Cunha Gonçalves,2017,1.82
2017,,3,PPD/PSD.CDS-PP,0,0,1,3,36.43,0,5425,Arouca,Aveiro,0,220,1.48,,FALSE,200,1.34,16,14891,72.78,Fernando Brandão Mendes,2017,37.49
2017,,0,PPM,0,0,1,0,1.49,0,222,Arouca,Aveiro,0,220,1.48,,FALSE,200,1.34,16,14891,72.78,José Maria da Costa Gomes,2017,1.53
2017,,4,PS,1,1,1,4,55.2,1,8220,Arouca,Aveiro,0,220,1.48,,FALSE,200,1.34,16,14891,72.78,Margarida Maria de Sousa Correia Belém,2017,56.8
2017,,0,B.E.,0,0,1,0,6.81,0,2357,Aveiro,Aveiro,0,1447,4.18,,FALSE,753,2.18,10,34597,49.09,Nelson Ricardo Esteves Peralta,2017,7.28
2017,,0,PAN,0,0,1,0,3.29,0,1139,Aveiro,Aveiro,0,1447,4.18,,FALSE,753,2.18,10,34597,49.09,Jorge Manuel Dias da Silva Morais,2017,3.52
2017,,0,PCP-PEV,0,0,1,0,4.04,0,1398,Aveiro,Aveiro,0,1447,4.18,,FALSE,753,2.18,10,34597,49.09,Miguel Lopes Batista Viegas,2017,4.32
2017,,6,PPD/PSD.CDS-PP.PPM,1,1,1,6,48.52,1,16787,Aveiro,Aveiro,0,1447,4.18,,FALSE,753,2.18,10,34597,49.09,José Agostinho Ribau Esteves,2017,51.82
2017,,3,PS,0,0,1,3,30.97,0,10716,Aveiro,Aveiro,0,1447,4.18,,FALSE,753,2.18,10,34597,49.09,Manuel Oliveira de Sousa,2017,33.08
2017,,0,PCP-PEV,0,0,1,0,2.2,0,231,Castelo de Paiva,Aveiro,0,132,1.25,,FALSE,175,1.66,6,10518,73.5,Manuel Moreira Rodrigues,2017,2.26
2017,,3,PPD/PSD.CDS-PP,0,0,1,3,38.07,0,4004,Castelo de Paiva,Aveiro,0,132,1.25,,FALSE,175,1.66,6,10518,73.5,José Duarte de Sousa e Rocha,2017,39.21
2017,,4,PS,1,1,1,4,56.82,1,5976,Castelo de Paiva,Aveiro,0,132,1.25,,FALSE,175,1.66,6,10518,73.5,Gonçalo Fernando da Rocha de Jesus,2017,58.53
2017,,0,B.E.,0,0,1,0,2.43,0,445,Espinho,Aveiro,0,492,2.68,,FALSE,406,2.21,4,18345,61.36,António do Couto Canastro ,2017,2.55
2017,,0,CDS-PP,0,0,1,0,2.52,0,463,Espinho,Aveiro,0,492,2.68,,FALSE,406,2.21,4,18345,61.36,Joana Salomé Ribeiro Soares,2017,2.65
2017,,0,NC,0,0,1,0,3.28,0,601,Espinho,Aveiro,0,492,2.68,,FALSE,406,2.21,4,18345,61.36,Delfim Manuel Magalhães Sousa,2017,3.44
2017,,0,PCP-PEV,0,0,1,0,5.15,0,945,Espinho,Aveiro,0,492,2.68,,FALSE,406,2.21,4,18345,61.36,Fausto Manuel da Silva Neves,2017,5.42
2017,,0,PELAMINHAGENTE,0,0,1,0,9.63,0,1766,Espinho,Aveiro,0,492,2.68,,FALSE,406,2.21,4,18345,61.36,Leonor Cristina da Costa Matos Lêdo da Fonseca ,2017,10.12
2017,,4,PPD/PSD,1,1,1,4,40.45,1,7420,Espinho,Aveiro,0,492,2.68,,FALSE,406,2.21,4,18345,61.36,Joaquim José Pinto Moreira,2017,42.53
2017,,3,PS,0,0,1,3,31.65,0,5807,Espinho,Aveiro,0,492,2.68,,FALSE,406,2.21,4,18345,61.36,Carlos Nuno Lacerda Lopes,2017,33.28
2017,,0,PCP-PEV,0,0,1,0,7.49,0,934,Estarreja,Aveiro,0,319,2.56,,FALSE,280,2.25,5,12467,51.86,Filomena de Jesus Marques Tavares,2017,7.87
2017,,5,PPD/PSD.CDS-PP,1,1,1,5,58.2,1,7256,Estarreja,Aveiro,0,319,2.56,,FALSE,280,2.25,5,12467,51.86,Diamantino Manuel Sabina,2017,61.14
2017,,2,PS,0,0,1,2,29.5,0,3678,Estarreja,Aveiro,0,319,2.56,,FALSE,280,2.25,5,12467,51.86,Catarina de Ascenção Nascimento Rodrigues,2017,30.99
2017,,0,B.E.,0,0,1,0,6.66,0,632,Mealhada,Aveiro,0,398,4.19,,FALSE,171,1.8,6,9488,51.4,Dilan Ribeiro Granjo,2017,7.09
